week_of_year,BO,BOMBALI,BONTHE,KAILAHUN,KAMBIA,KENEMA,KOINADUGU,KONO,MOYAMBA,PORT LOKO,PUJEHUN,TONKOLILI,WESTERN,week_of,maxdate
2015-W40,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-10-07,2015-12-24
2015-W41,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-10-14,2015-12-24
2015-W42,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-10-21,2015-12-24
2015-W43,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-10-28,2015-12-24
2015-W44,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-11-04,2015-12-24
2015-W45,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-11-11,2015-12-24
2015-W46,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-11-18,2015-12-24
