week_of_year,BO,BOMBALI,BONTHE,KAILAHUN,KAMBIA,KENEMA,KOINADUGU,KONO,MOYAMBA,PORT LOKO,PUJEHUN,TONKOLILI,WESTERN,week_of,maxdate
2015-W34,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-08-26,2015-11-12
2015-W35,0,0,0,0,1,0,0,0,0,0,0,0,0,2015-09-02,2015-11-12
2015-W36,0,0,0,0,1,0,0,0,0,0,0,0,0,2015-09-09,2015-11-12
2015-W37,0,1,0,0,4,0,0,0,0,0,0,0,0,2015-09-16,2015-11-12
2015-W38,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-09-23,2015-11-12
2015-W39,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-09-30,2015-11-12
2015-W40,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-10-07,2015-11-12
