week_of_year,BO,BOMBALI,BONTHE,KAILAHUN,KAMBIA,KENEMA,KOINADUGU,KONO,MOYAMBA,PORT LOKO,PUJEHUN,TONKOLILI,WESTERN,week_of,maxdate
2015-W24,0,0,0,0,6,0,0,0,0,8,0,0,0,2015-06-17,2015-09-03
2015-W25,0,0,0,0,2,0,0,0,0,4,0,0,2,2015-06-24,2015-09-03
2015-W26,0,0,0,0,2,0,0,0,0,2,0,0,4,2015-07-01,2015-09-03
2015-W27,0,0,0,0,4,0,0,0,0,2,0,0,3,2015-07-08,2015-09-03
2015-W28,0,0,0,0,3,0,0,0,0,1,0,0,10,2015-07-15,2015-09-03
2015-W29,0,0,0,0,0,0,0,0,0,1,0,0,2,2015-07-22,2015-09-03
2015-W30,0,0,0,0,0,0,0,0,0,0,0,1,2,2015-07-29,2015-09-03
