Date,district,0.025,0.5,0.975,bin_from,maxdate
2015-08-06,BO,1,4,9,2015-W31,2015-09-10
2015-08-06,BOMBALI,1,4,9,2015-W31,2015-09-10
2015-08-06,BONTHE,1,4,9,2015-W31,2015-09-10
2015-08-06,KAILAHUN,1,4,8,2015-W31,2015-09-10
2015-08-06,KAMBIA,0,3,6,2015-W31,2015-09-10
2015-08-06,KENEMA,1,4,8,2015-W31,2015-09-10
2015-08-06,KOINADUGU,1,4,8,2015-W31,2015-09-10
2015-08-06,KONO,1,4,9,2015-W31,2015-09-10
2015-08-06,MOYAMBA,1,4,9,2015-W31,2015-09-10
2015-08-06,PORT.LOKO,0,2,6,2015-W31,2015-09-10
2015-08-06,PUJEHUN,1,4,9,2015-W31,2015-09-10
2015-08-06,TONKOLILI,10,17,24,2015-W31,2015-09-10
2015-08-06,WESTERN,0,4,8,2015-W31,2015-09-10
2015-08-13,BO,0,1,4,2015-W31,2015-09-10
2015-08-13,BOMBALI,0,1,4,2015-W31,2015-09-10
2015-08-13,BONTHE,0,1,4,2015-W31,2015-09-10
2015-08-13,KAILAHUN,0,1,4,2015-W31,2015-09-10
2015-08-13,KAMBIA,0,1,3,2015-W31,2015-09-10
2015-08-13,KENEMA,0,1,4,2015-W31,2015-09-10
2015-08-13,KOINADUGU,0,1,4,2015-W31,2015-09-10
2015-08-13,KONO,0,1,4,2015-W31,2015-09-10
2015-08-13,MOYAMBA,0,1,4,2015-W31,2015-09-10
2015-08-13,PORT.LOKO,0,1,3,2015-W31,2015-09-10
2015-08-13,PUJEHUN,0,1,4,2015-W31,2015-09-10
2015-08-13,TONKOLILI,3,6,11,2015-W31,2015-09-10
2015-08-13,WESTERN,0,1,4,2015-W31,2015-09-10
2015-08-20,BO,0,3,7,2015-W31,2015-09-10
2015-08-20,BOMBALI,0,3,7,2015-W31,2015-09-10
2015-08-20,BONTHE,0,3,7,2015-W31,2015-09-10
2015-08-20,KAILAHUN,0,3,7,2015-W31,2015-09-10
2015-08-20,KAMBIA,0,2,6,2015-W31,2015-09-10
2015-08-20,KENEMA,0,3,7,2015-W31,2015-09-10
2015-08-20,KOINADUGU,0,3,7,2015-W31,2015-09-10
2015-08-20,KONO,0,3,7,2015-W31,2015-09-10
2015-08-20,MOYAMBA,0,3,7,2015-W31,2015-09-10
2015-08-20,PORT.LOKO,0,2,5,2015-W31,2015-09-10
2015-08-20,PUJEHUN,0,3,7,2015-W31,2015-09-10
2015-08-20,TONKOLILI,6,12,18,2015-W31,2015-09-10
2015-08-20,WESTERN,0,3,6,2015-W31,2015-09-10
2015-08-27,BO,1,4,9,2015-W31,2015-09-10
2015-08-27,BOMBALI,1,4,9,2015-W31,2015-09-10
2015-08-27,BONTHE,1,4,9,2015-W31,2015-09-10
2015-08-27,KAILAHUN,1,4,9,2015-W31,2015-09-10
2015-08-27,KAMBIA,0,3,7,2015-W31,2015-09-10
2015-08-27,KENEMA,1,4,8.024999999999977,2015-W31,2015-09-10
2015-08-27,KOINADUGU,1,4,9,2015-W31,2015-09-10
2015-08-27,KONO,1,4,9,2015-W31,2015-09-10
2015-08-27,MOYAMBA,1,4,9,2015-W31,2015-09-10
2015-08-27,PORT.LOKO,0,3,6.024999999999977,2015-W31,2015-09-10
2015-08-27,PUJEHUN,1,4,9,2015-W31,2015-09-10
2015-08-27,TONKOLILI,11,18,25,2015-W31,2015-09-10
2015-08-27,WESTERN,1,4,8,2015-W31,2015-09-10
2015-09-03,BO,1,5,9,2015-W31,2015-09-10
2015-09-03,BOMBALI,1,5,10,2015-W31,2015-09-10
2015-09-03,BONTHE,1,5,9,2015-W31,2015-09-10
2015-09-03,KAILAHUN,1,5,10,2015-W31,2015-09-10
2015-09-03,KAMBIA,0,3,8,2015-W31,2015-09-10
2015-09-03,KENEMA,1,5,9,2015-W31,2015-09-10
2015-09-03,KOINADUGU,1,5,9,2015-W31,2015-09-10
2015-09-03,KONO,1,5,10,2015-W31,2015-09-10
2015-09-03,MOYAMBA,1,5,10,2015-W31,2015-09-10
2015-09-03,PORT.LOKO,0,3,6,2015-W31,2015-09-10
2015-09-03,PUJEHUN,1,5,9,2015-W31,2015-09-10
2015-09-03,TONKOLILI,12,20,27,2015-W31,2015-09-10
2015-09-03,WESTERN,1,4,8,2015-W31,2015-09-10
2015-09-10,BO,1,5,9,2015-W31,2015-09-10
2015-09-10,BOMBALI,1,5,9,2015-W31,2015-09-10
2015-09-10,BONTHE,1,5,9,2015-W31,2015-09-10
2015-09-10,KAILAHUN,1,5,9.024999999999977,2015-W31,2015-09-10
2015-09-10,KAMBIA,0,3,7,2015-W31,2015-09-10
2015-09-10,KENEMA,1,5,9,2015-W31,2015-09-10
2015-09-10,KOINADUGU,1,5,9,2015-W31,2015-09-10
2015-09-10,KONO,1,5,9,2015-W31,2015-09-10
2015-09-10,MOYAMBA,1,5,9,2015-W31,2015-09-10
2015-09-10,PORT.LOKO,0,3,7,2015-W31,2015-09-10
2015-09-10,PUJEHUN,1,5,9,2015-W31,2015-09-10
2015-09-10,TONKOLILI,12,19,26,2015-W31,2015-09-10
2015-09-10,WESTERN,1,4,9,2015-W31,2015-09-10
