Date,district,0.025,0.5,0.975,bin_from,maxdate
2015-09-10,BO,1,5,10,2015-W36,2015-10-15
2015-09-10,BOMBALI,1,5,10,2015-W36,2015-10-15
2015-09-10,BONTHE,1,5,10.024999999999977,2015-W36,2015-10-15
2015-09-10,KAILAHUN,1,5,10,2015-W36,2015-10-15
2015-09-10,KAMBIA,9,16,23,2015-W36,2015-10-15
2015-09-10,KENEMA,1,5,10,2015-W36,2015-10-15
2015-09-10,KOINADUGU,1,5,10,2015-W36,2015-10-15
2015-09-10,KONO,1,5,10,2015-W36,2015-10-15
2015-09-10,MOYAMBA,1,5,10,2015-W36,2015-10-15
2015-09-10,PORT.LOKO,1,5,10,2015-W36,2015-10-15
2015-09-10,PUJEHUN,1,5,10,2015-W36,2015-10-15
2015-09-10,TONKOLILI,0,2,5,2015-W36,2015-10-15
2015-09-10,WESTERN,0,2,5,2015-W36,2015-10-15
2015-09-17,BO,1,5,9,2015-W36,2015-10-15
2015-09-17,BOMBALI,1,5,10,2015-W36,2015-10-15
2015-09-17,BONTHE,1,5,10,2015-W36,2015-10-15
2015-09-17,KAILAHUN,1,5,9,2015-W36,2015-10-15
2015-09-17,KAMBIA,8,15,22,2015-W36,2015-10-15
2015-09-17,KENEMA,1,5,10,2015-W36,2015-10-15
2015-09-17,KOINADUGU,1,5,9,2015-W36,2015-10-15
2015-09-17,KONO,1,5,9,2015-W36,2015-10-15
2015-09-17,MOYAMBA,1,5,10,2015-W36,2015-10-15
2015-09-17,PORT.LOKO,1,5,9,2015-W36,2015-10-15
2015-09-17,PUJEHUN,1,5,9,2015-W36,2015-10-15
2015-09-17,TONKOLILI,0,2,5,2015-W36,2015-10-15
2015-09-17,WESTERN,0,2,5,2015-W36,2015-10-15
2015-09-24,BO,2,6,11.024999999999977,2015-W36,2015-10-15
2015-09-24,BOMBALI,2,6,11.024999999999977,2015-W36,2015-10-15
2015-09-24,BONTHE,2,6,11,2015-W36,2015-10-15
2015-09-24,KAILAHUN,2,6,11,2015-W36,2015-10-15
2015-09-24,KAMBIA,12,19,27,2015-W36,2015-10-15
2015-09-24,KENEMA,2,6,11,2015-W36,2015-10-15
2015-09-24,KOINADUGU,2,6,12,2015-W36,2015-10-15
2015-09-24,KONO,2,6,12,2015-W36,2015-10-15
2015-09-24,MOYAMBA,2,6,11,2015-W36,2015-10-15
2015-09-24,PORT.LOKO,2,6,12,2015-W36,2015-10-15
2015-09-24,PUJEHUN,2,6,12,2015-W36,2015-10-15
2015-09-24,TONKOLILI,0,2,6,2015-W36,2015-10-15
2015-09-24,WESTERN,0,2,6,2015-W36,2015-10-15
2015-10-01,BO,0,2,6,2015-W36,2015-10-15
2015-10-01,BOMBALI,0,2,6,2015-W36,2015-10-15
2015-10-01,BONTHE,0,2,6,2015-W36,2015-10-15
2015-10-01,KAILAHUN,0,2,6,2015-W36,2015-10-15
2015-10-01,KAMBIA,3,7,12,2015-W36,2015-10-15
2015-10-01,KENEMA,0,2,6,2015-W36,2015-10-15
2015-10-01,KOINADUGU,0,2,6,2015-W36,2015-10-15
2015-10-01,KONO,0,2,6,2015-W36,2015-10-15
2015-10-01,MOYAMBA,0,2,5,2015-W36,2015-10-15
2015-10-01,PORT.LOKO,0,2,5,2015-W36,2015-10-15
2015-10-01,PUJEHUN,0,2,6,2015-W36,2015-10-15
2015-10-01,TONKOLILI,0,1,3,2015-W36,2015-10-15
2015-10-01,WESTERN,0,1,3,2015-W36,2015-10-15
2015-10-08,BO,0,3,6,2015-W36,2015-10-15
2015-10-08,BOMBALI,0,3,6,2015-W36,2015-10-15
2015-10-08,BONTHE,0,3,6,2015-W36,2015-10-15
2015-10-08,KAILAHUN,0,2,6,2015-W36,2015-10-15
2015-10-08,KAMBIA,3,8,13,2015-W36,2015-10-15
2015-10-08,KENEMA,0,3,6,2015-W36,2015-10-15
2015-10-08,KOINADUGU,0,3,6,2015-W36,2015-10-15
2015-10-08,KONO,0,3,6,2015-W36,2015-10-15
2015-10-08,MOYAMBA,0,3,6,2015-W36,2015-10-15
2015-10-08,PORT.LOKO,0,3,6,2015-W36,2015-10-15
2015-10-08,PUJEHUN,0,3,6,2015-W36,2015-10-15
2015-10-08,TONKOLILI,0,1,4,2015-W36,2015-10-15
2015-10-08,WESTERN,0,1,3,2015-W36,2015-10-15
2015-10-15,BO,0,1,4,2015-W36,2015-10-15
2015-10-15,BOMBALI,0,1,4,2015-W36,2015-10-15
2015-10-15,BONTHE,0,1,4,2015-W36,2015-10-15
2015-10-15,KAILAHUN,0,1,4,2015-W36,2015-10-15
2015-10-15,KAMBIA,1,4,8,2015-W36,2015-10-15
2015-10-15,KENEMA,0,1,4,2015-W36,2015-10-15
2015-10-15,KOINADUGU,0,1,4,2015-W36,2015-10-15
2015-10-15,KONO,0,1,4,2015-W36,2015-10-15
2015-10-15,MOYAMBA,0,1,4,2015-W36,2015-10-15
2015-10-15,PORT.LOKO,0,1,4,2015-W36,2015-10-15
2015-10-15,PUJEHUN,0,1,4,2015-W36,2015-10-15
2015-10-15,TONKOLILI,0,0,2,2015-W36,2015-10-15
2015-10-15,WESTERN,0,0,2,2015-W36,2015-10-15
