Date,district,0.025,0.5,0.975,bin_from,maxdate
2015-01-15,BO,8,14,22,2015-W02,2015-02-19
2015-01-15,BOMBALI,7,14,21,2015-W02,2015-02-19
2015-01-15,BONTHE,9,16,24,2015-W02,2015-02-19
2015-01-15,KAILAHUN,7,13,21,2015-W02,2015-02-19
2015-01-15,KAMBIA,13,20,29,2015-W02,2015-02-19
2015-01-15,KENEMA,15,22,32,2015-W02,2015-02-19
2015-01-15,KOINADUGU,12,20,28.024999999999977,2015-W02,2015-02-19
2015-01-15,KONO,14,22,31,2015-W02,2015-02-19
2015-01-15,MOYAMBA,13,22,30,2015-W02,2015-02-19
2015-01-15,PORT.LOKO,11,18,27,2015-W02,2015-02-19
2015-01-15,PUJEHUN,0,0,0,2015-W02,2015-02-19
2015-01-15,TONKOLILI,9,15,24,2015-W02,2015-02-19
2015-01-15,WESTERN,11,18,27,2015-W02,2015-02-19
2015-01-22,BO,6,12,20,2015-W02,2015-02-19
2015-01-22,BOMBALI,6,11,18,2015-W02,2015-02-19
2015-01-22,BONTHE,7,13,21,2015-W02,2015-02-19
2015-01-22,KAILAHUN,6,11,18,2015-W02,2015-02-19
2015-01-22,KAMBIA,10,17,25,2015-W02,2015-02-19
2015-01-22,KENEMA,11,18,27,2015-W02,2015-02-19
2015-01-22,KOINADUGU,9,16,24,2015-W02,2015-02-19
2015-01-22,KONO,11,18,26,2015-W02,2015-02-19
2015-01-22,MOYAMBA,11,18,26,2015-W02,2015-02-19
2015-01-22,PORT.LOKO,8,15,23,2015-W02,2015-02-19
2015-01-22,PUJEHUN,0,0,0,2015-W02,2015-02-19
2015-01-22,TONKOLILI,6,13,20,2015-W02,2015-02-19
2015-01-22,WESTERN,8,14,22,2015-W02,2015-02-19
2015-01-29,BO,8,15,23,2015-W02,2015-02-19
2015-01-29,BOMBALI,7,14,22,2015-W02,2015-02-19
2015-01-29,BONTHE,9,16,24,2015-W02,2015-02-19
2015-01-29,KAILAHUN,7,14,21,2015-W02,2015-02-19
2015-01-29,KAMBIA,13,21,30,2015-W02,2015-02-19
2015-01-29,KENEMA,14,23,34,2015-W02,2015-02-19
2015-01-29,KOINADUGU,12,20,29.024999999999977,2015-W02,2015-02-19
2015-01-29,KONO,14,23,32,2015-W02,2015-02-19
2015-01-29,MOYAMBA,14,22,32,2015-W02,2015-02-19
2015-01-29,PORT.LOKO,12,19,27.024999999999977,2015-W02,2015-02-19
2015-01-29,PUJEHUN,0,0,0,2015-W02,2015-02-19
2015-01-29,TONKOLILI,8.975000000000001,16,24,2015-W02,2015-02-19
2015-01-29,WESTERN,11,18,27,2015-W02,2015-02-19
2015-02-05,BO,7,14,21,2015-W02,2015-02-19
2015-02-05,BOMBALI,7,13,20,2015-W02,2015-02-19
2015-02-05,BONTHE,8,15,22,2015-W02,2015-02-19
2015-02-05,KAILAHUN,6,13,20,2015-W02,2015-02-19
2015-02-05,KAMBIA,11,19,28,2015-W02,2015-02-19
2015-02-05,KENEMA,13,21,30,2015-W02,2015-02-19
2015-02-05,KOINADUGU,11,18,26,2015-W02,2015-02-19
2015-02-05,KONO,13,21,29,2015-W02,2015-02-19
2015-02-05,MOYAMBA,13,20,29,2015-W02,2015-02-19
2015-02-05,PORT.LOKO,10,17,26,2015-W02,2015-02-19
2015-02-05,PUJEHUN,0,0,0,2015-W02,2015-02-19
2015-02-05,TONKOLILI,8,15,22,2015-W02,2015-02-19
2015-02-05,WESTERN,10,17,25,2015-W02,2015-02-19
2015-02-12,BO,5,11,17,2015-W02,2015-02-19
2015-02-12,BOMBALI,5,10,17,2015-W02,2015-02-19
2015-02-12,BONTHE,5,12,19,2015-W02,2015-02-19
2015-02-12,KAILAHUN,5,10,16,2015-W02,2015-02-19
2015-02-12,KAMBIA,8,15,23,2015-W02,2015-02-19
2015-02-12,KENEMA,9.975000000000001,17,25.024999999999977,2015-W02,2015-02-19
2015-02-12,KOINADUGU,8,14,22,2015-W02,2015-02-19
2015-02-12,KONO,9,16,24,2015-W02,2015-02-19
2015-02-12,MOYAMBA,9,16,24,2015-W02,2015-02-19
2015-02-12,PORT.LOKO,7,13,21,2015-W02,2015-02-19
2015-02-12,PUJEHUN,0,0,0,2015-W02,2015-02-19
2015-02-12,TONKOLILI,5,11,18,2015-W02,2015-02-19
2015-02-12,WESTERN,7,13,21,2015-W02,2015-02-19
2015-02-19,BO,5,10,17,2015-W02,2015-02-19
2015-02-19,BOMBALI,5,10,16,2015-W02,2015-02-19
2015-02-19,BONTHE,6,12,19,2015-W02,2015-02-19
2015-02-19,KAILAHUN,4,10,16,2015-W02,2015-02-19
2015-02-19,KAMBIA,7,15,23,2015-W02,2015-02-19
2015-02-19,KENEMA,10,16,24,2015-W02,2015-02-19
2015-02-19,KOINADUGU,8,14,22,2015-W02,2015-02-19
2015-02-19,KONO,9,16,25,2015-W02,2015-02-19
2015-02-19,MOYAMBA,9,16,24,2015-W02,2015-02-19
2015-02-19,PORT.LOKO,7,13,21,2015-W02,2015-02-19
2015-02-19,PUJEHUN,0,0,0,2015-W02,2015-02-19
2015-02-19,TONKOLILI,5.975000000000001,11,18,2015-W02,2015-02-19
2015-02-19,WESTERN,7,13,20,2015-W02,2015-02-19
