Date,district,0.025,0.5,0.975,bin_from,maxdate
2015-10-01,BO,0,2,6,2015-W39,2015-11-05
2015-10-01,BOMBALI,0,3,7,2015-W39,2015-11-05
2015-10-01,BONTHE,0,2,6,2015-W39,2015-11-05
2015-10-01,KAILAHUN,0,2,6,2015-W39,2015-11-05
2015-10-01,KAMBIA,0,3,6,2015-W39,2015-11-05
2015-10-01,KENEMA,0,2,6,2015-W39,2015-11-05
2015-10-01,KOINADUGU,0,2,6,2015-W39,2015-11-05
2015-10-01,KONO,0,2,6,2015-W39,2015-11-05
2015-10-01,MOYAMBA,0,2,6,2015-W39,2015-11-05
2015-10-01,PORT.LOKO,0,2,6,2015-W39,2015-11-05
2015-10-01,PUJEHUN,0,2,6,2015-W39,2015-11-05
2015-10-01,TONKOLILI,0,2,6,2015-W39,2015-11-05
2015-10-01,WESTERN,0,2,6,2015-W39,2015-11-05
2015-10-08,BO,0,3,6,2015-W39,2015-11-05
2015-10-08,BOMBALI,0,4,8,2015-W39,2015-11-05
2015-10-08,BONTHE,0,3,6,2015-W39,2015-11-05
2015-10-08,KAILAHUN,0,3,6,2015-W39,2015-11-05
2015-10-08,KAMBIA,0,3,7,2015-W39,2015-11-05
2015-10-08,KENEMA,0,3,6,2015-W39,2015-11-05
2015-10-08,KOINADUGU,0,3,6,2015-W39,2015-11-05
2015-10-08,KONO,0,3,6,2015-W39,2015-11-05
2015-10-08,MOYAMBA,0,3,6,2015-W39,2015-11-05
2015-10-08,PORT.LOKO,0,3,6,2015-W39,2015-11-05
2015-10-08,PUJEHUN,0,3,6,2015-W39,2015-11-05
2015-10-08,TONKOLILI,0,3,6,2015-W39,2015-11-05
2015-10-08,WESTERN,0,3,6,2015-W39,2015-11-05
2015-10-15,BO,0,1,4,2015-W39,2015-11-05
2015-10-15,BOMBALI,0,2,5,2015-W39,2015-11-05
2015-10-15,BONTHE,0,1,4,2015-W39,2015-11-05
2015-10-15,KAILAHUN,0,1,4,2015-W39,2015-11-05
2015-10-15,KAMBIA,0,1,4,2015-W39,2015-11-05
2015-10-15,KENEMA,0,1,4,2015-W39,2015-11-05
2015-10-15,KOINADUGU,0,1,4,2015-W39,2015-11-05
2015-10-15,KONO,0,1,4,2015-W39,2015-11-05
2015-10-15,MOYAMBA,0,1,4,2015-W39,2015-11-05
2015-10-15,PORT.LOKO,0,1,4,2015-W39,2015-11-05
2015-10-15,PUJEHUN,0,1,4,2015-W39,2015-11-05
2015-10-15,TONKOLILI,0,1,4,2015-W39,2015-11-05
2015-10-15,WESTERN,0,1,4,2015-W39,2015-11-05
2015-10-22,BO,1,4,8,2015-W39,2015-11-05
2015-10-22,BOMBALI,2,6,10,2015-W39,2015-11-05
2015-10-22,BONTHE,1,4,9,2015-W39,2015-11-05
2015-10-22,KAILAHUN,1,4,9,2015-W39,2015-11-05
2015-10-22,KAMBIA,2,5,10,2015-W39,2015-11-05
2015-10-22,KENEMA,1,4,8.024999999999977,2015-W39,2015-11-05
2015-10-22,KOINADUGU,1,4,9,2015-W39,2015-11-05
2015-10-22,KONO,1,4,8.024999999999977,2015-W39,2015-11-05
2015-10-22,MOYAMBA,1,4,8.024999999999977,2015-W39,2015-11-05
2015-10-22,PORT.LOKO,1,4,9,2015-W39,2015-11-05
2015-10-22,PUJEHUN,1,4,9,2015-W39,2015-11-05
2015-10-22,TONKOLILI,1,4,8,2015-W39,2015-11-05
2015-10-22,WESTERN,1,4,9,2015-W39,2015-11-05
2015-10-29,BO,0,2,5,2015-W39,2015-11-05
2015-10-29,BOMBALI,0,3,6,2015-W39,2015-11-05
2015-10-29,BONTHE,0,2,5,2015-W39,2015-11-05
2015-10-29,KAILAHUN,0,2,5,2015-W39,2015-11-05
2015-10-29,KAMBIA,0,2,6,2015-W39,2015-11-05
2015-10-29,KENEMA,0,2,5,2015-W39,2015-11-05
2015-10-29,KOINADUGU,0,2,5,2015-W39,2015-11-05
2015-10-29,KONO,0,2,5,2015-W39,2015-11-05
2015-10-29,MOYAMBA,0,2,5,2015-W39,2015-11-05
2015-10-29,PORT.LOKO,0,2,5,2015-W39,2015-11-05
2015-10-29,PUJEHUN,0,2,5,2015-W39,2015-11-05
2015-10-29,TONKOLILI,0,2,5,2015-W39,2015-11-05
2015-10-29,WESTERN,0,2,5,2015-W39,2015-11-05
2015-11-05,BO,0,2,5.024999999999977,2015-W39,2015-11-05
2015-11-05,BOMBALI,0,3,7,2015-W39,2015-11-05
2015-11-05,BONTHE,0,2,6,2015-W39,2015-11-05
2015-11-05,KAILAHUN,0,2,6,2015-W39,2015-11-05
2015-11-05,KAMBIA,0,3,6,2015-W39,2015-11-05
2015-11-05,KENEMA,0,2,6,2015-W39,2015-11-05
2015-11-05,KOINADUGU,0,2,6,2015-W39,2015-11-05
2015-11-05,KONO,0,2,6,2015-W39,2015-11-05
2015-11-05,MOYAMBA,0,2,6,2015-W39,2015-11-05
2015-11-05,PORT.LOKO,0,2,5,2015-W39,2015-11-05
2015-11-05,PUJEHUN,0,2,6,2015-W39,2015-11-05
2015-11-05,TONKOLILI,0,2,6,2015-W39,2015-11-05
2015-11-05,WESTERN,0,2,6,2015-W39,2015-11-05
