Date,district,0.025,0.5,0.975,bin_from,maxdate
2015-04-16,BO,3,7,12,2015-W15,2015-05-21
2015-04-16,BOMBALI,0,3,6,2015-W15,2015-05-21
2015-04-16,BONTHE,3,7,12,2015-W15,2015-05-21
2015-04-16,KAILAHUN,2,7,12,2015-W15,2015-05-21
2015-04-16,KAMBIA,2,6,11,2015-W15,2015-05-21
2015-04-16,KENEMA,3,7,12,2015-W15,2015-05-21
2015-04-16,KOINADUGU,1,4,9,2015-W15,2015-05-21
2015-04-16,KONO,0,0,0,2015-W15,2015-05-21
2015-04-16,MOYAMBA,3,7,13,2015-W15,2015-05-21
2015-04-16,PORT.LOKO,1,5,9,2015-W15,2015-05-21
2015-04-16,PUJEHUN,2,7,12,2015-W15,2015-05-21
2015-04-16,TONKOLILI,0,0,0,2015-W15,2015-05-21
2015-04-16,WESTERN,1,5,10,2015-W15,2015-05-21
2015-04-23,BO,5,11,17,2015-W15,2015-05-21
2015-04-23,BOMBALI,1,5,9,2015-W15,2015-05-21
2015-04-23,BONTHE,5,11,18,2015-W15,2015-05-21
2015-04-23,KAILAHUN,5,11,17,2015-W15,2015-05-21
2015-04-23,KAMBIA,5,10,17,2015-W15,2015-05-21
2015-04-23,KENEMA,6,11,17,2015-W15,2015-05-21
2015-04-23,KOINADUGU,3,7,12,2015-W15,2015-05-21
2015-04-23,KONO,0,0,0,2015-W15,2015-05-21
2015-04-23,MOYAMBA,5,11,17,2015-W15,2015-05-21
2015-04-23,PORT.LOKO,3,7,13,2015-W15,2015-05-21
2015-04-23,PUJEHUN,5,11,18,2015-W15,2015-05-21
2015-04-23,TONKOLILI,0,0,0,2015-W15,2015-05-21
2015-04-23,WESTERN,3,8,14,2015-W15,2015-05-21
2015-04-30,BO,3,7,13,2015-W15,2015-05-21
2015-04-30,BOMBALI,0,3,7,2015-W15,2015-05-21
2015-04-30,BONTHE,3,7,13,2015-W15,2015-05-21
2015-04-30,KAILAHUN,3,7,12,2015-W15,2015-05-21
2015-04-30,KAMBIA,2,7,12,2015-W15,2015-05-21
2015-04-30,KENEMA,3,7,13,2015-W15,2015-05-21
2015-04-30,KOINADUGU,1,4,8,2015-W15,2015-05-21
2015-04-30,KONO,0,0,0,2015-W15,2015-05-21
2015-04-30,MOYAMBA,3,7,13,2015-W15,2015-05-21
2015-04-30,PORT.LOKO,1,5,10,2015-W15,2015-05-21
2015-04-30,PUJEHUN,3,7,12,2015-W15,2015-05-21
2015-04-30,TONKOLILI,0,0,0,2015-W15,2015-05-21
2015-04-30,WESTERN,1.9750000000000014,5,10,2015-W15,2015-05-21
2015-05-07,BO,4,9,15,2015-W15,2015-05-21
2015-05-07,BOMBALI,1,4,8,2015-W15,2015-05-21
2015-05-07,BONTHE,4,8,15,2015-W15,2015-05-21
2015-05-07,KAILAHUN,4,9,15,2015-W15,2015-05-21
2015-05-07,KAMBIA,3,8,14,2015-W15,2015-05-21
2015-05-07,KENEMA,4,9,15,2015-W15,2015-05-21
2015-05-07,KOINADUGU,1,5,11,2015-W15,2015-05-21
2015-05-07,KONO,0,0,0,2015-W15,2015-05-21
2015-05-07,MOYAMBA,4,9,15,2015-W15,2015-05-21
2015-05-07,PORT.LOKO,2,6,11,2015-W15,2015-05-21
2015-05-07,PUJEHUN,4,9,15,2015-W15,2015-05-21
2015-05-07,TONKOLILI,0,0,0,2015-W15,2015-05-21
2015-05-07,WESTERN,2,6,11,2015-W15,2015-05-21
2015-05-14,BO,6,12,18,2015-W15,2015-05-21
2015-05-14,BOMBALI,1,5,9.024999999999977,2015-W15,2015-05-21
2015-05-14,BONTHE,6,11,18,2015-W15,2015-05-21
2015-05-14,KAILAHUN,6,11,19,2015-W15,2015-05-21
2015-05-14,KAMBIA,5,10,17,2015-W15,2015-05-21
2015-05-14,KENEMA,6,11,19,2015-W15,2015-05-21
2015-05-14,KOINADUGU,3,7,12,2015-W15,2015-05-21
2015-05-14,KONO,0,0,0,2015-W15,2015-05-21
2015-05-14,MOYAMBA,6,11,18.024999999999977,2015-W15,2015-05-21
2015-05-14,PORT.LOKO,3,8,14,2015-W15,2015-05-21
2015-05-14,PUJEHUN,6,12,19,2015-W15,2015-05-21
2015-05-14,TONKOLILI,0,0,0,2015-W15,2015-05-21
2015-05-14,WESTERN,3,8,14,2015-W15,2015-05-21
2015-05-21,BO,3,8,13,2015-W15,2015-05-21
2015-05-21,BOMBALI,0,3,7,2015-W15,2015-05-21
2015-05-21,BONTHE,3,8,13,2015-W15,2015-05-21
2015-05-21,KAILAHUN,3,8,14,2015-W15,2015-05-21
2015-05-21,KAMBIA,3,7,12,2015-W15,2015-05-21
2015-05-21,KENEMA,3,8,14,2015-W15,2015-05-21
2015-05-21,KOINADUGU,1,5,9,2015-W15,2015-05-21
2015-05-21,KONO,0,0,0,2015-W15,2015-05-21
2015-05-21,MOYAMBA,3,8,13.024999999999977,2015-W15,2015-05-21
2015-05-21,PORT.LOKO,1,5,10,2015-W15,2015-05-21
2015-05-21,PUJEHUN,3,8,14,2015-W15,2015-05-21
2015-05-21,TONKOLILI,0,0,0,2015-W15,2015-05-21
2015-05-21,WESTERN,2,6,11,2015-W15,2015-05-21
