Date,district,0.025,0.5,0.975,bin_from,maxdate
2015-07-30,BO,0,0,0,2015-W30,2015-09-03
2015-07-30,BOMBALI,0,0,0,2015-W30,2015-09-03
2015-07-30,BONTHE,0,0,0,2015-W30,2015-09-03
2015-07-30,KAILAHUN,0,0,0,2015-W30,2015-09-03
2015-07-30,KAMBIA,0,0,0,2015-W30,2015-09-03
2015-07-30,KENEMA,0,0,0,2015-W30,2015-09-03
2015-07-30,KOINADUGU,0,0,0,2015-W30,2015-09-03
2015-07-30,KONO,0,0,0,2015-W30,2015-09-03
2015-07-30,MOYAMBA,0,0,0,2015-W30,2015-09-03
2015-07-30,PORT.LOKO,0,0,0,2015-W30,2015-09-03
2015-07-30,PUJEHUN,0,0,0,2015-W30,2015-09-03
2015-07-30,TONKOLILI,116,116,116,2015-W30,2015-09-03
2015-07-30,WESTERN,0,0,0,2015-W30,2015-09-03
2015-08-06,BO,0,0,0,2015-W30,2015-09-03
2015-08-06,BOMBALI,0,0,0,2015-W30,2015-09-03
2015-08-06,BONTHE,0,0,0,2015-W30,2015-09-03
2015-08-06,KAILAHUN,0,0,0,2015-W30,2015-09-03
2015-08-06,KAMBIA,0,0,0,2015-W30,2015-09-03
2015-08-06,KENEMA,0,0,0,2015-W30,2015-09-03
2015-08-06,KOINADUGU,0,0,0,2015-W30,2015-09-03
2015-08-06,KONO,0,0,0,2015-W30,2015-09-03
2015-08-06,MOYAMBA,0,0,0,2015-W30,2015-09-03
2015-08-06,PORT.LOKO,0,0,0,2015-W30,2015-09-03
2015-08-06,PUJEHUN,0,0,0,2015-W30,2015-09-03
2015-08-06,TONKOLILI,64,64,64,2015-W30,2015-09-03
2015-08-06,WESTERN,0,0,0,2015-W30,2015-09-03
2015-08-13,BO,0,0,0,2015-W30,2015-09-03
2015-08-13,BOMBALI,0,0,0,2015-W30,2015-09-03
2015-08-13,BONTHE,0,0,0,2015-W30,2015-09-03
2015-08-13,KAILAHUN,0,0,0,2015-W30,2015-09-03
2015-08-13,KAMBIA,0,0,0,2015-W30,2015-09-03
2015-08-13,KENEMA,0,0,0,2015-W30,2015-09-03
2015-08-13,KOINADUGU,0,0,0,2015-W30,2015-09-03
2015-08-13,KONO,0,0,0,2015-W30,2015-09-03
2015-08-13,MOYAMBA,0,0,0,2015-W30,2015-09-03
2015-08-13,PORT.LOKO,0,0,0,2015-W30,2015-09-03
2015-08-13,PUJEHUN,0,0,0,2015-W30,2015-09-03
2015-08-13,TONKOLILI,24,24,24,2015-W30,2015-09-03
2015-08-13,WESTERN,0,0,0,2015-W30,2015-09-03
2015-08-20,BO,0,0,0,2015-W30,2015-09-03
2015-08-20,BOMBALI,0,0,0,2015-W30,2015-09-03
2015-08-20,BONTHE,0,0,0,2015-W30,2015-09-03
2015-08-20,KAILAHUN,0,0,0,2015-W30,2015-09-03
2015-08-20,KAMBIA,0,0,0,2015-W30,2015-09-03
2015-08-20,KENEMA,0,0,0,2015-W30,2015-09-03
2015-08-20,KOINADUGU,0,0,0,2015-W30,2015-09-03
2015-08-20,KONO,0,0,0,2015-W30,2015-09-03
2015-08-20,MOYAMBA,0,0,0,2015-W30,2015-09-03
2015-08-20,PORT.LOKO,0,0,0,2015-W30,2015-09-03
2015-08-20,PUJEHUN,0,0,0,2015-W30,2015-09-03
2015-08-20,TONKOLILI,47,47,47,2015-W30,2015-09-03
2015-08-20,WESTERN,0,0,0,2015-W30,2015-09-03
2015-08-27,BO,0,0,0,2015-W30,2015-09-03
2015-08-27,BOMBALI,0,0,0,2015-W30,2015-09-03
2015-08-27,BONTHE,0,0,0,2015-W30,2015-09-03
2015-08-27,KAILAHUN,0,0,0,2015-W30,2015-09-03
2015-08-27,KAMBIA,0,0,0,2015-W30,2015-09-03
2015-08-27,KENEMA,0,0,0,2015-W30,2015-09-03
2015-08-27,KOINADUGU,0,0,0,2015-W30,2015-09-03
2015-08-27,KONO,0,0,0,2015-W30,2015-09-03
2015-08-27,MOYAMBA,0,0,0,2015-W30,2015-09-03
2015-08-27,PORT.LOKO,0,0,0,2015-W30,2015-09-03
2015-08-27,PUJEHUN,0,0,0,2015-W30,2015-09-03
2015-08-27,TONKOLILI,68,68,68,2015-W30,2015-09-03
2015-08-27,WESTERN,0,0,0,2015-W30,2015-09-03
2015-09-03,BO,0,0,0,2015-W30,2015-09-03
2015-09-03,BOMBALI,0,0,0,2015-W30,2015-09-03
2015-09-03,BONTHE,0,0,0,2015-W30,2015-09-03
2015-09-03,KAILAHUN,0,0,0,2015-W30,2015-09-03
2015-09-03,KAMBIA,0,0,0,2015-W30,2015-09-03
2015-09-03,KENEMA,0,0,0,2015-W30,2015-09-03
2015-09-03,KOINADUGU,0,0,0,2015-W30,2015-09-03
2015-09-03,KONO,0,0,0,2015-W30,2015-09-03
2015-09-03,MOYAMBA,0,0,0,2015-W30,2015-09-03
2015-09-03,PORT.LOKO,0,0,0,2015-W30,2015-09-03
2015-09-03,PUJEHUN,0,0,0,2015-W30,2015-09-03
2015-09-03,TONKOLILI,74,74,74,2015-W30,2015-09-03
2015-09-03,WESTERN,0,0,0,2015-W30,2015-09-03
