week_of_year,BO,BOMBALI,BONTHE,KAILAHUN,KAMBIA,KENEMA,KOINADUGU,KONO,MOYAMBA,PORT LOKO,PUJEHUN,TONKOLILI,WESTERN,week_of,maxdate
2015-W37,0,1,0,0,4,0,0,0,0,0,0,0,0,2015-09-16,2015-12-03
2015-W38,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-09-23,2015-12-03
2015-W39,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-09-30,2015-12-03
2015-W40,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-10-07,2015-12-03
2015-W41,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-10-14,2015-12-03
2015-W42,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-10-21,2015-12-03
2015-W43,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-10-28,2015-12-03
