Date,district,0.025,0.5,0.975,bin_from,maxdate
2015-05-07,BO,3,7,13,2015-W18,2015-06-11
2015-05-07,BOMBALI,0,2,6,2015-W18,2015-06-11
2015-05-07,BONTHE,3,7,13,2015-W18,2015-06-11
2015-05-07,KAILAHUN,3,8,13,2015-W18,2015-06-11
2015-05-07,KAMBIA,3,7,14,2015-W18,2015-06-11
2015-05-07,KENEMA,3,8,14,2015-W18,2015-06-11
2015-05-07,KOINADUGU,5,10,16,2015-W18,2015-06-11
2015-05-07,KONO,3,7,13,2015-W18,2015-06-11
2015-05-07,MOYAMBA,0,0,0,2015-W18,2015-06-11
2015-05-07,PORT.LOKO,1,4,8,2015-W18,2015-06-11
2015-05-07,PUJEHUN,3,8,13,2015-W18,2015-06-11
2015-05-07,TONKOLILI,3,8,13.024999999999977,2015-W18,2015-06-11
2015-05-07,WESTERN,2,5,10,2015-W18,2015-06-11
2015-05-14,BO,5,10,16,2015-W18,2015-06-11
2015-05-14,BOMBALI,0,3,7,2015-W18,2015-06-11
2015-05-14,BONTHE,5,10,17,2015-W18,2015-06-11
2015-05-14,KAILAHUN,4,10,16,2015-W18,2015-06-11
2015-05-14,KAMBIA,4,10,16,2015-W18,2015-06-11
2015-05-14,KENEMA,4,10,17,2015-W18,2015-06-11
2015-05-14,KOINADUGU,7,13,21,2015-W18,2015-06-11
2015-05-14,KONO,5,10,17,2015-W18,2015-06-11
2015-05-14,MOYAMBA,0,0,0,2015-W18,2015-06-11
2015-05-14,PORT.LOKO,1,5,10,2015-W18,2015-06-11
2015-05-14,PUJEHUN,5,10,17,2015-W18,2015-06-11
2015-05-14,TONKOLILI,4,10,16,2015-W18,2015-06-11
2015-05-14,WESTERN,3,7,13,2015-W18,2015-06-11
2015-05-21,BO,2,7,12,2015-W18,2015-06-11
2015-05-21,BOMBALI,0,2,5,2015-W18,2015-06-11
2015-05-21,BONTHE,2,7,12,2015-W18,2015-06-11
2015-05-21,KAILAHUN,2,7,12,2015-W18,2015-06-11
2015-05-21,KAMBIA,2,7,12.024999999999977,2015-W18,2015-06-11
2015-05-21,KENEMA,3,7,12,2015-W18,2015-06-11
2015-05-21,KOINADUGU,4,9,15,2015-W18,2015-06-11
2015-05-21,KONO,2,7,12,2015-W18,2015-06-11
2015-05-21,MOYAMBA,0,0,0,2015-W18,2015-06-11
2015-05-21,PORT.LOKO,0.9750000000000014,3,7,2015-W18,2015-06-11
2015-05-21,PUJEHUN,2,7,12,2015-W18,2015-06-11
2015-05-21,TONKOLILI,2,6,12,2015-W18,2015-06-11
2015-05-21,WESTERN,1,5,10,2015-W18,2015-06-11
2015-05-28,BO,5,10,18,2015-W18,2015-06-11
2015-05-28,BOMBALI,1,4,8,2015-W18,2015-06-11
2015-05-28,BONTHE,5,11,18,2015-W18,2015-06-11
2015-05-28,KAILAHUN,5,11,17,2015-W18,2015-06-11
2015-05-28,KAMBIA,5,11,17,2015-W18,2015-06-11
2015-05-28,KENEMA,5,11,17,2015-W18,2015-06-11
2015-05-28,KOINADUGU,8,14,21,2015-W18,2015-06-11
2015-05-28,KONO,5,11,18,2015-W18,2015-06-11
2015-05-28,MOYAMBA,0,0,0,2015-W18,2015-06-11
2015-05-28,PORT.LOKO,1,5,11,2015-W18,2015-06-11
2015-05-28,PUJEHUN,5,10,17,2015-W18,2015-06-11
2015-05-28,TONKOLILI,6,11,17,2015-W18,2015-06-11
2015-05-28,WESTERN,3,8,14,2015-W18,2015-06-11
2015-06-04,BO,2.9750000000000014,7,13,2015-W18,2015-06-11
2015-06-04,BOMBALI,0,2,6,2015-W18,2015-06-11
2015-06-04,BONTHE,3,7,12,2015-W18,2015-06-11
2015-06-04,KAILAHUN,3,7,12,2015-W18,2015-06-11
2015-06-04,KAMBIA,3,7,12,2015-W18,2015-06-11
2015-06-04,KENEMA,2,7,12,2015-W18,2015-06-11
2015-06-04,KOINADUGU,4,9,15,2015-W18,2015-06-11
2015-06-04,KONO,2,7,12,2015-W18,2015-06-11
2015-06-04,MOYAMBA,0,0,0,2015-W18,2015-06-11
2015-06-04,PORT.LOKO,0,3,8,2015-W18,2015-06-11
2015-06-04,PUJEHUN,3,7,12.024999999999977,2015-W18,2015-06-11
2015-06-04,TONKOLILI,3,7,12,2015-W18,2015-06-11
2015-06-04,WESTERN,1,5,9,2015-W18,2015-06-11
2015-06-11,BO,2,6,11,2015-W18,2015-06-11
2015-06-11,BOMBALI,0,2,5,2015-W18,2015-06-11
2015-06-11,BONTHE,2,6,11,2015-W18,2015-06-11
2015-06-11,KAILAHUN,2,6,11,2015-W18,2015-06-11
2015-06-11,KAMBIA,2,6,10,2015-W18,2015-06-11
2015-06-11,KENEMA,2,6,11,2015-W18,2015-06-11
2015-06-11,KOINADUGU,3,7,13,2015-W18,2015-06-11
2015-06-11,KONO,2,6,11,2015-W18,2015-06-11
2015-06-11,MOYAMBA,0,0,0,2015-W18,2015-06-11
2015-06-11,PORT.LOKO,0,3,7,2015-W18,2015-06-11
2015-06-11,PUJEHUN,2,6,11,2015-W18,2015-06-11
2015-06-11,TONKOLILI,2,6,11,2015-W18,2015-06-11
2015-06-11,WESTERN,1,4,9,2015-W18,2015-06-11
