week_of_year,BO,BOMBALI,BONTHE,KAILAHUN,KAMBIA,KENEMA,KOINADUGU,KONO,MOYAMBA,PORT LOKO,PUJEHUN,TONKOLILI,WESTERN,week_of,maxdate
2015-W30,0,0,0,0,0,0,0,0,0,0,0,1,2,2015-07-29,2015-10-15
2015-W31,0,0,0,0,0,0,0,0,0,0,0,2,0,2015-08-05,2015-10-15
2015-W32,0,0,0,0,0,0,0,0,0,0,0,0,1,2015-08-12,2015-10-15
2015-W33,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-08-19,2015-10-15
2015-W34,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-08-26,2015-10-15
2015-W35,0,0,0,0,1,0,0,0,0,0,0,0,0,2015-09-02,2015-10-15
2015-W36,0,0,0,0,1,0,0,0,0,0,0,0,0,2015-09-09,2015-10-15
