Date,district,0.025,0.5,0.975,bin_from,maxdate
2015-01-08,BO,8,15,24,2015-W01,2015-02-12
2015-01-08,BOMBALI,8,15,23,2015-W01,2015-02-12
2015-01-08,BONTHE,12,19,28,2015-W01,2015-02-12
2015-01-08,KAILAHUN,7,14,21,2015-W01,2015-02-12
2015-01-08,KAMBIA,11,18,26,2015-W01,2015-02-12
2015-01-08,KENEMA,13,21,30,2015-W01,2015-02-12
2015-01-08,KOINADUGU,12,20,29,2015-W01,2015-02-12
2015-01-08,KONO,14,23,32,2015-W01,2015-02-12
2015-01-08,MOYAMBA,12,20,29,2015-W01,2015-02-12
2015-01-08,PORT.LOKO,11,18,27,2015-W01,2015-02-12
2015-01-08,PUJEHUN,1,5,9.024999999999977,2015-W01,2015-02-12
2015-01-08,TONKOLILI,7,14,22,2015-W01,2015-02-12
2015-01-08,WESTERN,11,18,26,2015-W01,2015-02-12
2015-01-15,BO,8,15,23,2015-W01,2015-02-12
2015-01-15,BOMBALI,8,15,23,2015-W01,2015-02-12
2015-01-15,BONTHE,11,19,28,2015-W01,2015-02-12
2015-01-15,KAILAHUN,7,13,20,2015-W01,2015-02-12
2015-01-15,KAMBIA,10,18,26,2015-W01,2015-02-12
2015-01-15,KENEMA,12,21,29,2015-W01,2015-02-12
2015-01-15,KOINADUGU,12,19,28,2015-W01,2015-02-12
2015-01-15,KONO,13,22,31,2015-W01,2015-02-12
2015-01-15,MOYAMBA,11,19,27,2015-W01,2015-02-12
2015-01-15,PORT.LOKO,10,18,26,2015-W01,2015-02-12
2015-01-15,PUJEHUN,1,5,9,2015-W01,2015-02-12
2015-01-15,TONKOLILI,8,15,22,2015-W01,2015-02-12
2015-01-15,WESTERN,10,18,26,2015-W01,2015-02-12
2015-01-22,BO,6,12,19,2015-W01,2015-02-12
2015-01-22,BOMBALI,6,12,19,2015-W01,2015-02-12
2015-01-22,BONTHE,9,16,24,2015-W01,2015-02-12
2015-01-22,KAILAHUN,5,11,17,2015-W01,2015-02-12
2015-01-22,KAMBIA,8,14,22,2015-W01,2015-02-12
2015-01-22,KENEMA,9,17,25,2015-W01,2015-02-12
2015-01-22,KOINADUGU,9,16,24,2015-W01,2015-02-12
2015-01-22,KONO,11,18,26.024999999999977,2015-W01,2015-02-12
2015-01-22,MOYAMBA,8,16,24,2015-W01,2015-02-12
2015-01-22,PORT.LOKO,8,15,22,2015-W01,2015-02-12
2015-01-22,PUJEHUN,1,4,8,2015-W01,2015-02-12
2015-01-22,TONKOLILI,6,12,19,2015-W01,2015-02-12
2015-01-22,WESTERN,8,15,23,2015-W01,2015-02-12
2015-01-29,BO,8,15,23,2015-W01,2015-02-12
2015-01-29,BOMBALI,8,15,23,2015-W01,2015-02-12
2015-01-29,BONTHE,12,19.5,28,2015-W01,2015-02-12
2015-01-29,KAILAHUN,7,13,21,2015-W01,2015-02-12
2015-01-29,KAMBIA,11,18,26,2015-W01,2015-02-12
2015-01-29,KENEMA,13,21,30,2015-W01,2015-02-12
2015-01-29,KOINADUGU,12,20,29,2015-W01,2015-02-12
2015-01-29,KONO,14.975000000000001,23,32,2015-W01,2015-02-12
2015-01-29,MOYAMBA,12,20,29,2015-W01,2015-02-12
2015-01-29,PORT.LOKO,11,18,27,2015-W01,2015-02-12
2015-01-29,PUJEHUN,1,5,9,2015-W01,2015-02-12
2015-01-29,TONKOLILI,7.975000000000001,15,22,2015-W01,2015-02-12
2015-01-29,WESTERN,11,18,27,2015-W01,2015-02-12
2015-02-05,BO,7,14,22,2015-W01,2015-02-12
2015-02-05,BOMBALI,8,13,21,2015-W01,2015-02-12
2015-02-05,BONTHE,11,18,27,2015-W01,2015-02-12
2015-02-05,KAILAHUN,6.975000000000001,12,19,2015-W01,2015-02-12
2015-02-05,KAMBIA,9,17,25,2015-W01,2015-02-12
2015-02-05,KENEMA,11.975000000000001,19,28,2015-W01,2015-02-12
2015-02-05,KOINADUGU,11,18,27,2015-W01,2015-02-12
2015-02-05,KONO,13,21,30,2015-W01,2015-02-12
2015-02-05,MOYAMBA,11,18,26,2015-W01,2015-02-12
2015-02-05,PORT.LOKO,9.975000000000001,17,25,2015-W01,2015-02-12
2015-02-05,PUJEHUN,1,4,9,2015-W01,2015-02-12
2015-02-05,TONKOLILI,7,13,21,2015-W01,2015-02-12
2015-02-05,WESTERN,10,17,25,2015-W01,2015-02-12
2015-02-12,BO,6,11,18,2015-W01,2015-02-12
2015-02-12,BOMBALI,5,11,17,2015-W01,2015-02-12
2015-02-12,BONTHE,8,14,21,2015-W01,2015-02-12
2015-02-12,KAILAHUN,4,9,16.024999999999977,2015-W01,2015-02-12
2015-02-12,KAMBIA,7,13,20,2015-W01,2015-02-12
2015-02-12,KENEMA,8,15,23,2015-W01,2015-02-12
2015-02-12,KOINADUGU,8,14,21,2015-W01,2015-02-12
2015-02-12,KONO,9,16,24,2015-W01,2015-02-12
2015-02-12,MOYAMBA,7,14,22,2015-W01,2015-02-12
2015-02-12,PORT.LOKO,7,13,20,2015-W01,2015-02-12
2015-02-12,PUJEHUN,0.9750000000000014,3,8,2015-W01,2015-02-12
2015-02-12,TONKOLILI,5,10,17,2015-W01,2015-02-12
2015-02-12,WESTERN,7,13,20,2015-W01,2015-02-12
