Date,district,0.025,0.5,0.975,bin_from,maxdate
2015-04-30,BO,2,6,11.024999999999977,2015-W17,2015-06-04
2015-04-30,BOMBALI,0,2,5,2015-W17,2015-06-04
2015-04-30,BONTHE,2,6,11,2015-W17,2015-06-04
2015-04-30,KAILAHUN,2,6,12,2015-W17,2015-06-04
2015-04-30,KAMBIA,2,6,12,2015-W17,2015-06-04
2015-04-30,KENEMA,2,6,12,2015-W17,2015-06-04
2015-04-30,KOINADUGU,1,4,9,2015-W17,2015-06-04
2015-04-30,KONO,2,6,12,2015-W17,2015-06-04
2015-04-30,MOYAMBA,0,3,7,2015-W17,2015-06-04
2015-04-30,PORT.LOKO,1,3,7,2015-W17,2015-06-04
2015-04-30,PUJEHUN,2,6,12,2015-W17,2015-06-04
2015-04-30,TONKOLILI,2,6,12,2015-W17,2015-06-04
2015-04-30,WESTERN,1,4,8,2015-W17,2015-06-04
2015-05-07,BO,3,8,14,2015-W17,2015-06-04
2015-05-07,BOMBALI,0,2,5,2015-W17,2015-06-04
2015-05-07,BONTHE,3,8,13,2015-W17,2015-06-04
2015-05-07,KAILAHUN,3,8,13,2015-W17,2015-06-04
2015-05-07,KAMBIA,3,8,14,2015-W17,2015-06-04
2015-05-07,KENEMA,3,8,13,2015-W17,2015-06-04
2015-05-07,KOINADUGU,1,5,10,2015-W17,2015-06-04
2015-05-07,KONO,3,7.5,14,2015-W17,2015-06-04
2015-05-07,MOYAMBA,1,4,8,2015-W17,2015-06-04
2015-05-07,PORT.LOKO,1,4,8,2015-W17,2015-06-04
2015-05-07,PUJEHUN,3,8,13,2015-W17,2015-06-04
2015-05-07,TONKOLILI,3,8,13,2015-W17,2015-06-04
2015-05-07,WESTERN,1,5,10,2015-W17,2015-06-04
2015-05-14,BO,5,10,16,2015-W17,2015-06-04
2015-05-14,BOMBALI,0,3,6,2015-W17,2015-06-04
2015-05-14,BONTHE,5,10,16,2015-W17,2015-06-04
2015-05-14,KAILAHUN,4,10,17,2015-W17,2015-06-04
2015-05-14,KAMBIA,5,10,17,2015-W17,2015-06-04
2015-05-14,KENEMA,5,10,16,2015-W17,2015-06-04
2015-05-14,KOINADUGU,2,7,12,2015-W17,2015-06-04
2015-05-14,KONO,4,10,17,2015-W17,2015-06-04
2015-05-14,MOYAMBA,1,5,10,2015-W17,2015-06-04
2015-05-14,PORT.LOKO,2,6,10,2015-W17,2015-06-04
2015-05-14,PUJEHUN,5,10,16,2015-W17,2015-06-04
2015-05-14,TONKOLILI,5,10,17,2015-W17,2015-06-04
2015-05-14,WESTERN,2,6,12,2015-W17,2015-06-04
2015-05-21,BO,3,7,12,2015-W17,2015-06-04
2015-05-21,BOMBALI,0,2,5,2015-W17,2015-06-04
2015-05-21,BONTHE,3,7,12,2015-W17,2015-06-04
2015-05-21,KAILAHUN,3,7,12,2015-W17,2015-06-04
2015-05-21,KAMBIA,2,7,12,2015-W17,2015-06-04
2015-05-21,KENEMA,2,7,12,2015-W17,2015-06-04
2015-05-21,KOINADUGU,1,5,10,2015-W17,2015-06-04
2015-05-21,KONO,3,7,12,2015-W17,2015-06-04
2015-05-21,MOYAMBA,0,3,7,2015-W17,2015-06-04
2015-05-21,PORT.LOKO,1,4,8,2015-W17,2015-06-04
2015-05-21,PUJEHUN,2,7,12,2015-W17,2015-06-04
2015-05-21,TONKOLILI,2,7,12,2015-W17,2015-06-04
2015-05-21,WESTERN,1,4,9,2015-W17,2015-06-04
2015-05-28,BO,6,11,18,2015-W17,2015-06-04
2015-05-28,BOMBALI,0,3,7,2015-W17,2015-06-04
2015-05-28,BONTHE,5,11,18,2015-W17,2015-06-04
2015-05-28,KAILAHUN,5,11,17,2015-W17,2015-06-04
2015-05-28,KAMBIA,5,11,17,2015-W17,2015-06-04
2015-05-28,KENEMA,5,11,17,2015-W17,2015-06-04
2015-05-28,KOINADUGU,3,7,13,2015-W17,2015-06-04
2015-05-28,KONO,6,11,17,2015-W17,2015-06-04
2015-05-28,MOYAMBA,2,5,10,2015-W17,2015-06-04
2015-05-28,PORT.LOKO,2,6,11,2015-W17,2015-06-04
2015-05-28,PUJEHUN,5,11,18,2015-W17,2015-06-04
2015-05-28,TONKOLILI,5,11,17.024999999999977,2015-W17,2015-06-04
2015-05-28,WESTERN,3,7,12,2015-W17,2015-06-04
2015-06-04,BO,3,7,12,2015-W17,2015-06-04
2015-06-04,BOMBALI,0,2,5,2015-W17,2015-06-04
2015-06-04,BONTHE,2.9750000000000014,7,13,2015-W17,2015-06-04
2015-06-04,KAILAHUN,3,7,13,2015-W17,2015-06-04
2015-06-04,KAMBIA,3,7,13,2015-W17,2015-06-04
2015-06-04,KENEMA,3,7,12,2015-W17,2015-06-04
2015-06-04,KOINADUGU,1,5,10,2015-W17,2015-06-04
2015-06-04,KONO,3,7,12,2015-W17,2015-06-04
2015-06-04,MOYAMBA,1,4,8,2015-W17,2015-06-04
2015-06-04,PORT.LOKO,1,4,8,2015-W17,2015-06-04
2015-06-04,PUJEHUN,2.9750000000000014,7,12,2015-W17,2015-06-04
2015-06-04,TONKOLILI,3,7,12,2015-W17,2015-06-04
2015-06-04,WESTERN,1,5,9,2015-W17,2015-06-04
