Date,district,0.025,0.5,0.975,bin_from,maxdate
2015-04-23,BO,4,9,15.024999999999977,2015-W16,2015-05-28
2015-04-23,BOMBALI,1,4,8,2015-W16,2015-05-28
2015-04-23,BONTHE,4,9,15,2015-W16,2015-05-28
2015-04-23,KAILAHUN,4,9,16,2015-W16,2015-05-28
2015-04-23,KAMBIA,3,8,14,2015-W16,2015-05-28
2015-04-23,KENEMA,4,9,15,2015-W16,2015-05-28
2015-04-23,KOINADUGU,3.9750000000000014,8,14,2015-W16,2015-05-28
2015-04-23,KONO,4,9,15,2015-W16,2015-05-28
2015-04-23,MOYAMBA,2,7,13,2015-W16,2015-05-28
2015-04-23,PORT.LOKO,2,6,11,2015-W16,2015-05-28
2015-04-23,PUJEHUN,4,9,15,2015-W16,2015-05-28
2015-04-23,TONKOLILI,4,9,15,2015-W16,2015-05-28
2015-04-23,WESTERN,2,6,12,2015-W16,2015-05-28
2015-04-30,BO,2,6,11,2015-W16,2015-05-28
2015-04-30,BOMBALI,0,3,6,2015-W16,2015-05-28
2015-04-30,BONTHE,2,6,11,2015-W16,2015-05-28
2015-04-30,KAILAHUN,2,6,11,2015-W16,2015-05-28
2015-04-30,KAMBIA,2,5,10,2015-W16,2015-05-28
2015-04-30,KENEMA,2,6,11,2015-W16,2015-05-28
2015-04-30,KOINADUGU,2,5,10,2015-W16,2015-05-28
2015-04-30,KONO,2,6,11,2015-W16,2015-05-28
2015-04-30,MOYAMBA,1,5,9,2015-W16,2015-05-28
2015-04-30,PORT.LOKO,1,4,8,2015-W16,2015-05-28
2015-04-30,PUJEHUN,2,6,11,2015-W16,2015-05-28
2015-04-30,TONKOLILI,2,6,11,2015-W16,2015-05-28
2015-04-30,WESTERN,1,4,8,2015-W16,2015-05-28
2015-05-07,BO,3,7,13,2015-W16,2015-05-28
2015-05-07,BOMBALI,0,3,8,2015-W16,2015-05-28
2015-05-07,BONTHE,2,7,13,2015-W16,2015-05-28
2015-05-07,KAILAHUN,3,7,13,2015-W16,2015-05-28
2015-05-07,KAMBIA,2,6,12,2015-W16,2015-05-28
2015-05-07,KENEMA,3,7,13,2015-W16,2015-05-28
2015-05-07,KOINADUGU,2.9750000000000014,7,12,2015-W16,2015-05-28
2015-05-07,KONO,3,7,13,2015-W16,2015-05-28
2015-05-07,MOYAMBA,1,5,10,2015-W16,2015-05-28
2015-05-07,PORT.LOKO,1,5,9,2015-W16,2015-05-28
2015-05-07,PUJEHUN,3,7,13,2015-W16,2015-05-28
2015-05-07,TONKOLILI,3,7,13,2015-W16,2015-05-28
2015-05-07,WESTERN,1,5,10,2015-W16,2015-05-28
2015-05-14,BO,4,10,16,2015-W16,2015-05-28
2015-05-14,BOMBALI,1,4,9,2015-W16,2015-05-28
2015-05-14,BONTHE,4,9,15,2015-W16,2015-05-28
2015-05-14,KAILAHUN,4,9,16,2015-W16,2015-05-28
2015-05-14,KAMBIA,4,9,15,2015-W16,2015-05-28
2015-05-14,KENEMA,4,9,16,2015-W16,2015-05-28
2015-05-14,KOINADUGU,4,9,15,2015-W16,2015-05-28
2015-05-14,KONO,4,9,16,2015-W16,2015-05-28
2015-05-14,MOYAMBA,3,7,13,2015-W16,2015-05-28
2015-05-14,PORT.LOKO,2,6,11,2015-W16,2015-05-28
2015-05-14,PUJEHUN,4,9,15.024999999999977,2015-W16,2015-05-28
2015-05-14,TONKOLILI,4,10,16,2015-W16,2015-05-28
2015-05-14,WESTERN,2,7,12,2015-W16,2015-05-28
2015-05-21,BO,2,6,12,2015-W16,2015-05-28
2015-05-21,BOMBALI,0,3,7,2015-W16,2015-05-28
2015-05-21,BONTHE,2,6,11,2015-W16,2015-05-28
2015-05-21,KAILAHUN,2,6,11,2015-W16,2015-05-28
2015-05-21,KAMBIA,2,6,11,2015-W16,2015-05-28
2015-05-21,KENEMA,2,6,11,2015-W16,2015-05-28
2015-05-21,KOINADUGU,2,6,11,2015-W16,2015-05-28
2015-05-21,KONO,2,6,12,2015-W16,2015-05-28
2015-05-21,MOYAMBA,1,5,10,2015-W16,2015-05-28
2015-05-21,PORT.LOKO,1,4,8,2015-W16,2015-05-28
2015-05-21,PUJEHUN,2,6,11,2015-W16,2015-05-28
2015-05-21,TONKOLILI,2,6,12,2015-W16,2015-05-28
2015-05-21,WESTERN,1,4.5,9,2015-W16,2015-05-28
2015-05-28,BO,4,10,16.024999999999977,2015-W16,2015-05-28
2015-05-28,BOMBALI,1,4,9,2015-W16,2015-05-28
2015-05-28,BONTHE,5,10,17,2015-W16,2015-05-28
2015-05-28,KAILAHUN,5,10,17,2015-W16,2015-05-28
2015-05-28,KAMBIA,4,9,15,2015-W16,2015-05-28
2015-05-28,KENEMA,5,10,16.024999999999977,2015-W16,2015-05-28
2015-05-28,KOINADUGU,4,9,15.024999999999977,2015-W16,2015-05-28
2015-05-28,KONO,5,10,17,2015-W16,2015-05-28
2015-05-28,MOYAMBA,3,8,14,2015-W16,2015-05-28
2015-05-28,PORT.LOKO,2,7,12,2015-W16,2015-05-28
2015-05-28,PUJEHUN,5,10,17,2015-W16,2015-05-28
2015-05-28,TONKOLILI,5,10,16,2015-W16,2015-05-28
2015-05-28,WESTERN,2,7,12,2015-W16,2015-05-28
