,x
1,0.0205624506947266
2,0.0291705550237812
3,0.00161189254976056
4,3.73689184618646e-05
5,0.00403138151721545
6,0.000164668239947031
7,0.00382175931826888
8,0.166811035086451
9,0.00274203148982678
10,3.5429773140907e-05
11,0
12,0
13,0.00937134972361019
14,0.0105470493873459
15,0.0130997390461047
16,0.00807511583550442
17,0.00951856342605923
18,0.0203161336932226
19,0.0181148913033792
20,0.0704127402193512
21,0.0380148484293221
22,0.0780406389135686
23,0.00903369770763571
24,0.000858326603738869
25,0.0133273396994473
26,0.00532896501595004
27,0.000796498756377358
28,0.0119951056752197
29,0.00804610004503534
30,0.00108127762114296
31,0.104942138742356
32,1.05834521086333
33,0.0238131885387701
34,0.000144459574700294
35,0.000349193604592653
36,0
37,0.00190167861890712
38,0.00635392892599158
39,0.278717329491587
40,7.17899036656292e-08
41,0.0136730660165554
42,0.0726317540049171
43,0.666525868298565
44,0.0519606482858445
45,0.0336407936177612
46,0.0946931360517971
47,0.00569118055589602
48,7.92507577394471e-06
49,5.7741203845679
50,0.000470214865965869
51,0.00212759972012846
52,0.217288636193771
53,0.57468376654009
54,0.878749241855965
55,4.00663967273006e-07
56,0.00258278531865614
57,0.000846761534457089
58,0.0154147562992844
59,0.132528416755565
60,0.000565436788838198
61,0.00687220342926025
62,0.00852496254753363
63,2.50149193744944
64,0.0709191752022057
65,0.503751955754305
66,0.0911569128706833
67,0.00523389225827309
68,0.00147959615085749
69,0.10113067592842
70,0.00164398850515573
71,0.0788381705403426
72,0.00714552419229045
73,0.000557927700571922
74,6.45766917560999e-06
75,0.115670486868225
76,8.64241115098434e-05
77,3.77980169153475e-05
78,0.00239035563177515
79,0.126734365402098
80,0.00446797014841856
81,0.000113760892755692
82,0.0498611933393334
83,6.44204100757719e-05
84,0.0320689342392433
85,0.0400644296229093
86,0.00648912892144325
87,0.00509625335796825
88,0.00101366173140528
89,0.0128474686200628
90,0.0135887122972005
91,0.000130554230642589
92,0.310899095820425
93,0.00613092163351757
94,7.54205260690733e-05
95,0.0358045902634714
96,0.00300628330512348
97,0
98,0.244980004288144
99,0.005944108087892
100,2.1260765341928
101,0.0137181427890412
102,0.0749914934541312
103,0.000153101604999678
104,0.594175036027602
105,0
106,0.0103215902275496
107,0.063952328973222
108,0.0275319229325815
109,0.000737728901978776
110,0.00778457976960503
111,0.0965678086143726
112,0.350534859322561
113,0.00017611559110272
114,0.00843002435946726
115,0.071632385489163
116,0.0120653584761218
117,0.0358516685746278
118,0.00362447785722287
119,0.00580428874649652
120,2.97364353247431e-05
121,0.00560976560248171
122,0.0265898949030411
123,0.00211343364459895
124,0.00279494665049904
125,0.00708777604125098
126,0.0106644905297233
127,0.00820509189091618
128,0.0174703839631601
129,6.22439647568484e-05
130,0.00930440242929578
131,0.00165737825137315
132,0.00380946561069047
133,0.00098450536182547
134,0.00264469618884395
135,0.000261325785271882
136,0.00361390899319216
137,0.0817492933126685
138,3.16007333298315e-05
139,0.00419503301388576
140,0.014658761616335
141,5.94197744707373e-05
142,1.33118571898248
143,1.14915483424526e-05
144,0.00267124049857753
145,0.0400585103972258
146,0.000570196272415376
147,0.0237139776006948
148,0.00083251663867286
149,0.00187079331238681
150,2.50781498813241e-05
151,0.0186565444009345
152,0.0110518809174972
153,0.000593267963894107
154,0.0391353197568813
155,0.000698971498242703
156,0.0140756714685262
157,0.0101124630249355
158,0.000129341636597083
159,0.00240580098746391
160,0.000141640149410284
161,0.0301840778949867
162,1.18836195687713e-06
163,0.313565736632817
164,0.193080812199132
165,9.93462155484581e-07
166,0.0302225328851972
167,0.00781818194108732
168,0.0158940974060957
169,4.61163110616772e-06
170,0.00281645936175369
171,0.00205874593289
172,0.120470744025615
173,0.306626223417291
174,8.84506632627228e-08
175,0.417767180243864
176,0.0384305701140704
177,6.79168868043225e-06
178,0.00270497543773499
179,0.0547756914486316
180,0.670414597593553
181,0.0138086335158215
182,0.0261008751530336
183,0.0380990246591209
184,0.00463013393653375
185,0.000294928268462881
186,0.00155758171757205
187,0.000451315196388436
188,0.0267300905712645
189,0.113064150321832
190,0.0112349542758571
191,0.0236382387809188
192,0.032689485423377
193,0.0471178138234159
194,0.00183950750430415
195,0
196,1.4301948273599e-05
197,2.74942474741954e-06
198,0.000254934346720393
199,0.0166159774538104
200,0.155343109590957
201,4.90680429660548e-05
202,0.007281118776297
203,2.76463268276198e-05
204,0.00965098544651024
205,0.0118422351387319
206,0.000246863119905175
207,0.0206428996459092
208,0.00731779731528622
209,0.00291771159147248
210,0.013998664022298
211,0.00114736595570376
212,0.00458898796593901
213,4.42359026336056e-05
214,0.0163793049086755
215,0.00441177911486456
216,0.014444796305411
217,0.0131283421740462
218,0.0263314451910336
219,0.00541067046394431
220,3.67172975517581e-07
221,0.00382503310355863
222,0.000402382055889195
223,7.00090785942427e-05
224,0.139679716047138
225,0.0170190885912195
226,0.0860643860770499
227,3.04315126219513e-06
228,0.0103117612676211
229,0.037942199392359
230,0.0314706247208944
231,0.0562936271871902
232,1.36834374540041e-08
233,0.0118845297712211
234,2.85538219928535
235,0.0194712826710636
236,0
237,0.0104111118954413
238,26.7965844668514
239,0.00373782976788674
240,0.015626950605805
241,0.0361416161769354
242,0.000126487737237926
243,6.00344330894243e-06
244,0.00014059798226825
245,1.93765378435719e-05
246,0.000365598211144256
247,0
248,0.00246765017272842
249,0.000315057361158237
250,0.0198743503722696
251,0.0445078128464581
252,0.012396076422543
253,0.0118966688454846
254,14.1805701434277
255,0.00303784404868103
256,0.0420857626423334
257,5.22809643095255
258,0.0830874209149429
259,64.701891163616
260,6.04804463732349
261,19.55219605029
262,0.00742304089372766
263,0
264,0
265,0.0190349117672765
266,5.55301854962287
267,12.663509937263
268,95.1094981462494
269,10.1533775665135
270,12.6346434072633
271,6.04785330211026
272,0.00452422170276392
273,11.0666543945628
274,980.967808606194
275,14.3331664276864
276,9.49256435316452
277,0.0638178054075261
278,6.50153059245599
279,0.00148882435101915
280,20.9960687378279
281,0.0517461715456883
282,0.0131599057230231
283,1.51316318410049
284,36.9245540179481
285,0.0582744175316114
286,0.42081722117083
287,4.69679437282224
288,0
289,1.14538134179993
290,4.63940652110705
291,10.4945560471165
292,0.000206714648220097
293,9.87044204796432
294,2.11371011013065
295,2252.61700018387
296,11.0495756799506
297,16.722731842679
298,51.4368534317241
299,3.09121968311214
300,0.00114070287609463
301,7.54679673275853
302,0.671939636699136
303,0.182073853264174
304,0.760141331548525
305,2.14101386384285
306,0.0250525507773728
307,0.00113240150142114
308,0.0088514870619383
309,2.60073626530118
310,16.9821680056186
311,103.395664707649
312,1.84013249286404
313,0.0128037299122835
314,7.53490906570086
315,2.06452527446234
316,39.1506653489161
317,2.26502347521203
318,228.069286403262
319,15.2587641077897
320,0.276980984955775
321,38.4285091640513
322,2.38303637229947
323,183.94286063156
324,9.59245699080705
325,0.165799857160748
326,0.000420284297774668
327,69.4816823222608
328,0.0395730524311993
329,0.03148738398519
330,1.0563836131722
331,61.4562833621411
332,30.624112630748
333,0.0516953913597884
334,13.8932243173456
335,0.02109510459574
336,5.15791655847398
337,0.078655059253112
338,0.826886767947277
339,0.692791670056034
340,0.46388352775936
341,20.8950863189657
342,0.0208576706221932
343,0.0228170438297074
344,2.42679298355727
345,0.0522217613518895
346,0.0836100278379992
347,0.135080491700286
348,11.0960644112944
349,0
350,1.44314297808759
351,7.25832865599307
352,1.96520968578648
353,17.0582189448565
354,224.581867977421
355,0.0683324524762674
356,9850.45199182766
357,0
358,4.23647434262945
359,987.807262079766
360,203.36236619084
361,0.230198839605497
362,25.5901429233579
363,78.6596438376476
364,0.542855127621768
365,0.081289242655672
366,30.137316918908
367,103.702323866261
368,188.311805608969
369,57.0185096496437
370,215.888880489007
371,26.209417773823
372,0.0116905830549326
373,0.00981260528519385
374,57.5147610262334
375,20.4523116353534
376,15.7685366035422
377,24.9466428511177
378,1.77901740084309
379,10.7281553915404
380,0.0326779051847501
381,0.0480387115187039
382,67.1327320524673
383,0.919640964861495
384,5.54092475276654
385,0.657107511777269
386,3.71396721184069
387,0.98828321155785
388,0.00662479300489909
389,22.9355980070685
390,0.0215644535881896
391,8.83087936063951
392,18.8795068754799
393,0.368182349403726
394,20.674840848662
395,0.00496719253046257
396,4.02128824631181
397,8.82494080611951
398,0.531589692501742
399,186.171601401504
400,1.03678311054706
401,8.23554631811069
402,0.0272268441612903
403,18.8407657949227
404,1.69088359162892
405,0.00107736257629727
406,0.074525239784361
407,1.10631093226625
408,13.5452649543164
409,40.8623859902068
410,0.19044572571671
411,1.10438660511654
412,0.0564500768443267
413,12.8509803927809
414,0.000425339406416517
415,122.72067642881
416,0.945718157295084
417,0.000198033320090238
418,18.9535598641954
419,6.35302442325966
420,378.472430379122
421,0.00218469293082586
422,0.740385552545298
423,40.5953629270638
424,24772.1235055196
425,0.577371765792116
426,4.89628760268584e-06
427,3.97995823763274
428,91.7098266443215
429,0.0103192766851709
430,2.52308179061916
431,63.9457520069089
432,0.746584938114654
433,32.2243065086926
434,7.63566962036348
435,1.0034043982018
436,15.2997485027098
437,0.030747851892005
438,18.0611724864419
439,0.66905766334214
440,47.8372351870147
441,875.872023823732
442,12.5157486947204
443,96.4952849451932
444,64.0133374314191
445,5.82588964184355
446,6.89401874895485
447,0
448,0.0027092978458035
449,0.00199536289380177
450,0.14004883385781
451,2.46909171067052
452,0.98688856646541
453,0.043208676591009
454,18.6145250770452
455,0.00148223542302099
456,13.0701656719326
457,15.0685409713082
458,0.0954124089320195
459,0.121919615790968
460,10.0469865627759
461,2.88982032572595
462,14.6579948519034
463,0.757071334928787
464,0.00839088341432357
465,0.121456431782268
466,63.6450364548914
467,0.00923964123538764
468,11.27427946923
469,4.08153714101424
470,146.928997211426
471,1331.28566172191
472,8.42257457436451e-05
473,155.121020285364
474,0.685054489193998
475,0.0162529352665326
476,0.2391613567858
477,12.7788670856566
478,272.668724205351
479,0.000983117058137072
480,29.5455410453127
481,55.8828201162676
482,42.6967432113965
483,92.620266033778
484,4.75812655797214e-06
485,0.461105889710271
486,77.0004008096121
487,2023.9186210549
488,0
489,0.0178611201738933
490,5.36214666022855
491,0.00555169098370951
492,0.0198046091327107
493,155.024176432238
494,0.0511384731143703
495,0.00150516367181344
496,0.0305446420036087
497,0.0603110694819296
498,3.4580956047382
499,0
500,3.38456068157579
501,0.951400665689108
502,77.273231172187
503,26.5048426404725
504,11.0266204889934
505,8.97427017207796
506,0.0042035261296438
507,0.010617375735504
508,2.25626552823673
509,0.0584543154949801
510,4.04255673089546
511,17.4934719149691
512,1.86656821759905
513,0.00357426233622607
514,0
515,0
516,0.0272873840799324
517,3.14995411842995
518,5.13204654462481
519,5.37965827582595
520,80.4296607811886
521,5.95087407180888
522,44.2878360461505
523,0.00659291542606054
524,48.7471517741551
525,51.6421897569887
526,5.01011485347422
527,0.934854277397777
528,0.0664019521713232
529,2.57596406717649
530,0.00207784601638486
531,4.56613166458985
532,0.0543773992398318
533,0.0133918768549368
534,3.51242277617515
535,122.496302695036
536,0.092672005308084
537,0.0845239270753055
538,0.213961937709229
539,0
540,14.9532421503912
541,43.7481223268411
542,7.48466745523859
543,7.09292920201764e-05
544,4.89592722526319
545,5.36554402162275
546,245.390353272004
547,63.7519332538593
548,176.338536816507
549,4326.00400083534
550,252.806293469286
551,0.00072806130761394
552,11.5950289306651
553,1.79715267743729
554,0.462399622287678
555,0.953679211722893
556,2.30279650990297
557,0.0362635345214607
558,0.000352961368447416
559,0.00976991769946182
560,0.709901196257773
561,5.91164047454419
562,42.9625310032179
563,1.20944906193633
564,0.0190937912466181
565,2.51179934224933
566,2.62873586168094
567,35.3673875142529
568,3.61566009989809
569,94.8121581497222
570,10.5256039790993
571,0.470348642826637
572,32.5423381756729
573,0.511288179194598
574,213.798487738676
575,2.07838126483928
576,0.0773603218302062
577,0.00122061777669118
578,37.0120716654012
579,0.0156633911239765
580,0.00813132835826566
581,23.5865628694809
582,30.8107241692641
583,2.86105961877712
584,0.0293048630044831
585,96.4105838822662
586,0.022339593448294
587,20.4411908319633
588,0.115076976682814
589,2.5468032084
590,2.33211756908679
591,8.22961674572159
592,8.73390746455662
593,0.0329893371615398
594,0.0105758823304704
595,2.57401669397511
596,0.106748066508514
597,0.0186229601866762
598,0.246051057511033
599,1.36248884087524
600,0
601,1.58804240759872
602,2.75493347239127
603,2.4337860397629
604,5.94922988705846
605,61.5458170517539
606,0.0336305144359112
607,421.19979758068
608,0
609,2.20957549227922
610,50.1496080362032
611,24.2828356743748
612,0.0993080076532417
613,7.42607521336752
614,41.6528191817307
615,0.645556030222427
616,0.0462188350857651
617,8.06380343829335
618,16.3489703860382
619,5.32559984065793
620,158.298374765746
621,1.96995962554455
622,3.71510360353584
623,0.00369732258853082
624,0.0138733149655381
625,7.41986493894092
626,2.11782288026463
627,1.68453895269278
628,6.2461839869246
629,8.86048334886488
630,7.00921573808797
631,0.0502473917133397
632,0.0229689881504016
633,9.72185344994436
634,7.93444385222039
635,1.33867728379239
636,0.311473351292218
637,0.871940673831551
638,0.120138539538473
639,0.00919027504944358
640,28.0882717808283
641,0.0125714927564331
642,2.0698322414236
643,44.7409387820515
644,0.0730470987767012
645,18.2952037595234
646,0.00142641392151996
647,1.51253062352691
648,33.3556385114417
649,0.368969139813004
650,15.4683653192748
651,0.438901488115842
652,0.616606550771544
653,0.00595737850253329
654,101.33122088539
655,4.68014558047385
656,0.00154800244263196
657,0.113157493363243
658,1.49380211304136
659,98.8937849770771
660,7.77144675391374
661,0.451685230726469
662,70.5382256901248
663,0.0268636988151559
664,53.729900957516
665,0.000234232716586902
666,903.685161655584
667,1.1004398537619
668,0.000106297587755023
669,8.54877794222309
670,1.98485354455445
671,10.632121374717
672,0.000693237878335506
673,0.518030705994068
674,2.19328657852618
675,87.2480262765571
676,0.77656243068984
677,5.65835093092811e-06
678,7.61171316572711
679,16.2568758332907
680,0.00234460034153512
681,0.792530453597714
682,20.128061863106
683,0.994774952045933
684,3.90035862930614
685,7.05660776699001
686,2.80431522921618
687,4.5220241151384
688,0.0214795210962848
689,1.72883732242832
690,1.01280165200442
691,13.5225737062998
692,43.0691120123371
693,85.8829323819654
694,30.9865719542203
695,79.3721506413362
696,16.7231244883324
697,1.4225970107859
698,0
699,0.0361485503282383
700,0.000468044157283198
701,0.0503639678587938
702,10.3240296207383
703,1.09220313561429
704,0.0216574366020473
705,19.7746568900959
706,0.00113289778469463
707,4.76491234772634
708,49.8737914525732
709,1.82263071349174
710,0.235347934747379
711,3.11776590121773
712,1.23430674584983
713,3.99082931453989
714,5.79417671052872
715,0.0116489448612697
716,0.0960606342145378
717,13.6665723700733
718,0.0107966817773536
719,47.5907089380635
720,28.3402954386447
721,17.3667871752846
722,3.36315824164341
723,3.52201617099043e-05
724,2.63254504366417
725,0.209836003164635
726,0.00863285663941649
727,0.390419656183479
728,10.0757967023526
729,60.0803739072624
730,0.000371015228449778
731,3.98134982869183
732,177.398620605444
733,168.963513455374
734,24.8302077220199
735,1.20047407172222e-06
736,1.37811803548369
737,54.8526105995487
738,11.2286156609296
739,0
740,0.0278218158282167
741,8.12735775785501
742,0.00751646932522349
743,0.0271243021053315
744,20.4928389913748
