Country,Date,incid
Guinea,2014-07-19,2
Guinea,2014-07-20,2
Guinea,2014-07-21,5
Guinea,2014-07-22,2
Guinea,2014-07-23,7
Guinea,2014-07-24,2
Guinea,2014-07-25,2
Guinea,2014-07-26,0
Guinea,2014-07-27,2
Guinea,2014-07-28,2
Guinea,2014-07-29,1
Guinea,2014-07-30,3
Guinea,2014-07-31,2
Guinea,2014-08-01,8
Guinea,2014-08-02,6
Guinea,2014-08-03,5
Guinea,2014-08-04,1
Guinea,2014-08-05,6
Guinea,2014-08-06,2
Guinea,2014-08-07,6
Guinea,2014-08-08,3
Guinea,2014-08-09,2
Guinea,2014-08-10,10
Guinea,2014-08-11,6
Guinea,2014-08-12,18
Guinea,2014-08-13,11
Guinea,2014-08-14,10
Guinea,2014-08-15,15
Guinea,2014-08-16,9
Guinea,2014-08-17,7
Guinea,2014-08-18,10
Guinea,2014-08-19,13
Guinea,2014-08-20,32
Guinea,2014-08-21,19
Guinea,2014-08-22,8
Guinea,2014-08-23,12
Guinea,2014-08-24,8
Guinea,2014-08-25,23
Guinea,2014-08-26,19
Guinea,2014-08-27,12
Guinea,2014-08-28,17
Guinea,2014-08-29,10
Guinea,2014-08-30,7
Guinea,2014-08-31,13
Guinea,2014-09-01,28
Guinea,2014-09-02,19
Guinea,2014-09-03,15
Guinea,2014-09-04,12
Guinea,2014-09-05,11
Guinea,2014-09-06,13
Guinea,2014-09-07,11
Guinea,2014-09-08,12
Guinea,2014-09-09,19
Guinea,2014-09-10,16
Guinea,2014-09-11,8
Guinea,2014-09-12,15
Guinea,2014-09-13,10
Guinea,2014-09-14,12
Guinea,2014-09-15,10
Guinea,2014-09-16,16
Guinea,2014-09-17,12
Guinea,2014-09-18,14
Guinea,2014-09-19,13
Guinea,2014-09-20,21
Guinea,2014-09-21,11
Guinea,2014-09-22,15
Guinea,2014-09-23,15
Guinea,2014-09-24,13
Guinea,2014-09-25,15
Guinea,2014-09-26,11
Guinea,2014-09-27,13
Guinea,2014-09-28,16
Guinea,2014-09-29,17
Guinea,2014-09-30,20
Guinea,2014-10-01,30
Guinea,2014-10-02,16
Guinea,2014-10-03,21
Guinea,2014-10-04,23
Guinea,2014-10-05,14
Guinea,2014-10-06,19
Guinea,2014-10-07,12
Guinea,2014-10-08,19
Guinea,2014-10-09,15
Guinea,2014-10-10,21
Guinea,2014-10-11,17
Guinea,2014-10-12,19
Guinea,2014-10-13,17
Guinea,2014-10-14,13
Guinea,2014-10-15,14
Guinea,2014-10-16,9
Guinea,2014-10-17,15
Guinea,2014-10-18,13
Guinea,2014-10-19,12
Guinea,2014-10-20,10
Guinea,2014-10-21,11
Guinea,2014-10-22,16
Guinea,2014-10-23,15
Guinea,2014-10-24,8
Guinea,2014-10-25,8
Guinea,2014-10-26,18
Guinea,2014-10-27,16
Guinea,2014-10-28,14
Guinea,2014-10-29,24
Guinea,2014-10-30,17
Guinea,2014-10-31,27
Guinea,2014-11-01,29
Guinea,2014-11-02,42
Guinea,2014-11-03,26
Guinea,2014-11-04,17
Guinea,2014-11-05,16
Guinea,2014-11-06,7
Guinea,2014-11-07,7
Guinea,2014-11-08,14
Guinea,2014-11-09,15
Guinea,2014-11-10,20
Guinea,2014-11-11,18
Guinea,2014-11-12,15
Guinea,2014-11-13,34
Guinea,2014-11-14,14
Guinea,2014-11-15,18
Guinea,2014-11-16,21
Guinea,2014-11-17,24
Guinea,2014-11-18,27
Guinea,2014-11-19,11
Guinea,2014-11-20,21
Guinea,2014-11-21,10
Guinea,2014-11-22,11
Guinea,2014-11-23,13
Guinea,2014-11-24,8
Guinea,2014-11-25,17
Guinea,2014-11-26,7
Guinea,2014-11-27,14
Guinea,2014-11-28,23
Guinea,2014-11-29,8
Guinea,2014-11-30,17
Guinea,2014-12-01,26
Guinea,2014-12-02,23
Guinea,2014-12-03,26
Guinea,2014-12-04,11
Guinea,2014-12-05,13
Guinea,2014-12-06,14
Guinea,2014-12-07,20
Guinea,2014-12-08,9
Guinea,2014-12-09,13
Guinea,2014-12-10,21
Guinea,2014-12-11,13
Guinea,2014-12-12,32
Guinea,2014-12-13,30
Guinea,2014-12-14,24
Guinea,2014-12-15,22
Guinea,2014-12-16,17
Guinea,2014-12-17,17
Guinea,2014-12-18,31
Guinea,2014-12-19,27
Guinea,2014-12-20,22
Guinea,2014-12-21,14
Guinea,2014-12-22,20
Guinea,2014-12-23,18
Guinea,2014-12-24,8
Guinea,2014-12-25,5
Guinea,2014-12-26,15
Guinea,2014-12-27,14
Guinea,2014-12-28,7
Guinea,2014-12-29,6
Guinea,2014-12-30,10
Guinea,2014-12-31,3
Guinea,2015-01-01,9
Guinea,2015-01-02,6
Guinea,2015-01-03,8
Guinea,2015-01-04,10
Guinea,2015-01-05,10
Guinea,2015-01-06,3
Guinea,2015-01-07,9
Guinea,2015-01-08,5
Guinea,2015-01-09,2
Guinea,2015-01-10,3
Guinea,2015-01-11,2
Guinea,2015-01-12,5
Guinea,2015-01-13,4
Guinea,2015-01-14,3
Guinea,2015-01-15,9
Guinea,2015-01-16,6
Guinea,2015-01-17,9
Guinea,2015-01-18,9
Guinea,2015-01-19,5
Guinea,2015-01-20,8
Guinea,2015-01-21,2
Guinea,2015-01-22,6
Guinea,2015-01-23,7
Guinea,2015-01-24,4
Guinea,2015-01-25,8
Guinea,2015-01-26,5
Guinea,2015-01-27,4
Guinea,2015-01-28,15
Guinea,2015-01-29,11
Guinea,2015-01-30,13
Guinea,2015-01-31,14
Guinea,2015-02-01,10
Guinea,2015-02-02,15
Guinea,2015-02-03,8
Guinea,2015-02-04,12
Guinea,2015-02-05,8
Guinea,2015-02-06,9
Guinea,2015-02-07,4
Guinea,2015-02-08,5
Guinea,2015-02-09,5
Guinea,2015-02-10,5
Guinea,2015-02-11,4
Guinea,2015-02-12,6
Guinea,2015-02-13,10
Guinea,2015-02-14,4
Guinea,2015-02-15,5
Guinea,2015-02-16,7
Guinea,2015-02-17,2
Guinea,2015-02-18,6
Guinea,2015-02-19,7
Guinea,2015-02-20,5
Guinea,2015-02-21,7
Guinea,2015-02-22,8
Guinea,2015-02-23,15
Guinea,2015-02-24,4
Guinea,2015-02-25,9
Guinea,2015-02-26,5
Guinea,2015-02-27,9
Guinea,2015-02-28,12
Guinea,2015-03-01,10
Guinea,2015-03-02,8
Guinea,2015-03-03,5
Guinea,2015-03-04,7
Guinea,2015-03-05,12
Guinea,2015-03-06,6
Guinea,2015-03-07,20
Guinea,2015-03-08,10
Guinea,2015-03-09,17
Guinea,2015-03-10,11
Guinea,2015-03-11,8
Guinea,2015-03-12,11
Guinea,2015-03-13,8
Guinea,2015-03-14,3
Guinea,2015-03-15,12
Guinea,2015-03-16,3
Guinea,2015-03-17,6
Guinea,2015-03-18,9
Guinea,2015-03-19,10
Guinea,2015-03-20,4
Guinea,2015-03-21,7
Guinea,2015-03-22,13
Guinea,2015-03-23,13
Guinea,2015-03-24,4
Guinea,2015-03-25,6
Guinea,2015-03-26,5
Guinea,2015-03-27,5
Guinea,2015-03-28,1
Guinea,2015-03-29,3
Guinea,2015-03-30,5
Guinea,2015-03-31,2
Guinea,2015-04-01,4
Guinea,2015-04-02,1
Guinea,2015-04-03,8
Guinea,2015-04-04,4
Guinea,2015-04-05,1
Guinea,2015-04-06,2
Guinea,2015-04-07,5
Guinea,2015-04-08,2
Guinea,2015-04-09,5
Guinea,2015-04-10,10
Guinea,2015-04-11,2
Guinea,2015-04-12,1
Guinea,2015-04-13,1
Guinea,2015-04-14,0
Guinea,2015-04-15,6
Guinea,2015-04-16,3
Guinea,2015-04-17,3
Guinea,2015-04-18,4
Guinea,2015-04-19,4
Guinea,2015-04-20,1
Guinea,2015-04-21,5
Guinea,2015-04-22,2
Guinea,2015-04-23,1
Guinea,2015-04-24,2
Guinea,2015-04-25,2
Guinea,2015-04-26,0
Guinea,2015-04-27,2
Guinea,2015-04-28,0
Guinea,2015-04-29,0
Guinea,2015-04-30,5
Guinea,2015-05-01,0
Guinea,2015-05-02,0
Guinea,2015-05-03,0
Guinea,2015-05-04,5
Guinea,2015-05-05,1
Guinea,2015-05-06,3
Guinea,2015-05-07,4
Guinea,2015-05-08,3
Guinea,2015-05-09,6
Guinea,2015-05-10,4
Guinea,2015-05-11,3
Guinea,2015-05-12,1
Guinea,2015-05-13,0
Guinea,2015-05-14,3
Guinea,2015-05-15,2
Guinea,2015-05-16,2
Guinea,2015-05-17,0
Guinea,2015-05-18,2
Guinea,2015-05-19,2
Guinea,2015-05-20,0
Guinea,2015-05-21,1
Guinea,2015-05-22,2
Guinea,2015-05-23,3
Guinea,2015-05-24,2
Guinea,2015-05-25,1
Guinea,2015-05-26,1
Guinea,2015-05-27,2
Guinea,2015-05-28,1
Guinea,2015-05-29,0
Guinea,2015-05-30,0
Guinea,2015-05-31,2
Guinea,2015-06-01,3
Guinea,2015-06-02,1
Guinea,2015-06-03,5
Guinea,2015-06-04,3
Guinea,2015-06-05,5
Guinea,2015-06-06,1
Guinea,2015-06-07,0
Guinea,2015-06-08,0
Guinea,2015-06-09,1
Guinea,2015-06-10,5
Guinea,2015-06-11,1
Guinea,2015-06-12,1
Guinea,2015-06-13,2
Guinea,2015-06-14,1
Guinea,2015-06-15,2
Guinea,2015-06-16,8
Guinea,2015-06-17,2
Guinea,2015-06-18,2
Guinea,2015-06-19,3
Guinea,2015-06-20,0
Guinea,2015-06-21,2
Guinea,2015-06-22,2
Guinea,2015-06-23,0
Guinea,2015-06-24,2
Guinea,2015-06-25,1
Guinea,2015-06-26,5
Guinea,2015-06-27,3
Guinea,2015-06-28,2
Guinea,2015-06-29,4
Guinea,2015-06-30,1
Guinea,2015-07-01,4
Guinea,2015-07-02,3
Guinea,2015-07-03,1
Guinea,2015-07-04,0
Guinea,2015-07-05,0
Guinea,2015-07-06,1
Guinea,2015-07-07,2
Guinea,2015-07-08,2
Guinea,2015-07-09,2
Guinea,2015-07-10,4
Guinea,2015-07-11,3
Guinea,2015-07-12,2
Guinea,2015-07-13,3
Guinea,2015-07-14,4
Guinea,2015-07-15,4
Guinea,2015-07-16,1
Guinea,2015-07-17,0
Guinea,2015-07-18,0
Guinea,2015-07-19,1
Guinea,2015-07-20,1
Guinea,2015-07-21,0
Guinea,2015-07-22,0
Guinea,2015-07-23,0
Guinea,2015-07-24,0
Guinea,2015-07-25,1
Guinea,2015-07-26,1
Guinea,2015-07-27,1
Guinea,2015-07-28,0
Guinea,2015-07-29,0
Guinea,2015-07-30,0
Guinea,2015-07-31,1
Guinea,2015-08-01,0
Guinea,2015-08-02,0
Guinea,2015-08-03,0
Guinea,2015-08-04,0
Guinea,2015-08-05,0
Guinea,2015-08-06,0
Guinea,2015-08-07,0
Guinea,2015-08-08,0
Guinea,2015-08-09,0
Guinea,2015-08-10,2
Guinea,2015-08-11,0
Guinea,2015-08-12,2
Guinea,2015-08-13,2
Guinea,2015-08-14,0
Guinea,2015-08-15,0
Guinea,2015-08-16,0
Guinea,2015-08-17,0
Guinea,2015-08-18,0
Guinea,2015-08-19,0
Guinea,2015-08-20,1
Guinea,2015-08-21,1
Guinea,2015-08-22,0
Guinea,2015-08-23,0
Guinea,2015-08-24,0
Guinea,2015-08-25,0
Guinea,2015-08-26,0
Guinea,2015-08-27,1
Guinea,2015-08-28,0
Guinea,2015-08-29,0
Guinea,2015-08-30,0
Guinea,2015-08-31,1
Guinea,2015-09-01,0
Guinea,2015-09-02,0
Guinea,2015-09-03,0
Guinea,2015-09-04,0
Guinea,2015-09-05,0
Guinea,2015-09-06,0
Guinea,2015-09-07,0
Guinea,2015-09-08,0
Guinea,2015-09-09,0
Guinea,2015-09-10,1
Guinea,2015-09-11,0
Guinea,2015-09-12,0
Guinea,2015-09-13,0
Guinea,2015-09-14,0
Guinea,2015-09-15,0
Guinea,2015-09-16,0
Guinea,2015-09-17,0
Guinea,2015-09-18,0
Guinea,2015-09-19,1
Guinea,2015-09-20,0
Guinea,2015-09-21,0
Guinea,2015-09-22,1
Guinea,2015-09-23,3
Guinea,2015-09-24,2
Guinea,2015-09-25,6
Liberia,2014-02-23,1
Liberia,2014-02-24,1
Liberia,2014-02-25,0
Liberia,2014-02-26,0
Liberia,2014-02-27,0
Liberia,2014-02-28,1
Liberia,2014-03-01,1
Liberia,2014-03-02,0
Liberia,2014-03-03,1
Liberia,2014-03-04,0
Liberia,2014-03-05,0
Liberia,2014-03-06,0
Liberia,2014-03-07,0
Liberia,2014-03-08,0
Liberia,2014-03-09,0
Liberia,2014-03-10,0
Liberia,2014-03-11,1
Liberia,2014-03-12,0
Liberia,2014-03-13,1
Liberia,2014-03-14,0
Liberia,2014-03-15,0
Liberia,2014-03-16,0
Liberia,2014-03-17,1
Liberia,2014-03-18,2
Liberia,2014-03-19,0
Liberia,2014-03-20,0
Liberia,2014-03-21,0
Liberia,2014-03-22,0
Liberia,2014-03-23,1
Liberia,2014-03-24,0
Liberia,2014-03-25,1
Liberia,2014-03-26,0
Liberia,2014-03-27,0
Liberia,2014-03-28,3
Liberia,2014-03-29,1
Liberia,2014-03-30,3
Liberia,2014-03-31,1
Liberia,2014-04-01,2
Liberia,2014-04-02,1
Liberia,2014-04-03,0
Liberia,2014-04-04,0
Liberia,2014-04-05,1
Liberia,2014-04-06,2
Liberia,2014-04-07,0
Liberia,2014-04-08,0
Liberia,2014-04-09,1
Liberia,2014-04-10,1
Liberia,2014-04-11,0
Liberia,2014-04-12,0
Liberia,2014-04-13,0
Liberia,2014-04-14,0
Liberia,2014-04-15,0
Liberia,2014-04-16,0
Liberia,2014-04-17,0
Liberia,2014-04-18,0
Liberia,2014-04-19,0
Liberia,2014-04-20,0
Liberia,2014-04-21,0
Liberia,2014-04-22,0
Liberia,2014-04-23,1
Liberia,2014-04-24,0
Liberia,2014-04-25,0
Liberia,2014-04-26,0
Liberia,2014-04-27,0
Liberia,2014-04-28,0
Liberia,2014-04-29,0
Liberia,2014-04-30,0
Liberia,2014-05-01,0
Liberia,2014-05-02,0
Liberia,2014-05-03,0
Liberia,2014-05-04,0
Liberia,2014-05-05,0
Liberia,2014-05-06,0
Liberia,2014-05-07,1
Liberia,2014-05-08,0
Liberia,2014-05-09,0
Liberia,2014-05-10,1
Liberia,2014-05-11,0
Liberia,2014-05-12,0
Liberia,2014-05-13,0
Liberia,2014-05-14,1
Liberia,2014-05-15,2
Liberia,2014-05-16,1
Liberia,2014-05-17,0
Liberia,2014-05-18,0
Liberia,2014-05-19,0
Liberia,2014-05-20,1
Liberia,2014-05-21,0
Liberia,2014-05-22,1
Liberia,2014-05-23,0
Liberia,2014-05-24,1
Liberia,2014-05-25,2
Liberia,2014-05-26,0
Liberia,2014-05-27,0
Liberia,2014-05-28,1
Liberia,2014-05-29,1
Liberia,2014-05-30,0
Liberia,2014-05-31,0
Liberia,2014-06-01,0
Liberia,2014-06-02,1
Liberia,2014-06-03,0
Liberia,2014-06-04,1
Liberia,2014-06-05,2
Liberia,2014-06-06,3
Liberia,2014-06-07,2
Liberia,2014-06-08,7
Liberia,2014-06-09,6
Liberia,2014-06-10,5
Liberia,2014-06-11,4
Liberia,2014-06-12,2
Liberia,2014-06-13,4
Liberia,2014-06-14,4
Liberia,2014-06-15,9
Liberia,2014-06-16,4
Liberia,2014-06-17,4
Liberia,2014-06-18,7
Liberia,2014-06-19,7
Liberia,2014-06-20,8
Liberia,2014-06-21,6
Liberia,2014-06-22,4
Liberia,2014-06-23,4
Liberia,2014-06-24,6
Liberia,2014-06-25,8
Liberia,2014-06-26,1
Liberia,2014-06-27,2
Liberia,2014-06-28,7
Liberia,2014-06-29,4
Liberia,2014-06-30,9
Liberia,2014-07-01,10
Liberia,2014-07-02,6
Liberia,2014-07-03,1
Liberia,2014-07-04,8
Liberia,2014-07-05,5
Liberia,2014-07-06,9
Liberia,2014-07-07,14
Liberia,2014-07-08,11
Liberia,2014-07-09,9
Liberia,2014-07-10,19
Liberia,2014-07-11,11
Liberia,2014-07-12,8
Liberia,2014-07-13,12
Liberia,2014-07-14,11
Liberia,2014-07-15,16
Liberia,2014-07-16,16
Liberia,2014-07-17,10
Liberia,2014-07-18,11
Liberia,2014-07-19,23
Liberia,2014-07-20,16
Liberia,2014-07-21,9
Liberia,2014-07-22,31
Liberia,2014-07-23,14
Liberia,2014-07-24,14
Liberia,2014-07-25,31
Liberia,2014-07-26,18
Liberia,2014-07-27,41
Liberia,2014-07-28,29
Liberia,2014-07-29,23
Liberia,2014-07-30,25
Liberia,2014-07-31,28
Liberia,2014-08-01,59
Liberia,2014-08-02,65
Liberia,2014-08-03,49
Liberia,2014-08-04,67
Liberia,2014-08-05,64
Liberia,2014-08-06,66
Liberia,2014-08-07,67
Liberia,2014-08-08,61
Liberia,2014-08-09,68
Liberia,2014-08-10,73
Liberia,2014-08-11,77
Liberia,2014-08-12,51
Liberia,2014-08-13,54
Liberia,2014-08-14,67
Liberia,2014-08-15,82
Liberia,2014-08-16,74
Liberia,2014-08-17,80
Liberia,2014-08-18,74
Liberia,2014-08-19,70
Liberia,2014-08-20,73
Liberia,2014-08-21,60
Liberia,2014-08-22,59
Liberia,2014-08-23,64
Liberia,2014-08-24,70
Liberia,2014-08-25,79
Liberia,2014-08-26,70
Liberia,2014-08-27,62
Liberia,2014-08-28,122
Liberia,2014-08-29,55
Liberia,2014-08-30,63
Liberia,2014-08-31,75
Liberia,2014-09-01,111
Liberia,2014-09-02,108
Liberia,2014-09-03,75
Liberia,2014-09-04,99
Liberia,2014-09-05,89
Liberia,2014-09-06,89
Liberia,2014-09-07,62
Liberia,2014-09-08,92
Liberia,2014-09-09,111
Liberia,2014-09-10,84
Liberia,2014-09-11,77
Liberia,2014-09-12,81
Liberia,2014-09-13,73
Liberia,2014-09-14,93
Liberia,2014-09-15,88
Liberia,2014-09-16,80
Liberia,2014-09-17,94
Liberia,2014-09-18,88
Liberia,2014-09-19,95
Liberia,2014-09-20,80
Liberia,2014-09-21,72
Liberia,2014-09-22,53
Liberia,2014-09-23,55
Liberia,2014-09-24,41
Liberia,2014-09-25,46
Liberia,2014-09-26,81
Liberia,2014-09-27,84
Liberia,2014-09-28,73
Liberia,2014-09-29,59
Liberia,2014-09-30,92
Liberia,2014-10-01,139
Liberia,2014-10-02,110
Liberia,2014-10-03,110
Liberia,2014-10-04,96
Liberia,2014-10-05,58
Liberia,2014-10-06,30
Liberia,2014-10-07,55
Liberia,2014-10-08,52
Liberia,2014-10-09,33
Liberia,2014-10-10,51
Liberia,2014-10-11,27
Liberia,2014-10-12,45
Liberia,2014-10-13,43
Liberia,2014-10-14,53
Liberia,2014-10-15,47
Liberia,2014-10-16,28
Liberia,2014-10-17,33
Liberia,2014-10-18,24
Liberia,2014-10-19,33
Liberia,2014-10-20,33
Liberia,2014-10-21,25
Liberia,2014-10-22,24
Liberia,2014-10-23,25
Liberia,2014-10-24,33
Liberia,2014-10-25,18
Liberia,2014-10-26,16
Liberia,2014-10-27,26
Liberia,2014-10-28,29
Liberia,2014-10-29,36
Liberia,2014-10-30,33
Liberia,2014-10-31,13
Liberia,2014-11-01,34
Liberia,2014-11-02,24
Liberia,2014-11-03,31
Liberia,2014-11-04,17
Liberia,2014-11-05,15
Liberia,2014-11-06,24
Liberia,2014-11-07,21
Liberia,2014-11-08,29
Liberia,2014-11-09,31
Liberia,2014-11-10,27
Liberia,2014-11-11,17
Liberia,2014-11-12,33
Liberia,2014-11-13,27
Liberia,2014-11-14,20
Liberia,2014-11-15,25
Liberia,2014-11-16,23
Liberia,2014-11-17,19
Liberia,2014-11-18,22
Liberia,2014-11-19,20
Liberia,2014-11-20,23
Liberia,2014-11-21,17
Liberia,2014-11-22,18
Liberia,2014-11-23,29
Liberia,2014-11-24,13
Liberia,2014-11-25,12
Liberia,2014-11-26,11
Liberia,2014-11-27,13
Liberia,2014-11-28,27
Liberia,2014-11-29,8
Liberia,2014-11-30,10
Liberia,2014-12-01,12
Liberia,2014-12-02,3
Liberia,2014-12-03,11
Liberia,2014-12-04,8
Liberia,2014-12-05,9
Liberia,2014-12-06,2
Liberia,2014-12-07,5
Liberia,2014-12-08,7
Liberia,2014-12-09,3
Liberia,2014-12-10,2
Liberia,2014-12-11,0
Liberia,2014-12-12,3
Liberia,2014-12-13,3
Liberia,2014-12-14,3
Liberia,2014-12-15,1
Liberia,2014-12-16,0
Liberia,2014-12-17,0
Liberia,2014-12-18,1
Liberia,2014-12-19,0
Liberia,2014-12-20,0
Liberia,2014-12-21,0
Liberia,2014-12-22,1
Liberia,2014-12-23,0
Liberia,2014-12-24,1
Liberia,2014-12-25,0
Liberia,2014-12-26,0
Liberia,2014-12-27,0
Liberia,2014-12-28,0
Liberia,2014-12-29,0
Liberia,2014-12-30,0
Liberia,2014-12-31,0
Liberia,2015-01-01,1
Liberia,2015-01-02,16
Liberia,2015-01-03,35
Liberia,2015-01-04,0
Liberia,2015-01-05,0
Liberia,2015-01-06,23
Liberia,2015-01-07,16
Liberia,2015-01-08,2
Liberia,2015-01-09,0
Liberia,2015-01-10,0
Liberia,2015-01-11,0
Liberia,2015-01-12,0
Liberia,2015-01-13,0
Liberia,2015-01-14,12
Liberia,2015-01-15,2
Liberia,2015-01-16,1
Liberia,2015-01-17,3
Sierra Leone,2013-12-26,2
Sierra Leone,2013-12-27,0
Sierra Leone,2013-12-28,0
Sierra Leone,2013-12-29,0
Sierra Leone,2013-12-30,0
Sierra Leone,2013-12-31,0
Sierra Leone,2014-01-01,2
Sierra Leone,2014-01-02,0
Sierra Leone,2014-01-03,0
Sierra Leone,2014-01-04,0
Sierra Leone,2014-01-05,0
Sierra Leone,2014-01-06,0
Sierra Leone,2014-01-07,0
Sierra Leone,2014-01-08,0
Sierra Leone,2014-01-09,0
Sierra Leone,2014-01-10,0
Sierra Leone,2014-01-11,0
Sierra Leone,2014-01-12,0
Sierra Leone,2014-01-13,0
Sierra Leone,2014-01-14,0
Sierra Leone,2014-01-15,0
Sierra Leone,2014-01-16,0
Sierra Leone,2014-01-17,0
Sierra Leone,2014-01-18,0
Sierra Leone,2014-01-19,0
Sierra Leone,2014-01-20,0
Sierra Leone,2014-01-21,0
Sierra Leone,2014-01-22,0
Sierra Leone,2014-01-23,0
