Country,CL_DistrictRes,Date,incid
Guinea,CONAKRY,2014-08-19,1
Guinea,CONAKRY,2014-08-20,4
Guinea,CONAKRY,2014-08-21,6
Guinea,CONAKRY,2014-08-22,0
Guinea,CONAKRY,2014-08-23,1
Guinea,CONAKRY,2014-08-24,3
Guinea,CONAKRY,2014-08-25,0
Guinea,CONAKRY,2014-08-26,1
Guinea,CONAKRY,2014-08-27,0
Guinea,CONAKRY,2014-08-28,0
Guinea,CONAKRY,2014-08-29,0
Guinea,CONAKRY,2014-08-30,0
Guinea,CONAKRY,2014-08-31,0
Guinea,CONAKRY,2014-09-01,1
Guinea,CONAKRY,2014-09-02,1
Guinea,CONAKRY,2014-09-03,2
Guinea,CONAKRY,2014-09-04,2
Guinea,CONAKRY,2014-09-05,2
Guinea,CONAKRY,2014-09-06,1
Guinea,CONAKRY,2014-09-07,0
Guinea,CONAKRY,2014-09-08,2
Guinea,CONAKRY,2014-09-09,3
Guinea,CONAKRY,2014-09-10,3
Guinea,CONAKRY,2014-09-11,0
Guinea,CONAKRY,2014-09-12,2
Guinea,CONAKRY,2014-09-13,6
Guinea,CONAKRY,2014-09-14,1
Guinea,CONAKRY,2014-09-15,2
Guinea,CONAKRY,2014-09-16,3
Guinea,CONAKRY,2014-09-17,2
Guinea,CONAKRY,2014-09-18,1
Guinea,CONAKRY,2014-09-19,3
Guinea,CONAKRY,2014-09-20,5
Guinea,CONAKRY,2014-09-21,4
Guinea,CONAKRY,2014-09-22,6
Guinea,CONAKRY,2014-09-23,4
Guinea,CONAKRY,2014-09-24,2
Guinea,CONAKRY,2014-09-25,2
Guinea,CONAKRY,2014-09-26,3
Guinea,CONAKRY,2014-09-27,1
Guinea,CONAKRY,2014-09-28,5
Guinea,CONAKRY,2014-09-29,3
Guinea,CONAKRY,2014-09-30,3
Guinea,CONAKRY,2014-10-01,2
Guinea,CONAKRY,2014-10-02,1
Guinea,CONAKRY,2014-10-03,1
Guinea,CONAKRY,2014-10-04,0
Guinea,CONAKRY,2014-10-05,1
Guinea,CONAKRY,2014-10-06,3
Guinea,CONAKRY,2014-10-07,0
Guinea,CONAKRY,2014-10-08,2
Guinea,CONAKRY,2014-10-09,2
Guinea,CONAKRY,2014-10-10,3
Guinea,CONAKRY,2014-10-11,1
Guinea,CONAKRY,2014-10-12,6
Guinea,CONAKRY,2014-10-13,1
Guinea,CONAKRY,2014-10-14,1
Guinea,CONAKRY,2014-10-15,3
Guinea,CONAKRY,2014-10-16,0
Guinea,CONAKRY,2014-10-17,0
Guinea,CONAKRY,2014-10-18,0
Guinea,CONAKRY,2014-10-19,0
Guinea,CONAKRY,2014-10-20,1
Guinea,CONAKRY,2014-10-21,2
Guinea,CONAKRY,2014-10-22,2
Guinea,CONAKRY,2014-10-23,2
Guinea,CONAKRY,2014-10-24,0
Guinea,CONAKRY,2014-10-25,2
Guinea,CONAKRY,2014-10-26,3
Guinea,CONAKRY,2014-10-27,0
Guinea,CONAKRY,2014-10-28,1
Guinea,CONAKRY,2014-10-29,4
Guinea,CONAKRY,2014-10-30,4
Guinea,CONAKRY,2014-10-31,2
Guinea,CONAKRY,2014-11-01,6
Guinea,CONAKRY,2014-11-02,1
Guinea,CONAKRY,2014-11-03,3
Guinea,CONAKRY,2014-11-04,1
Guinea,CONAKRY,2014-11-05,2
Guinea,CONAKRY,2014-11-06,0
Guinea,CONAKRY,2014-11-07,0
Guinea,CONAKRY,2014-11-08,0
Guinea,CONAKRY,2014-11-09,0
Guinea,CONAKRY,2014-11-10,3
Guinea,CONAKRY,2014-11-11,0
Guinea,CONAKRY,2014-11-12,0
Guinea,CONAKRY,2014-11-13,0
Guinea,CONAKRY,2014-11-14,0
Guinea,CONAKRY,2014-11-15,0
Guinea,CONAKRY,2014-11-16,3
Guinea,CONAKRY,2014-11-17,2
Guinea,CONAKRY,2014-11-18,5
Guinea,CONAKRY,2014-11-19,0
Guinea,CONAKRY,2014-11-20,3
Guinea,CONAKRY,2014-11-21,1
Guinea,CONAKRY,2014-11-22,4
Guinea,CONAKRY,2014-11-23,2
Guinea,CONAKRY,2014-11-24,0
Guinea,CONAKRY,2014-11-25,2
Guinea,CONAKRY,2014-11-26,1
Guinea,CONAKRY,2014-11-27,3
Guinea,CONAKRY,2014-11-28,1
Guinea,CONAKRY,2014-11-29,2
Guinea,CONAKRY,2014-11-30,2
Guinea,CONAKRY,2014-12-01,3
Guinea,CONAKRY,2014-12-02,5
Guinea,CONAKRY,2014-12-03,6
Guinea,CONAKRY,2014-12-04,3
Guinea,CONAKRY,2014-12-05,3
Guinea,CONAKRY,2014-12-06,3
Guinea,CONAKRY,2014-12-07,2
Guinea,CONAKRY,2014-12-08,1
Guinea,CONAKRY,2014-12-09,3
Guinea,CONAKRY,2014-12-10,3
Guinea,CONAKRY,2014-12-11,1
Guinea,CONAKRY,2014-12-12,7
Guinea,CONAKRY,2014-12-13,9
Guinea,CONAKRY,2014-12-14,2
Guinea,CONAKRY,2014-12-15,3
Guinea,CONAKRY,2014-12-16,3
Guinea,CONAKRY,2014-12-17,2
Guinea,CONAKRY,2014-12-18,6
Guinea,CONAKRY,2014-12-19,0
Guinea,CONAKRY,2014-12-20,4
Guinea,CONAKRY,2014-12-21,2
Guinea,CONAKRY,2014-12-22,4
Guinea,CONAKRY,2014-12-23,3
Guinea,CONAKRY,2014-12-24,1
Guinea,CONAKRY,2014-12-25,0
Guinea,CONAKRY,2014-12-26,7
Guinea,CONAKRY,2014-12-27,6
Guinea,CONAKRY,2014-12-28,2
Guinea,CONAKRY,2014-12-29,2
Guinea,CONAKRY,2014-12-30,4
Guinea,CONAKRY,2014-12-31,0
Guinea,CONAKRY,2015-01-01,1
Guinea,CONAKRY,2015-01-02,2
Guinea,CONAKRY,2015-01-03,2
Guinea,CONAKRY,2015-01-04,2
Guinea,CONAKRY,2015-01-05,2
Guinea,CONAKRY,2015-01-06,0
Guinea,CONAKRY,2015-01-07,1
Guinea,CONAKRY,2015-01-08,2
Guinea,CONAKRY,2015-01-09,0
Guinea,CONAKRY,2015-01-10,0
Guinea,CONAKRY,2015-01-11,0
Guinea,CONAKRY,2015-01-12,1
Guinea,CONAKRY,2015-01-13,1
Guinea,CONAKRY,2015-01-14,0
Guinea,CONAKRY,2015-01-15,1
Guinea,CONAKRY,2015-01-16,1
Guinea,CONAKRY,2015-01-17,0
Guinea,CONAKRY,2015-01-18,3
Guinea,CONAKRY,2015-01-19,2
Guinea,CONAKRY,2015-01-20,3
Guinea,CONAKRY,2015-01-21,1
Guinea,CONAKRY,2015-01-22,1
Guinea,CONAKRY,2015-01-23,1
Guinea,CONAKRY,2015-01-24,0
Guinea,CONAKRY,2015-01-25,2
Guinea,CONAKRY,2015-01-26,2
Guinea,CONAKRY,2015-01-27,0
Guinea,CONAKRY,2015-01-28,2
Guinea,CONAKRY,2015-01-29,2
Guinea,CONAKRY,2015-01-30,3
Guinea,CONAKRY,2015-01-31,2
Guinea,CONAKRY,2015-02-01,3
Guinea,CONAKRY,2015-02-02,5
Guinea,CONAKRY,2015-02-03,4
Guinea,CONAKRY,2015-02-04,3
Guinea,CONAKRY,2015-02-05,1
Guinea,CONAKRY,2015-02-06,2
Guinea,CONAKRY,2015-02-07,1
Guinea,CONAKRY,2015-02-08,2
Guinea,CONAKRY,2015-02-09,2
Guinea,CONAKRY,2015-02-10,1
Guinea,CONAKRY,2015-02-11,0
Guinea,CONAKRY,2015-02-12,1
Guinea,CONAKRY,2015-02-13,0
Guinea,CONAKRY,2015-02-14,0
Guinea,CONAKRY,2015-02-15,2
Guinea,CONAKRY,2015-02-16,3
Guinea,CONAKRY,2015-02-17,1
Guinea,CONAKRY,2015-02-18,1
Guinea,CONAKRY,2015-02-19,2
Guinea,CONAKRY,2015-02-20,2
Guinea,CONAKRY,2015-02-21,3
Guinea,CONAKRY,2015-02-22,3
Guinea,CONAKRY,2015-02-23,2
Guinea,CONAKRY,2015-02-24,1
Guinea,CONAKRY,2015-02-25,3
Guinea,CONAKRY,2015-02-26,1
Guinea,CONAKRY,2015-02-27,1
Guinea,CONAKRY,2015-02-28,3
Guinea,CONAKRY,2015-03-01,1
Guinea,CONAKRY,2015-03-02,2
Guinea,CONAKRY,2015-03-03,2
Guinea,CONAKRY,2015-03-04,2
Guinea,CONAKRY,2015-03-05,4
Guinea,CONAKRY,2015-03-06,2
Guinea,CONAKRY,2015-03-07,5
Guinea,CONAKRY,2015-03-08,3
Guinea,CONAKRY,2015-03-09,4
Guinea,CONAKRY,2015-03-10,3
Guinea,CONAKRY,2015-03-11,1
Guinea,CONAKRY,2015-03-12,2
Guinea,CONAKRY,2015-03-13,1
Guinea,CONAKRY,2015-03-14,1
Guinea,CONAKRY,2015-03-15,0
Guinea,CONAKRY,2015-03-16,0
Guinea,CONAKRY,2015-03-17,1
Guinea,CONAKRY,2015-03-18,3
Guinea,CONAKRY,2015-03-19,4
Guinea,CONAKRY,2015-03-20,0
Guinea,CONAKRY,2015-03-21,4
Guinea,CONAKRY,2015-03-22,4
Guinea,CONAKRY,2015-03-23,4
Guinea,CONAKRY,2015-03-24,2
Guinea,CONAKRY,2015-03-25,1
Guinea,CONAKRY,2015-03-26,2
Guinea,CONAKRY,2015-03-27,4
Guinea,CONAKRY,2015-03-28,0
Guinea,CONAKRY,2015-03-29,1
Guinea,CONAKRY,2015-03-30,2
Guinea,CONAKRY,2015-03-31,0
Guinea,CONAKRY,2015-04-01,2
Guinea,CONAKRY,2015-04-02,0
Guinea,CONAKRY,2015-04-03,2
Guinea,CONAKRY,2015-04-04,0
Guinea,CONAKRY,2015-04-05,0
Guinea,CONAKRY,2015-04-06,0
Guinea,CONAKRY,2015-04-07,1
Guinea,CONAKRY,2015-04-08,0
Guinea,CONAKRY,2015-04-09,2
Guinea,CONAKRY,2015-04-10,2
Guinea,CONAKRY,2015-04-11,0
Guinea,CONAKRY,2015-04-12,0
Guinea,CONAKRY,2015-04-13,0
Guinea,CONAKRY,2015-04-14,0
Guinea,CONAKRY,2015-04-15,0
Guinea,CONAKRY,2015-04-16,1
Guinea,CONAKRY,2015-04-17,0
Guinea,CONAKRY,2015-04-18,0
Guinea,CONAKRY,2015-04-19,0
Guinea,CONAKRY,2015-04-20,0
Guinea,CONAKRY,2015-04-21,0
Guinea,CONAKRY,2015-04-22,0
Guinea,CONAKRY,2015-04-23,0
Guinea,CONAKRY,2015-04-24,0
Guinea,CONAKRY,2015-04-25,0
Guinea,CONAKRY,2015-04-26,0
Guinea,CONAKRY,2015-04-27,0
Guinea,CONAKRY,2015-04-28,0
Guinea,CONAKRY,2015-04-29,0
Guinea,CONAKRY,2015-04-30,0
Guinea,CONAKRY,2015-05-01,0
Guinea,CONAKRY,2015-05-02,0
Guinea,CONAKRY,2015-05-03,0
Guinea,CONAKRY,2015-05-04,0
Guinea,CONAKRY,2015-05-05,0
Guinea,CONAKRY,2015-05-06,0
Guinea,CONAKRY,2015-05-07,0
Guinea,CONAKRY,2015-05-08,0
Guinea,CONAKRY,2015-05-09,0
Guinea,CONAKRY,2015-05-10,0
Guinea,CONAKRY,2015-05-11,0
Guinea,CONAKRY,2015-05-12,0
Guinea,CONAKRY,2015-05-13,0
Guinea,CONAKRY,2015-05-14,0
Guinea,CONAKRY,2015-05-15,0
Guinea,CONAKRY,2015-05-16,0
Guinea,CONAKRY,2015-05-17,0
Guinea,CONAKRY,2015-05-18,0
Guinea,CONAKRY,2015-05-19,0
Guinea,CONAKRY,2015-05-20,0
Guinea,CONAKRY,2015-05-21,0
Guinea,CONAKRY,2015-05-22,0
Guinea,CONAKRY,2015-05-23,0
Guinea,CONAKRY,2015-05-24,0
Guinea,CONAKRY,2015-05-25,0
Guinea,CONAKRY,2015-05-26,0
Guinea,CONAKRY,2015-05-27,0
Guinea,CONAKRY,2015-05-28,0
Guinea,CONAKRY,2015-05-29,0
Guinea,CONAKRY,2015-05-30,0
Guinea,CONAKRY,2015-05-31,0
Guinea,CONAKRY,2015-06-01,0
Guinea,CONAKRY,2015-06-02,0
Guinea,CONAKRY,2015-06-03,0
Guinea,CONAKRY,2015-06-04,1
Guinea,CONAKRY,2015-06-05,2
Guinea,CONAKRY,2015-06-06,0
Guinea,CONAKRY,2015-06-07,0
Guinea,CONAKRY,2015-06-08,0
Guinea,CONAKRY,2015-06-09,0
Guinea,CONAKRY,2015-06-10,0
Guinea,CONAKRY,2015-06-11,0
Guinea,CONAKRY,2015-06-12,0
Guinea,CONAKRY,2015-06-13,1
Guinea,CONAKRY,2015-06-14,0
Guinea,CONAKRY,2015-06-15,1
Guinea,CONAKRY,2015-06-16,1
Guinea,CONAKRY,2015-06-17,0
Guinea,CONAKRY,2015-06-18,0
Guinea,CONAKRY,2015-06-19,0
Guinea,CONAKRY,2015-06-20,0
Guinea,CONAKRY,2015-06-21,0
Guinea,CONAKRY,2015-06-22,1
Guinea,CONAKRY,2015-06-23,0
Guinea,CONAKRY,2015-06-24,0
Guinea,CONAKRY,2015-06-25,0
Guinea,CONAKRY,2015-06-26,1
Guinea,CONAKRY,2015-06-27,0
Guinea,CONAKRY,2015-06-28,0
Guinea,CONAKRY,2015-06-29,0
Guinea,CONAKRY,2015-06-30,0
Guinea,CONAKRY,2015-07-01,2
Guinea,CONAKRY,2015-07-02,3
Guinea,CONAKRY,2015-07-03,1
Guinea,CONAKRY,2015-07-04,0
Guinea,CONAKRY,2015-07-05,0
Guinea,CONAKRY,2015-07-06,0
Guinea,CONAKRY,2015-07-07,1
Guinea,CONAKRY,2015-07-08,1
Guinea,CONAKRY,2015-07-09,2
Guinea,CONAKRY,2015-07-10,1
Guinea,CONAKRY,2015-07-11,2
Guinea,CONAKRY,2015-07-12,2
Guinea,CONAKRY,2015-07-13,1
Guinea,CONAKRY,2015-07-14,2
Guinea,CONAKRY,2015-07-15,3
Guinea,CONAKRY,2015-07-16,1
Guinea,CONAKRY,2015-07-17,0
Guinea,CONAKRY,2015-07-18,0
Guinea,CONAKRY,2015-07-19,1
Guinea,CONAKRY,2015-07-20,0
Guinea,CONAKRY,2015-07-21,0
Guinea,CONAKRY,2015-07-22,0
Guinea,CONAKRY,2015-07-23,0
Guinea,CONAKRY,2015-07-24,0
Guinea,CONAKRY,2015-07-25,1
Guinea,CONAKRY,2015-07-26,1
Guinea,CONAKRY,2015-07-27,1
Guinea,CONAKRY,2015-07-28,0
Guinea,CONAKRY,2015-07-29,0
Guinea,CONAKRY,2015-07-30,0
Guinea,CONAKRY,2015-07-31,0
Guinea,CONAKRY,2015-08-01,0
Guinea,CONAKRY,2015-08-02,0
Guinea,CONAKRY,2015-08-03,0
Guinea,CONAKRY,2015-08-04,0
Guinea,CONAKRY,2015-08-05,0
Guinea,CONAKRY,2015-08-06,0
Guinea,CONAKRY,2015-08-07,0
Guinea,CONAKRY,2015-08-08,0
Guinea,CONAKRY,2015-08-09,0
Guinea,CONAKRY,2015-08-10,2
Guinea,CONAKRY,2015-08-11,0
Guinea,CONAKRY,2015-08-12,1
Guinea,CONAKRY,2015-08-13,2
Guinea,CONAKRY,2015-08-14,0
Guinea,CONAKRY,2015-08-15,0
Guinea,CONAKRY,2015-08-16,0
Guinea,CONAKRY,2015-08-17,0
Guinea,CONAKRY,2015-08-18,0
Guinea,CONAKRY,2015-08-19,0
Guinea,CONAKRY,2015-08-20,0
Guinea,CONAKRY,2015-08-21,1
Guinea,CONAKRY,2015-08-22,0
Guinea,CONAKRY,2015-08-23,0
Guinea,CONAKRY,2015-08-24,0
Guinea,CONAKRY,2015-08-25,0
Guinea,CONAKRY,2015-08-26,0
Guinea,CONAKRY,2015-08-27,1
Guinea,CONAKRY,2015-08-28,0
Guinea,CONAKRY,2015-08-29,0
Guinea,CONAKRY,2015-08-30,0
Guinea,CONAKRY,2015-08-31,1
Guinea,CONAKRY,2015-09-01,0
Guinea,CONAKRY,2015-09-02,0
Guinea,CONAKRY,2015-09-03,0
Guinea,CONAKRY,2015-09-04,0
Guinea,CONAKRY,2015-09-05,0
Guinea,CONAKRY,2015-09-06,0
Guinea,CONAKRY,2015-09-07,0
Guinea,CONAKRY,2015-09-08,0
Guinea,CONAKRY,2015-09-09,0
Guinea,CONAKRY,2015-09-10,1
Guinea,CONAKRY,2015-09-11,0
Guinea,CONAKRY,2015-09-12,0
Guinea,CONAKRY,2015-09-13,0
Guinea,CONAKRY,2015-09-14,0
Guinea,CONAKRY,2015-09-15,0
Guinea,CONAKRY,2015-09-16,0
Guinea,CONAKRY,2015-09-17,0
Guinea,CONAKRY,2015-09-18,0
Guinea,CONAKRY,2015-09-19,1
Guinea,CONAKRY,2015-09-20,0
Guinea,CONAKRY,2015-09-21,0
Guinea,CONAKRY,2015-09-22,1
Guinea,CONAKRY,2015-09-23,3
Guinea,CONAKRY,2015-09-24,2
Guinea,CONAKRY,2015-09-25,3
Guinea,COYAH,2014-07-18,1
Guinea,COYAH,2014-07-19,0
Guinea,COYAH,2014-07-20,0
Guinea,COYAH,2014-07-21,0
Guinea,COYAH,2014-07-22,0
Guinea,COYAH,2014-07-23,0
Guinea,COYAH,2014-07-24,0
Guinea,COYAH,2014-07-25,0
Guinea,COYAH,2014-07-26,0
Guinea,COYAH,2014-07-27,0
Guinea,COYAH,2014-07-28,0
Guinea,COYAH,2014-07-29,0
Guinea,COYAH,2014-07-30,0
Guinea,COYAH,2014-07-31,0
Guinea,COYAH,2014-08-01,0
Guinea,COYAH,2014-08-02,0
Guinea,COYAH,2014-08-03,0
Guinea,COYAH,2014-08-04,0
Guinea,COYAH,2014-08-05,0
Guinea,COYAH,2014-08-06,0
Guinea,COYAH,2014-08-07,0
Guinea,COYAH,2014-08-08,0
Guinea,COYAH,2014-08-09,0
Guinea,COYAH,2014-08-10,0
Guinea,COYAH,2014-08-11,0
Guinea,COYAH,2014-08-12,0
Guinea,COYAH,2014-08-13,0
Guinea,COYAH,2014-08-14,0
Guinea,COYAH,2014-08-15,0
Guinea,COYAH,2014-08-16,0
Guinea,COYAH,2014-08-17,0
Guinea,COYAH,2014-08-18,2
Guinea,COYAH,2014-08-19,0
Guinea,COYAH,2014-08-20,0
Guinea,COYAH,2014-08-21,0
Guinea,COYAH,2014-08-22,0
Guinea,COYAH,2014-08-23,0
Guinea,COYAH,2014-08-24,0
Guinea,COYAH,2014-08-25,1
Guinea,COYAH,2014-08-26,0
Guinea,COYAH,2014-08-27,0
Guinea,COYAH,2014-08-28,2
Guinea,COYAH,2014-08-29,0
Guinea,COYAH,2014-08-30,0
Guinea,COYAH,2014-08-31,0
Guinea,COYAH,2014-09-01,0
Guinea,COYAH,2014-09-02,0
Guinea,COYAH,2014-09-03,0
Guinea,COYAH,2014-09-04,0
Guinea,COYAH,2014-09-05,0
Guinea,COYAH,2014-09-06,1
Guinea,COYAH,2014-09-07,0
Guinea,COYAH,2014-09-08,0
Guinea,COYAH,2014-09-09,0
Guinea,COYAH,2014-09-10,0
Guinea,COYAH,2014-09-11,0
Guinea,COYAH,2014-09-12,0
Guinea,COYAH,2014-09-13,0
Guinea,COYAH,2014-09-14,0
Guinea,COYAH,2014-09-15,0
Guinea,COYAH,2014-09-16,1
Guinea,COYAH,2014-09-17,0
Guinea,COYAH,2014-09-18,0
Guinea,COYAH,2014-09-19,0
Guinea,COYAH,2014-09-20,2
Guinea,COYAH,2014-09-21,0
Guinea,COYAH,2014-09-22,0
Guinea,COYAH,2014-09-23,1
Guinea,COYAH,2014-09-24,1
Guinea,COYAH,2014-09-25,0
Guinea,COYAH,2014-09-26,0
Guinea,COYAH,2014-09-27,0
Guinea,COYAH,2014-09-28,0
Guinea,COYAH,2014-09-29,0
Guinea,COYAH,2014-09-30,1
Guinea,COYAH,2014-10-01,10
Guinea,COYAH,2014-10-02,3
Guinea,COYAH,2014-10-03,2
Guinea,COYAH,2014-10-04,9
Guinea,COYAH,2014-10-05,0
Guinea,COYAH,2014-10-06,2
Guinea,COYAH,2014-10-07,0
Guinea,COYAH,2014-10-08,1
Guinea,COYAH,2014-10-09,0
Guinea,COYAH,2014-10-10,0
Guinea,COYAH,2014-10-11,1
Guinea,COYAH,2014-10-12,0
Guinea,COYAH,2014-10-13,0
Guinea,COYAH,2014-10-14,2
Guinea,COYAH,2014-10-15,0
Guinea,COYAH,2014-10-16,1
Guinea,COYAH,2014-10-17,1
Guinea,COYAH,2014-10-18,0
Guinea,COYAH,2014-10-19,1
Guinea,COYAH,2014-10-20,1
Guinea,COYAH,2014-10-21,0
Guinea,COYAH,2014-10-22,3
Guinea,COYAH,2014-10-23,0
Guinea,COYAH,2014-10-24,1
Guinea,COYAH,2014-10-25,0
Guinea,COYAH,2014-10-26,0
Guinea,COYAH,2014-10-27,0
Guinea,COYAH,2014-10-28,1
Guinea,COYAH,2014-10-29,0
Guinea,COYAH,2014-10-30,1
Guinea,COYAH,2014-10-31,2
Guinea,COYAH,2014-11-01,3
Guinea,COYAH,2014-11-02,4
Guinea,COYAH,2014-11-03,2
Guinea,COYAH,2014-11-04,0
Guinea,COYAH,2014-11-05,0
Guinea,COYAH,2014-11-06,2
Guinea,COYAH,2014-11-07,0
Guinea,COYAH,2014-11-08,1
Guinea,COYAH,2014-11-09,1
Guinea,COYAH,2014-11-10,1
Guinea,COYAH,2014-11-11,1
Guinea,COYAH,2014-11-12,2
Guinea,COYAH,2014-11-13,0
Guinea,COYAH,2014-11-14,1
Guinea,COYAH,2014-11-15,0
Guinea,COYAH,2014-11-16,1
Guinea,COYAH,2014-11-17,3
Guinea,COYAH,2014-11-18,5
Guinea,COYAH,2014-11-19,2
Guinea,COYAH,2014-11-20,5
Guinea,COYAH,2014-11-21,0
Guinea,COYAH,2014-11-22,2
Guinea,COYAH,2014-11-23,1
Guinea,COYAH,2014-11-24,1
Guinea,COYAH,2014-11-25,1
Guinea,COYAH,2014-11-26,0
Guinea,COYAH,2014-11-27,2
Guinea,COYAH,2014-11-28,4
Guinea,COYAH,2014-11-29,1
Guinea,COYAH,2014-11-30,1
Guinea,COYAH,2014-12-01,6
Guinea,COYAH,2014-12-02,3
Guinea,COYAH,2014-12-03,5
Guinea,COYAH,2014-12-04,4
Guinea,COYAH,2014-12-05,2
Guinea,COYAH,2014-12-06,3
Guinea,COYAH,2014-12-07,4
Guinea,COYAH,2014-12-08,1
Guinea,COYAH,2014-12-09,0
Guinea,COYAH,2014-12-10,0
Guinea,COYAH,2014-12-11,1
Guinea,COYAH,2014-12-12,2
Guinea,COYAH,2014-12-13,4
Guinea,COYAH,2014-12-14,5
Guinea,COYAH,2014-12-15,3
Guinea,COYAH,2014-12-16,1
Guinea,COYAH,2014-12-17,1
Guinea,COYAH,2014-12-18,3
Guinea,COYAH,2014-12-19,1
Guinea,COYAH,2014-12-20,5
Guinea,COYAH,2014-12-21,3
Guinea,COYAH,2014-12-22,0
Guinea,COYAH,2014-12-23,0
Guinea,COYAH,2014-12-24,1
Guinea,COYAH,2014-12-25,0
Guinea,COYAH,2014-12-26,0
Guinea,COYAH,2014-12-27,0
Guinea,COYAH,2014-12-28,1
Guinea,COYAH,2014-12-29,1
Guinea,COYAH,2014-12-30,0
Guinea,COYAH,2014-12-31,1
Guinea,COYAH,2015-01-01,0
Guinea,COYAH,2015-01-02,1
Guinea,COYAH,2015-01-03,0
Guinea,COYAH,2015-01-04,2
Guinea,COYAH,2015-01-05,2
Guinea,COYAH,2015-01-06,0
Guinea,COYAH,2015-01-07,0
Guinea,COYAH,2015-01-08,2
Guinea,COYAH,2015-01-09,0
Guinea,COYAH,2015-01-10,1
Guinea,COYAH,2015-01-11,0
Guinea,COYAH,2015-01-12,0
Guinea,COYAH,2015-01-13,0
Guinea,COYAH,2015-01-14,0
Guinea,COYAH,2015-01-15,0
Guinea,COYAH,2015-01-16,0
Guinea,COYAH,2015-01-17,0
Guinea,COYAH,2015-01-18,0
Guinea,COYAH,2015-01-19,0
Guinea,COYAH,2015-01-20,1
Guinea,COYAH,2015-01-21,0
Guinea,COYAH,2015-01-22,0
Guinea,COYAH,2015-01-23,0
Guinea,COYAH,2015-01-24,0
Guinea,COYAH,2015-01-25,0
Guinea,COYAH,2015-01-26,1
Guinea,COYAH,2015-01-27,0
Guinea,COYAH,2015-01-28,0
Guinea,COYAH,2015-01-29,0
Guinea,COYAH,2015-01-30,0
Guinea,COYAH,2015-01-31,0
Guinea,COYAH,2015-02-01,1
Guinea,COYAH,2015-02-02,0
Guinea,COYAH,2015-02-03,0
Guinea,COYAH,2015-02-04,1
Guinea,COYAH,2015-02-05,1
Guinea,COYAH,2015-02-06,0
Guinea,COYAH,2015-02-07,1
Guinea,COYAH,2015-02-08,0
Guinea,COYAH,2015-02-09,0
Guinea,COYAH,2015-02-10,0
Guinea,COYAH,2015-02-11,0
Guinea,COYAH,2015-02-12,1
Guinea,COYAH,2015-02-13,6
Guinea,COYAH,2015-02-14,0
Guinea,COYAH,2015-02-15,1
Guinea,COYAH,2015-02-16,0
Guinea,COYAH,2015-02-17,0
Guinea,COYAH,2015-02-18,0
Guinea,COYAH,2015-02-19,0
Guinea,COYAH,2015-02-20,0
Guinea,COYAH,2015-02-21,0
Guinea,COYAH,2015-02-22,2
Guinea,COYAH,2015-02-23,3
Guinea,COYAH,2015-02-24,2
Guinea,COYAH,2015-02-25,1
Guinea,COYAH,2015-02-26,1
Guinea,COYAH,2015-02-27,0
Guinea,COYAH,2015-02-28,1
Guinea,COYAH,2015-03-01,2
Guinea,COYAH,2015-03-02,1
Guinea,COYAH,2015-03-03,1
Guinea,COYAH,2015-03-04,2
Guinea,COYAH,2015-03-05,0
Guinea,COYAH,2015-03-06,3
Guinea,COYAH,2015-03-07,2
Guinea,COYAH,2015-03-08,2
Guinea,COYAH,2015-03-09,7
Guinea,COYAH,2015-03-10,3
Guinea,COYAH,2015-03-11,1
Guinea,COYAH,2015-03-12,2
Guinea,COYAH,2015-03-13,2
Guinea,COYAH,2015-03-14,1
Guinea,COYAH,2015-03-15,1
Guinea,COYAH,2015-03-16,0
Guinea,COYAH,2015-03-17,0
Guinea,COYAH,2015-03-18,0
Guinea,COYAH,2015-03-19,2
Guinea,COYAH,2015-03-20,0
Guinea,COYAH,2015-03-21,1
Guinea,COYAH,2015-03-22,0
Guinea,COYAH,2015-03-23,5
Guinea,COYAH,2015-03-24,0
Guinea,COYAH,2015-03-25,0
Guinea,COYAH,2015-03-26,0
Guinea,COYAH,2015-03-27,0
Guinea,COYAH,2015-03-28,0
Guinea,COYAH,2015-03-29,0
Guinea,COYAH,2015-03-30,1
Guinea,COYAH,2015-03-31,1
Guinea,COYAH,2015-04-01,0
Guinea,COYAH,2015-04-02,0
Guinea,COYAH,2015-04-03,0
Guinea,COYAH,2015-04-04,0
Guinea,COYAH,2015-04-05,0
Guinea,COYAH,2015-04-06,0
Guinea,COYAH,2015-04-07,2
Guinea,COYAH,2015-04-08,0
Guinea,COYAH,2015-04-09,1
Guinea,COYAH,2015-04-10,0
Guinea,COYAH,2015-04-11,0
Guinea,COYAH,2015-04-12,0
Guinea,COYAH,2015-04-13,0
Guinea,COYAH,2015-04-14,0
Guinea,COYAH,2015-04-15,0
Guinea,COYAH,2015-04-16,0
Guinea,COYAH,2015-04-17,0
Guinea,COYAH,2015-04-18,0
Guinea,COYAH,2015-04-19,0
Guinea,COYAH,2015-04-20,0
Guinea,COYAH,2015-04-21,0
Guinea,COYAH,2015-04-22,0
Guinea,COYAH,2015-04-23,0
Guinea,COYAH,2015-04-24,0
Guinea,COYAH,2015-04-25,0
Guinea,COYAH,2015-04-26,0
Guinea,COYAH,2015-04-27,0
Guinea,COYAH,2015-04-28,0
Guinea,COYAH,2015-04-29,0
Guinea,COYAH,2015-04-30,0
Guinea,COYAH,2015-05-01,0
Guinea,COYAH,2015-05-02,0
Guinea,COYAH,2015-05-03,0
