"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,97,"GIN","Guinea","GUINEA","Guinea","Guinee","","Guinea|French Guinea|Guinea-Conakry","","Guinéee ","República Guinea ","<U+0413><U+0432><U+0438><U+043D><U+0435><U+044F>","<U+063A><U+064A><U+0646><U+064A><U+0627>","<U+51E0><U+5185><U+4E9A> ","","","Guinea","GN","","GV","324","1943","Present","8154267","246076.5","33.137121992551094","Western Africa","Africa","1","","","","Sub-Saharan Africa","Low income","Severely indebted","HIPC","","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","1"
