Location,Country,Disease,Species,HealthMap Alert ID,Headline,URL,Issue Date,Alert Tag,SC,SD,CC,CD,RO,Feed Name,Lon,Lat
"Tonkolili District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3283919,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 06 April, 2015",http://reliefweb.int/node/928946,4/8/15 0:00,Breaking,454,160,,,,ReliefWeb,-11.66667,8.66667
"Bo District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3283919,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 06 April, 2015",http://reliefweb.int/node/928946,4/8/15 0:00,Breaking,314,114,,,,ReliefWeb,-11.666667,8
"Bonthe District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3283919,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 06 April, 2015",http://reliefweb.int/node/928946,4/8/15 0:00,Breaking,5,5,,,,ReliefWeb,-12.5,7.5
"Moyamba District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3283919,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 06 April, 2015",http://reliefweb.int/node/928946,4/8/15 0:00,Breaking,209,78,,,,ReliefWeb,-12.5,8
"Pujehun District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3283919,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 06 April, 2015",http://reliefweb.int/node/928946,4/8/15 0:00,Breaking,31,16,,,,ReliefWeb,-11.5,7.33333
"Western Area Urban, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3283919,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 06 April, 2015",http://reliefweb.int/node/928946,4/8/15 0:00,Breaking,2233,770,,,,ReliefWeb,-13.26617,8.45358
"Western Area Rural, Sierra Leone",Sierra Leone,Ebola,Humans,3283919,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 06 April, 2015",http://reliefweb.int/node/928946,4/8/15 0:00,Breaking,1164,520,,,,ReliefWeb,-13.035694,8.311498
Guinea,Guinea,Ebola,Humans,3283069,Guinea: new surge in Ebola cases near the capital prompts shift in containment strategy,http://reliefweb.int/node/928191,4/7/15 0:00,Breaking,,,,,,ReliefWeb,-10.94177,10.43821
"Forecariah, Kindia, Guinea",Guinea,Ebola,Humans,3283069,Guinea: new surge in Ebola cases near the capital prompts shift in containment strategy,http://reliefweb.int/node/928191,4/7/15 0:00,Breaking,,,,,,ReliefWeb,-13.08806,9.43056
"New York City, New York State, United States",United States,Ebola,Humans,3283069,Guinea: new surge in Ebola cases near the capital prompts shift in containment strategy,http://reliefweb.int/node/928191,4/7/15 0:00,Breaking,,,,,,ReliefWeb,-74.003998,40.713902
Sierra Leone,Sierra Leone,Ebola,Humans,3282895,"Ebola Outbreak Updates - April 7, 2015",http://reliefweb.int/node/928146,4/7/15 0:00,Breaking,,,,,,ReliefWeb,-11.79192,8.56028
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3282895,"Ebola Outbreak Updates - April 7, 2015",http://reliefweb.int/node/928146,4/7/15 0:00,Breaking,565,,,,,ReliefWeb,-10.56667,8.28333
"Kenema, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3282895,"Ebola Outbreak Updates - April 7, 2015",http://reliefweb.int/node/928146,4/7/15 0:00,Breaking,503,,,,,ReliefWeb,-11.1875,7.87667
"Kono District, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3282895,"Ebola Outbreak Updates - April 7, 2015",http://reliefweb.int/node/928146,4/7/15 0:00,Breaking,253,,,,,ReliefWeb,-11,8.75
"Bombali District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3282895,"Ebola Outbreak Updates - April 7, 2015",http://reliefweb.int/node/928146,4/7/15 0:00,Breaking,1049,,,,,ReliefWeb,-12.25,9.33333
"Kambia, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3282895,"Ebola Outbreak Updates - April 7, 2015",http://reliefweb.int/node/928146,4/7/15 0:00,Breaking,208,,,,,ReliefWeb,-12.91667,9.11667
"Koinadugu, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3282895,"Ebola Outbreak Updates - April 7, 2015",http://reliefweb.int/node/928146,4/7/15 0:00,Breaking,108,,,,,ReliefWeb,-11.36667,9.53333
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3282895,"Ebola Outbreak Updates - April 7, 2015",http://reliefweb.int/node/928146,4/7/15 0:00,Breaking,1443,,,,,ReliefWeb,-12.78333,8.76667
"Tonkolili District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3282895,"Ebola Outbreak Updates - April 7, 2015",http://reliefweb.int/node/928146,4/7/15 0:00,Breaking,454,,,,,ReliefWeb,-11.66667,8.66667
"Bo District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3282895,"Ebola Outbreak Updates - April 7, 2015",http://reliefweb.int/node/928146,4/7/15 0:00,Breaking,314,,,,,ReliefWeb,-11.666667,8
"Bonthe District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3282895,"Ebola Outbreak Updates - April 7, 2015",http://reliefweb.int/node/928146,4/7/15 0:00,Breaking,5,,,,,ReliefWeb,-12.5,7.5
"Moyamba District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3282895,"Ebola Outbreak Updates - April 7, 2015",http://reliefweb.int/node/928146,4/7/15 0:00,Breaking,209,,,,,ReliefWeb,-12.5,8
"Pujehun District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3282895,"Ebola Outbreak Updates - April 7, 2015",http://reliefweb.int/node/928146,4/7/15 0:00,Breaking,31,,,,,ReliefWeb,-11.5,7.33333
"Western Area Urban, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3282895,"Ebola Outbreak Updates - April 7, 2015",http://reliefweb.int/node/928146,4/7/15 0:00,Breaking,2237,,,,,ReliefWeb,-13.26617,8.45358
"Western Area Rural, Sierra Leone",Sierra Leone,Ebola,Humans,3282895,"Ebola Outbreak Updates - April 7, 2015",http://reliefweb.int/node/928146,4/7/15 0:00,Breaking,1162,,,,,ReliefWeb,-13.035694,8.311498
Sierra Leone,Sierra Leone,Ebola,Humans,3279800,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 02 April, 2015",http://reliefweb.int/node/926046,4/6/15 0:00,Breaking,12027,3814,,,,ReliefWeb,-11.79192,8.56028
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279800,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 02 April, 2015",http://reliefweb.int/node/926046,4/6/15 0:00,Breaking,565,228,,,,ReliefWeb,-10.56667,8.28333
"Kenema, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279800,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 02 April, 2015",http://reliefweb.int/node/926046,4/6/15 0:00,Breaking,503,265,,,,ReliefWeb,-11.1875,7.87667
"Kono District, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279800,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 02 April, 2015",http://reliefweb.int/node/926046,4/6/15 0:00,Breaking,254,186,,,,ReliefWeb,-11,8.75
"Bombali District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279800,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 02 April, 2015",http://reliefweb.int/node/926046,4/6/15 0:00,Breaking,1049,388,,,,ReliefWeb,-12.25,9.33333
"Kambia, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279800,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 02 April, 2015",http://reliefweb.int/node/926046,4/6/15 0:00,Breaking,206,119,,,,ReliefWeb,-12.91667,9.11667
"Koinadugu, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279800,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 02 April, 2015",http://reliefweb.int/node/926046,4/6/15 0:00,Breaking,108,56,,,,ReliefWeb,-11.36667,9.53333
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279800,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 02 April, 2015",http://reliefweb.int/node/926046,4/6/15 0:00,Breaking,1443,555,,,,ReliefWeb,-12.78333,8.76667
"Tonkolili District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279800,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 02 April, 2015",http://reliefweb.int/node/926046,4/6/15 0:00,Breaking,454,160,,,,ReliefWeb,-11.66667,8.66667
"Bo District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279800,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 02 April, 2015",http://reliefweb.int/node/926046,4/6/15 0:00,Breaking,314,114,,,,ReliefWeb,-11.666667,8
"Bonthe District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279800,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 02 April, 2015",http://reliefweb.int/node/926046,4/6/15 0:00,Breaking,5,5,,,,ReliefWeb,-12.5,7.5
"Moyamba District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279800,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 02 April, 2015",http://reliefweb.int/node/926046,4/6/15 0:00,Breaking,209,78,,,,ReliefWeb,-12.5,8
"Pujehun District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279800,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 02 April, 2015",http://reliefweb.int/node/926046,4/6/15 0:00,Breaking,31,16,,,,ReliefWeb,-11.5,7.33333
"Western Area Urban, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3279800,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 02 April, 2015",http://reliefweb.int/node/926046,4/6/15 0:00,Breaking,2230,764,,,,ReliefWeb,-13.26617,8.45358
"Western Area Rural, Sierra Leone",Sierra Leone,Ebola,Humans,3279800,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 02 April, 2015",http://reliefweb.int/node/926046,4/6/15 0:00,Breaking,1164,513,,,,ReliefWeb,-13.035694,8.311498
Sierra Leone,Sierra Leone,Ebola,Humans,3279801,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 03 April, 2015",http://reliefweb.int/node/926041,4/6/15 0:00,Breaking,12101,3820,,,,ReliefWeb,-11.79192,8.56028
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279801,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 03 April, 2015",http://reliefweb.int/node/926041,4/6/15 0:00,Breaking,565,228,,,,ReliefWeb,-10.56667,8.28333
"Kenema, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279801,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 03 April, 2015",http://reliefweb.int/node/926041,4/6/15 0:00,Breaking,503,265,,,,ReliefWeb,-11.1875,7.87667
"Kono District, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279801,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 03 April, 2015",http://reliefweb.int/node/926041,4/6/15 0:00,Breaking,254,186,,,,ReliefWeb,-11,8.75
"Bombali District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279801,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 03 April, 2015",http://reliefweb.int/node/926041,4/6/15 0:00,Breaking,1049,388,,,,ReliefWeb,-12.25,9.33333
"Kambia, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279801,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 03 April, 2015",http://reliefweb.int/node/926041,4/6/15 0:00,Breaking,206,119,,,,ReliefWeb,-12.91667,9.11667
"Koinadugu, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279801,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 03 April, 2015",http://reliefweb.int/node/926041,4/6/15 0:00,Breaking,108,56,,,,ReliefWeb,-11.36667,9.53333
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279801,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 03 April, 2015",http://reliefweb.int/node/926041,4/6/15 0:00,Breaking,1443,557,,,,ReliefWeb,-12.78333,8.76667
"Tonkolili District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279801,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 03 April, 2015",http://reliefweb.int/node/926041,4/6/15 0:00,Breaking,454,160,,,,ReliefWeb,-11.66667,8.66667
"Bo District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279801,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 03 April, 2015",http://reliefweb.int/node/926041,4/6/15 0:00,Breaking,314,114,,,,ReliefWeb,-11.666667,8
"Bonthe District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279801,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 03 April, 2015",http://reliefweb.int/node/926041,4/6/15 0:00,Breaking,5,5,,,,ReliefWeb,-12.5,7.5
"Moyamba District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279801,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 03 April, 2015",http://reliefweb.int/node/926041,4/6/15 0:00,Breaking,209,78,,,,ReliefWeb,-12.5,8
"Pujehun District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279801,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 03 April, 2015",http://reliefweb.int/node/926041,4/6/15 0:00,Breaking,31,16,,,,ReliefWeb,-11.5,7.33333
"Western Area Urban, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3279801,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 03 April, 2015",http://reliefweb.int/node/926041,4/6/15 0:00,Breaking,2230,766,,,,ReliefWeb,-13.26617,8.45358
"Western Area Rural, Sierra Leone",Sierra Leone,Ebola,Humans,3279801,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 03 April, 2015",http://reliefweb.int/node/926041,4/6/15 0:00,Breaking,1164,515,,,,ReliefWeb,-13.035694,8.311498
Sierra Leone,Sierra Leone,Ebola,Humans,3279802,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 04 April, 2015",http://reliefweb.int/node/926036,4/6/15 0:00,Breaking,12107,3825,,,,ReliefWeb,-11.79192,8.56028
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279802,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 04 April, 2015",http://reliefweb.int/node/926036,4/6/15 0:00,Breaking,566,229,,,,ReliefWeb,-10.56667,8.28333
"Kenema, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279802,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 04 April, 2015",http://reliefweb.int/node/926036,4/6/15 0:00,Breaking,503,265,,,,ReliefWeb,-11.1875,7.87667
"Kono District, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279802,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 04 April, 2015",http://reliefweb.int/node/926036,4/6/15 0:00,Breaking,254,186,,,,ReliefWeb,-11,8.75
"Bombali District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279802,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 04 April, 2015",http://reliefweb.int/node/926036,4/6/15 0:00,Breaking,1049,388,,,,ReliefWeb,-12.25,9.33333
"Kambia, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279802,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 04 April, 2015",http://reliefweb.int/node/926036,4/6/15 0:00,Breaking,206,119,,,,ReliefWeb,-12.91667,9.11667
"Koinadugu, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279802,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 04 April, 2015",http://reliefweb.int/node/926036,4/6/15 0:00,Breaking,108,56,,,,ReliefWeb,-11.36667,9.53333
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279802,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 04 April, 2015",http://reliefweb.int/node/926036,4/6/15 0:00,Breaking,1443,558,,,,ReliefWeb,-12.78333,8.76667
"Tonkolili District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279802,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 04 April, 2015",http://reliefweb.int/node/926036,4/6/15 0:00,Breaking,454,160,,,,ReliefWeb,-11.66667,8.66667
"Bo District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279802,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 04 April, 2015",http://reliefweb.int/node/926036,4/6/15 0:00,Breaking,314,114,,,,ReliefWeb,-11.666667,8
"Bonthe District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279802,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 04 April, 2015",http://reliefweb.int/node/926036,4/6/15 0:00,Breaking,5,5,,,,ReliefWeb,-12.5,7.5
"Moyamba District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279802,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 04 April, 2015",http://reliefweb.int/node/926036,4/6/15 0:00,Breaking,209,78,,,,ReliefWeb,-12.5,8
"Pujehun District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279802,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 04 April, 2015",http://reliefweb.int/node/926036,4/6/15 0:00,Breaking,31,16,,,,ReliefWeb,-11.5,7.33333
"Western Area Urban, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3279802,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 04 April, 2015",http://reliefweb.int/node/926036,4/6/15 0:00,Breaking,2231,767,,,,ReliefWeb,-13.26617,8.45358
"Western Area Rural, Sierra Leone",Sierra Leone,Ebola,Humans,3279802,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 04 April, 2015",http://reliefweb.int/node/926036,4/6/15 0:00,Breaking,1164,517,,,,ReliefWeb,-13.035694,8.311498
Sierra Leone,Sierra Leone,Ebola,Humans,3279803,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 05 April, 2015",http://reliefweb.int/node/926031,4/6/15 0:00,Breaking,12137,3827,,,,ReliefWeb,-11.79192,8.56028
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279803,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 05 April, 2015",http://reliefweb.int/node/926031,4/6/15 0:00,Breaking,566,229,,,,ReliefWeb,-10.56667,8.28333
"Kenema, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279803,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 05 April, 2015",http://reliefweb.int/node/926031,4/6/15 0:00,Breaking,503,265,,,,ReliefWeb,-11.1875,7.87667
"Kono District, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279803,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 05 April, 2015",http://reliefweb.int/node/926031,4/6/15 0:00,Breaking,254,186,,,,ReliefWeb,-11,8.75
"Bombali District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279803,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 05 April, 2015",http://reliefweb.int/node/926031,4/6/15 0:00,Breaking,1049,388,,,,ReliefWeb,-12.25,9.33333
"Kambia, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279803,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 05 April, 2015",http://reliefweb.int/node/926031,4/6/15 0:00,Breaking,208,120,,,,ReliefWeb,-12.91667,9.11667
"Koinadugu, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279803,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 05 April, 2015",http://reliefweb.int/node/926031,4/6/15 0:00,Breaking,108,56,,,,ReliefWeb,-11.36667,9.53333
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279803,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 05 April, 2015",http://reliefweb.int/node/926031,4/6/15 0:00,Breaking,1443,558,,,,ReliefWeb,-12.78333,8.76667
"Tonkolili District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279803,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 05 April, 2015",http://reliefweb.int/node/926031,4/6/15 0:00,Breaking,454,160,,,,ReliefWeb,-11.66667,8.66667
"Bo District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279803,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 05 April, 2015",http://reliefweb.int/node/926031,4/6/15 0:00,Breaking,314,114,,,,ReliefWeb,-11.666667,8
"Bonthe District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279803,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 05 April, 2015",http://reliefweb.int/node/926031,4/6/15 0:00,Breaking,5,5,,,,ReliefWeb,-12.5,7.5
"Moyamba District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279803,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 05 April, 2015",http://reliefweb.int/node/926031,4/6/15 0:00,Breaking,209,78,,,,ReliefWeb,-12.5,8
"Pujehun District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279803,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 05 April, 2015",http://reliefweb.int/node/926031,4/6/15 0:00,Breaking,31,16,,,,ReliefWeb,-11.5,7.33333
"Western Area Urban, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3279803,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 05 April, 2015",http://reliefweb.int/node/926031,4/6/15 0:00,Breaking,2233,768,,,,ReliefWeb,-13.26617,8.45358
"Western Area Rural, Sierra Leone",Sierra Leone,Ebola,Humans,3279803,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ 05 April, 2015",http://reliefweb.int/node/926031,4/6/15 0:00,Breaking,1164,517,,,,ReliefWeb,-13.035694,8.311498
Sierra Leone,Sierra Leone,Ebola,Humans,3279798,"Ebola Outbreak Updates - April 5, 2015",http://reliefweb.int/node/926056,4/6/15 0:00,Breaking,,,,,,ReliefWeb,-11.79192,8.56028
"Bo District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279798,"Ebola Outbreak Updates - April 5, 2015",http://reliefweb.int/node/926056,4/6/15 0:00,Breaking,314,,,,,ReliefWeb,-11.666667,8
"Kenema, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279798,"Ebola Outbreak Updates - April 5, 2015",http://reliefweb.int/node/926056,4/6/15 0:00,Breaking,503,,,,,ReliefWeb,-11.1875,7.87667
"Kono District, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279798,"Ebola Outbreak Updates - April 5, 2015",http://reliefweb.int/node/926056,4/6/15 0:00,Breaking,253,,,,,ReliefWeb,-11,8.75
"Bombali District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279798,"Ebola Outbreak Updates - April 5, 2015",http://reliefweb.int/node/926056,4/6/15 0:00,Breaking,1049,,,,,ReliefWeb,-12.25,9.33333
"Kambia, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279798,"Ebola Outbreak Updates - April 5, 2015",http://reliefweb.int/node/926056,4/6/15 0:00,Breaking,208,,,,,ReliefWeb,-12.91667,9.11667
"Koinadugu, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279798,"Ebola Outbreak Updates - April 5, 2015",http://reliefweb.int/node/926056,4/6/15 0:00,Breaking,108,,,,,ReliefWeb,-11.36667,9.53333
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279798,"Ebola Outbreak Updates - April 5, 2015",http://reliefweb.int/node/926056,4/6/15 0:00,Breaking,1443,,,,,ReliefWeb,-12.78333,8.76667
"Tonkolili District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279798,"Ebola Outbreak Updates - April 5, 2015",http://reliefweb.int/node/926056,4/6/15 0:00,Breaking,454,,,,,ReliefWeb,-11.66667,8.66667
"Bonthe District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279798,"Ebola Outbreak Updates - April 5, 2015",http://reliefweb.int/node/926056,4/6/15 0:00,Breaking,5,,,,,ReliefWeb,-12.5,7.5
"Moyamba District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279798,"Ebola Outbreak Updates - April 5, 2015",http://reliefweb.int/node/926056,4/6/15 0:00,Breaking,209,,,,,ReliefWeb,-12.5,8
"Pujehun District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3279798,"Ebola Outbreak Updates - April 5, 2015",http://reliefweb.int/node/926056,4/6/15 0:00,Breaking,31,,,,,ReliefWeb,-11.5,7.33333
"Western Area Urban, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,3279798,"Ebola Outbreak Updates - April 5, 2015",http://reliefweb.int/node/926056,4/6/15 0:00,Breaking,2235,,,,,ReliefWeb,-13.26617,8.45358
"Western Area Rural, Sierra Leone",Sierra Leone,Ebola,Humans,3279798,"Ebola Outbreak Updates - April 5, 2015",http://reliefweb.int/node/926056,4/6/15 0:00,Breaking,1162,,,,,ReliefWeb,-13.035694,8.311498
Liberia,Liberia,Ebola,Humans,3278538,Liberia Ebola Situation Report no. 79 - 1 April 2015,http://reliefweb.int/node/925336,4/5/15 0:00,Breaking,9898,4353,,,,ReliefWeb,-9.30791,6.44809
Liberia,Liberia,Ebola,Humans,3272770,Ebola Outbreak Monthly Overview March,http://reliefweb.int/node/922276,4/2/15 0:00,Breaking,9712,4332,,,,ReliefWeb,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3272770,Ebola Outbreak Monthly Overview March,http://reliefweb.int/node/922276,4/2/15 0:00,Breaking,3492,2314,,,,ReliefWeb,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3272770,Ebola Outbreak Monthly Overview March,http://reliefweb.int/node/922276,4/2/15 0:00,Breaking,11974,3799,,,,ReliefWeb,-11.79192,8.56028
Sierra Leone,Sierra Leone,Ebola,Humans,3271363,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ â€“ 01 April, 2015",http://reliefweb.int/node/921121,4/1/15 0:00,Breaking,12022,3810,,,,ReliefWeb,-11.79192,8.56028
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3271363,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ â€“ 01 April, 2015",http://reliefweb.int/node/921121,4/1/15 0:00,Breaking,565,228,,,,ReliefWeb,-10.56667,8.28333
"Kenema, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3271363,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ â€“ 01 April, 2015",http://reliefweb.int/node/921121,4/1/15 0:00,Breaking,503,265,,,,ReliefWeb,-11.1875,7.87667
"Kono District, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3271363,"Ebola Virus Disease - Situation Report (Sit-Rep) â€“ â€“ 01 April, 2015",http://reliefweb.int/node/921121,4/1/15 0:00,Breaking,254,186,,,,ReliefWeb,-11,8.75
