Location,Country,Disease,Species,HealthMap Alert ID,Headline,URL,Issue Date,Alert Tag,SC,SD,CC,CD,RO,Feed Name,Lon,Lat
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3010143,"UN Mission for Ebola Emergency Response (UNMEER) External Situation Report, 3 December 2014",http://reliefweb.int/node/749581,12/3/14 0:00,Breaking,,,,,,ReliefWeb,-10.56667,8.28333
"Bombali District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3010143,"UN Mission for Ebola Emergency Response (UNMEER) External Situation Report, 3 December 2014",http://reliefweb.int/node/749581,12/3/14 0:00,Breaking,,,,,,ReliefWeb,-12.25,9.33333
Liberia,Liberia,Ebola,Humans,3009130,"Liberia: Ebola Outbreak Situation Report No.12, 24 - 30 November 2014",http://reliefweb.int/node/748851,12/3/14 0:00,Breaking,,,,,,ReliefWeb,-9.30791,6.44809
"Paynesville, Montserrado, Liberia",Liberia,Ebola,Humans,3009130,"Liberia: Ebola Outbreak Situation Report No.12, 24 - 30 November 2014",http://reliefweb.int/node/748851,12/3/14 0:00,Breaking,,,,,,ReliefWeb,-10.71778,6.27556
"Montserrado County, Liberia",Liberia,Ebola,Humans,3009130,"Liberia: Ebola Outbreak Situation Report No.12, 24 - 30 November 2014",http://reliefweb.int/node/748851,12/3/14 0:00,Breaking,,,,,,ReliefWeb,-10.5,6.5
"Monrovia, Montserrado, Liberia",Liberia,Ebola,Humans,3009130,"Liberia: Ebola Outbreak Situation Report No.12, 24 - 30 November 2014",http://reliefweb.int/node/748851,12/3/14 0:00,Breaking,,,,,,ReliefWeb,-10.804722,6.310556
"New Kru Town, Montserrado, Liberia",Liberia,Ebola,Humans,3009130,"Liberia: Ebola Outbreak Situation Report No.12, 24 - 30 November 2014",http://reliefweb.int/node/748851,12/3/14 0:00,Breaking,,,,,,ReliefWeb,-10.78333,6.36667
"Bushrod Island, Montserrado, Liberia",Liberia,Ebola,Humans,3009130,"Liberia: Ebola Outbreak Situation Report No.12, 24 - 30 November 2014",http://reliefweb.int/node/748851,12/3/14 0:00,Breaking,,,,,,ReliefWeb,-10.78333,6.35
Sierra Leone,Sierra Leone,Ebola,Humans,3008387,Locking Ebola out of Sierra Leone jails,http://reliefweb.int/node/748346,12/3/14 0:00,Warning,,,,,,ReliefWeb,-11.79192,8.56028
Sierra Leone,Sierra Leone,Ebola,Humans,3006710,Sierra Leone widens Ebola quarantine,http://reliefweb.int/node/746906,12/2/14 0:00,Breaking,7109,1530,,,,ReliefWeb,-11.79192,8.56028
"Tonkolili District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3006710,Sierra Leone widens Ebola quarantine,http://reliefweb.int/node/746906,12/2/14 0:00,Breaking,,,,,,ReliefWeb,-11.66667,8.66667
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3006710,Sierra Leone widens Ebola quarantine,http://reliefweb.int/node/746906,12/2/14 0:00,Breaking,,,,,,ReliefWeb,-12.78333,8.76667
"Bombali District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3006710,Sierra Leone widens Ebola quarantine,http://reliefweb.int/node/746906,12/2/14 0:00,Breaking,,,,,,ReliefWeb,-12.25,9.33333
"Moyamba District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3006710,Sierra Leone widens Ebola quarantine,http://reliefweb.int/node/746906,12/2/14 0:00,Breaking,,,,,,ReliefWeb,-12.5,8
"Kenema, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3006710,Sierra Leone widens Ebola quarantine,http://reliefweb.int/node/746906,12/2/14 0:00,Breaking,,,,,,ReliefWeb,-11.1875,7.87667
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3006710,Sierra Leone widens Ebola quarantine,http://reliefweb.int/node/746906,12/2/14 0:00,Breaking,,,,,,ReliefWeb,-10.56667,8.28333
Spain,Spain,Ebola,Humans,3005982,WHO congratulates Spain on ending Ebola transmission,http://reliefweb.int/node/746556,12/2/14 0:00,Breaking,,,,,,ReliefWeb,-3.64957,40.22683
Sierra Leone,Sierra Leone,Ebola,Humans,3005982,WHO congratulates Spain on ending Ebola transmission,http://reliefweb.int/node/746556,12/2/14 0:00,Breaking,,,,,,ReliefWeb,-11.79192,8.56028
Sierra Leone,Sierra Leone,Ebola,Humans,2990471,"Sierra Leone Weekly Ebola Surveillance Report, 21st November 2014",http://reliefweb.int/node/738426,11/26/14 0:00,Breaking,,,,,,ReliefWeb,-11.79192,8.56028
"Kambia, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2990471,"Sierra Leone Weekly Ebola Surveillance Report, 21st November 2014",http://reliefweb.int/node/738426,11/26/14 0:00,Breaking,,,,,,ReliefWeb,-12.91667,9.11667
"Koinadugu, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2990471,"Sierra Leone Weekly Ebola Surveillance Report, 21st November 2014",http://reliefweb.int/node/738426,11/26/14 0:00,Breaking,,,,,,ReliefWeb,-11.36667,9.53333
"Bombali District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2990471,"Sierra Leone Weekly Ebola Surveillance Report, 21st November 2014",http://reliefweb.int/node/738426,11/26/14 0:00,Breaking,,,,,,ReliefWeb,-12.25,9.33333
"Bo District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2990471,"Sierra Leone Weekly Ebola Surveillance Report, 21st November 2014",http://reliefweb.int/node/738426,11/26/14 0:00,Breaking,,,,,,ReliefWeb,-11.666667,8
"Bonthe District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2990471,"Sierra Leone Weekly Ebola Surveillance Report, 21st November 2014",http://reliefweb.int/node/738426,11/26/14 0:00,Breaking,,,,,,ReliefWeb,-12.5,7.5
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2990471,"Sierra Leone Weekly Ebola Surveillance Report, 21st November 2014",http://reliefweb.int/node/738426,11/26/14 0:00,Breaking,,,,,,ReliefWeb,-10.56667,8.28333
"Kenema, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2990471,"Sierra Leone Weekly Ebola Surveillance Report, 21st November 2014",http://reliefweb.int/node/738426,11/26/14 0:00,Breaking,,,,,,ReliefWeb,-11.1875,7.87667
"Kono District, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2990471,"Sierra Leone Weekly Ebola Surveillance Report, 21st November 2014",http://reliefweb.int/node/738426,11/26/14 0:00,Breaking,,,,,,ReliefWeb,-11,8.75
"Pujehun District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2990471,"Sierra Leone Weekly Ebola Surveillance Report, 21st November 2014",http://reliefweb.int/node/738426,11/26/14 0:00,Breaking,,,,,,ReliefWeb,-11.5,7.33333
"Moyamba District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2990471,"Sierra Leone Weekly Ebola Surveillance Report, 21st November 2014",http://reliefweb.int/node/738426,11/26/14 0:00,Breaking,,,,,,ReliefWeb,-12.5,8
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2990471,"Sierra Leone Weekly Ebola Surveillance Report, 21st November 2014",http://reliefweb.int/node/738426,11/26/14 0:00,Breaking,,,,,,ReliefWeb,-12.78333,8.76667
"Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,2990471,"Sierra Leone Weekly Ebola Surveillance Report, 21st November 2014",http://reliefweb.int/node/738426,11/26/14 0:00,Breaking,,,,,,ReliefWeb,-13,8.33333
"Tonkolili District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2990471,"Sierra Leone Weekly Ebola Surveillance Report, 21st November 2014",http://reliefweb.int/node/738426,11/26/14 0:00,Breaking,,,,,,ReliefWeb,-11.66667,8.66667
Liberia,Liberia,Ebola,Humans,2988627,IOM Fights Ebola in Liberia â€œHotspotsâ€ù,http://reliefweb.int/node/737396,11/25/14 0:00,Warning,,,,,,ReliefWeb,-9.30791,6.44809
"Grand Bassa County, Liberia",Liberia,Ebola,Humans,2988627,IOM Fights Ebola in Liberia â€œHotspotsâ€ù,http://reliefweb.int/node/737396,11/25/14 0:00,Warning,,,,,,ReliefWeb,-9.75,6.25
"Monrovia, Montserrado, Liberia",Liberia,Ebola,Humans,2988627,IOM Fights Ebola in Liberia â€œHotspotsâ€ù,http://reliefweb.int/node/737396,11/25/14 0:00,Warning,,,,,,ReliefWeb,-10.804722,6.310556
"Sinje, Grand Cape Mount, Liberia",Liberia,Ebola,Humans,2988627,IOM Fights Ebola in Liberia â€œHotspotsâ€ù,http://reliefweb.int/node/737396,11/25/14 0:00,Warning,,,,,,ReliefWeb,-11.04833,6.77333
"Bomi County, Liberia",Liberia,Ebola,Humans,2988627,IOM Fights Ebola in Liberia â€œHotspotsâ€ù,http://reliefweb.int/node/737396,11/25/14 0:00,Warning,,,,,,ReliefWeb,-10.83333,6.66667
"Grand Cape Mount County, Liberia",Liberia,Ebola,Humans,2988627,IOM Fights Ebola in Liberia â€œHotspotsâ€ù,http://reliefweb.int/node/737396,11/25/14 0:00,Warning,,,,,,ReliefWeb,-11,7.16667
Guinea,Guinea,Ebola,Humans,2980068,Ebola response roadmap - Situation report update 21 November 2014,http://reliefweb.int/node/733391,11/21/14 0:00,Breaking,2047,1214,,,,ReliefWeb,-10.94177,10.43821
Liberia,Liberia,Ebola,Humans,2980068,Ebola response roadmap - Situation report update 21 November 2014,http://reliefweb.int/node/733391,11/21/14 0:00,Breaking,7082,2963,,,,ReliefWeb,-9.30791,6.44809
Sierra Leone,Sierra Leone,Ebola,Humans,2980068,Ebola response roadmap - Situation report update 21 November 2014,http://reliefweb.int/node/733391,11/21/14 0:00,Breaking,6190,1267,,,,ReliefWeb,-11.79192,8.56028
Mali,Mali,Ebola,Humans,2980068,Ebola response roadmap - Situation report update 21 November 2014,http://reliefweb.int/node/733391,11/21/14 0:00,Breaking,6,6,,,,ReliefWeb,-3.52442,17.350281
Spain,Spain,Ebola,Humans,2980068,Ebola response roadmap - Situation report update 21 November 2014,http://reliefweb.int/node/733391,11/21/14 0:00,Breaking,,,1,,,ReliefWeb,-3.64957,40.22683
United States,United States,Ebola,Humans,2980068,Ebola response roadmap - Situation report update 21 November 2014,http://reliefweb.int/node/733391,11/21/14 0:00,Breaking,,,4,1,,ReliefWeb,-97.556099,39.96693
Nigeria,Nigeria,Ebola,Humans,2980068,Ebola response roadmap - Situation report update 21 November 2014,http://reliefweb.int/node/733391,11/21/14 0:00,Breaking,20,8,,,,ReliefWeb,8.10531,9.59396
Senegal,Senegal,Ebola,Humans,2980068,Ebola response roadmap - Situation report update 21 November 2014,http://reliefweb.int/node/733391,11/21/14 0:00,Breaking,,,1,,,ReliefWeb,-14.46765,14.36697
DR Congo,DR Congo,Ebola,Humans,2980068,Ebola response roadmap - Situation report update 21 November 2014,http://reliefweb.int/node/733391,11/21/14 0:00,Breaking,66,49,,,,ReliefWeb,25,-2
Sierra Leone,Sierra Leone,Ebola,Humans,2964202,Sierra Leone Ebola Outbreak: Location & Status of Ebola Treatment Units and Cumulative Case Totals for each District (as of 16 Nov 2014 ),http://reliefweb.int/node/726941,11/17/14 0:00,Breaking,,,,,,ReliefWeb,-11.79192,8.56028
"Kambia, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2964202,Sierra Leone Ebola Outbreak: Location & Status of Ebola Treatment Units and Cumulative Case Totals for each District (as of 16 Nov 2014 ),http://reliefweb.int/node/726941,11/17/14 0:00,Breaking,56,,,,,ReliefWeb,-12.91667,9.11667
"Bombali District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2964202,Sierra Leone Ebola Outbreak: Location & Status of Ebola Treatment Units and Cumulative Case Totals for each District (as of 16 Nov 2014 ),http://reliefweb.int/node/726941,11/17/14 0:00,Breaking,678,,,,,ReliefWeb,-12.25,9.33333
"Koinadugu, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2964202,Sierra Leone Ebola Outbreak: Location & Status of Ebola Treatment Units and Cumulative Case Totals for each District (as of 16 Nov 2014 ),http://reliefweb.int/node/726941,11/17/14 0:00,Breaking,55,,,,,ReliefWeb,-11.36667,9.53333
"Tonkolili District, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2964202,Sierra Leone Ebola Outbreak: Location & Status of Ebola Treatment Units and Cumulative Case Totals for each District (as of 16 Nov 2014 ),http://reliefweb.int/node/726941,11/17/14 0:00,Breaking,288,,,,,ReliefWeb,-11.66667,8.66667
"Kono District, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2964202,Sierra Leone Ebola Outbreak: Location & Status of Ebola Treatment Units and Cumulative Case Totals for each District (as of 16 Nov 2014 ),http://reliefweb.int/node/726941,11/17/14 0:00,Breaking,45,,,,,ReliefWeb,-11,8.75
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2964202,Sierra Leone Ebola Outbreak: Location & Status of Ebola Treatment Units and Cumulative Case Totals for each District (as of 16 Nov 2014 ),http://reliefweb.int/node/726941,11/17/14 0:00,Breaking,558,,,,,ReliefWeb,-10.56667,8.28333
"Kenema, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2964202,Sierra Leone Ebola Outbreak: Location & Status of Ebola Treatment Units and Cumulative Case Totals for each District (as of 16 Nov 2014 ),http://reliefweb.int/node/726941,11/17/14 0:00,Breaking,493,,,,,ReliefWeb,-11.1875,7.87667
"Pujehun District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2964202,Sierra Leone Ebola Outbreak: Location & Status of Ebola Treatment Units and Cumulative Case Totals for each District (as of 16 Nov 2014 ),http://reliefweb.int/node/726941,11/17/14 0:00,Breaking,28,,,,,ReliefWeb,-11.5,7.33333
"Bonthe District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2964202,Sierra Leone Ebola Outbreak: Location & Status of Ebola Treatment Units and Cumulative Case Totals for each District (as of 16 Nov 2014 ),http://reliefweb.int/node/726941,11/17/14 0:00,Breaking,2,,,,,ReliefWeb,-12.5,7.5
"Bo District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2964202,Sierra Leone Ebola Outbreak: Location & Status of Ebola Treatment Units and Cumulative Case Totals for each District (as of 16 Nov 2014 ),http://reliefweb.int/node/726941,11/17/14 0:00,Breaking,203,,,,,ReliefWeb,-11.666667,8
"Moyamba District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2964202,Sierra Leone Ebola Outbreak: Location & Status of Ebola Treatment Units and Cumulative Case Totals for each District (as of 16 Nov 2014 ),http://reliefweb.int/node/726941,11/17/14 0:00,Breaking,141,,,,,ReliefWeb,-12.5,8
"Western Area Rural, Sierra Leone",Sierra Leone,Ebola,Humans,2964202,Sierra Leone Ebola Outbreak: Location & Status of Ebola Treatment Units and Cumulative Case Totals for each District (as of 16 Nov 2014 ),http://reliefweb.int/node/726941,11/17/14 0:00,Breaking,655,,,,,ReliefWeb,-13.035694,8.311498
"Western Area Urban, Western Area, Sierra Leone",Sierra Leone,Ebola,Humans,2964202,Sierra Leone Ebola Outbreak: Location & Status of Ebola Treatment Units and Cumulative Case Totals for each District (as of 16 Nov 2014 ),http://reliefweb.int/node/726941,11/17/14 0:00,Breaking,878,,,,,ReliefWeb,-13.26617,8.45358
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2964202,Sierra Leone Ebola Outbreak: Location & Status of Ebola Treatment Units and Cumulative Case Totals for each District (as of 16 Nov 2014 ),http://reliefweb.int/node/726941,11/17/14 0:00,Breaking,664,,,,,ReliefWeb,-12.78333,8.76667
Guinea,Guinea,Ebola,Humans,2963767,"UNICEF Guinea: Ebola Situation Report, 12 November 2014",http://reliefweb.int/node/726721,11/17/14 0:00,Breaking,1928,1174,,,,ReliefWeb,-10.94177,10.43821
"Nzerekore, Guinea",Guinea,Ebola,Humans,2963767,"UNICEF Guinea: Ebola Situation Report, 12 November 2014",http://reliefweb.int/node/726721,11/17/14 0:00,Breaking,,,,,,ReliefWeb,-8.816667,7.75
"Macenta Prefecture, NzÃ©rÃ©korÃ© Region, Guinea",Guinea,Ebola,Humans,2963767,"UNICEF Guinea: Ebola Situation Report, 12 November 2014",http://reliefweb.int/node/726721,11/17/14 0:00,Breaking,,,,,,ReliefWeb,-9.47099,8.54351
"Kouankan, Nzerekore, Guinea",Guinea,Ebola,Humans,2963767,"UNICEF Guinea: Ebola Situation Report, 12 November 2014",http://reliefweb.int/node/726721,11/17/14 0:00,Breaking,,,,,,ReliefWeb,-9.13861,8.44222
"Kankan Region, Guinea",Guinea,Ebola,Humans,2963767,"UNICEF Guinea: Ebola Situation Report, 12 November 2014",http://reliefweb.int/node/726721,11/17/14 0:00,Breaking,,,,,,ReliefWeb,-9.3,10.383333
"Faranah Region, Guinea",Guinea,Ebola,Humans,2963767,"UNICEF Guinea: Ebola Situation Report, 12 November 2014",http://reliefweb.int/node/726721,11/17/14 0:00,Breaking,,,,,,ReliefWeb,-10.69583,10.3375
"Conakry Region, Guinea",Guinea,Ebola,Humans,2963767,"UNICEF Guinea: Ebola Situation Report, 12 November 2014",http://reliefweb.int/node/726721,11/17/14 0:00,Breaking,,,,,,ReliefWeb,-13.712222,9.509167
DR Congo,DR Congo,Ebola,Humans,2950718,DRC: Ebola Virus Disease DREF Operation nÂ° MDRCD015 Operations update nÂ° 1,http://reliefweb.int/node/720841,11/12/14 0:00,Warning,69,49,,,,ReliefWeb,25,-2
"Boende, Ã‰quateur, Democratic Republic of the Congo",DR Congo,Ebola,Humans,2950718,DRC: Ebola Virus Disease DREF Operation nÂ° MDRCD015 Operations update nÂ° 1,http://reliefweb.int/node/720841,11/12/14 0:00,Warning,,,,,,ReliefWeb,20.880529,-0.28163
"Ikonge, Democratic Republic of the Congo",DR Congo,Ebola,Humans,2950718,DRC: Ebola Virus Disease DREF Operation nÂ° MDRCD015 Operations update nÂ° 1,http://reliefweb.int/node/720841,11/12/14 0:00,Warning,,,,,,ReliefWeb,20.116671,-0.31667
"Mondombe, Ã‰quateur, Democratic Republic of the Congo",DR Congo,Ebola,Humans,2950718,DRC: Ebola Virus Disease DREF Operation nÂ° MDRCD015 Operations update nÂ° 1,http://reliefweb.int/node/720841,11/12/14 0:00,Warning,,,,,,ReliefWeb,22.7533,-0.77802
"Watsikengo, Democratic Republic of the Congo",DR Congo,Ebola,Humans,2950718,DRC: Ebola Virus Disease DREF Operation nÂ° MDRCD015 Operations update nÂ° 1,http://reliefweb.int/node/720841,11/12/14 0:00,Warning,,,,,,ReliefWeb,20.625099,-0.90716
Guinea,Guinea,Ebola,Humans,2949635,Ebola response roadmap situation report update 12 November 2014,http://reliefweb.int/node/720276,11/12/14 0:00,Warning,,,,,,ReliefWeb,-10.94177,10.43821
Liberia,Liberia,Ebola,Humans,2949635,Ebola response roadmap situation report update 12 November 2014,http://reliefweb.int/node/720276,11/12/14 0:00,Warning,,,,,,ReliefWeb,-9.30791,6.44809
Mali,Mali,Ebola,Humans,2949635,Ebola response roadmap situation report update 12 November 2014,http://reliefweb.int/node/720276,11/12/14 0:00,Warning,,,,,,ReliefWeb,-3.52442,17.350281
Sierra Leone,Sierra Leone,Ebola,Humans,2949635,Ebola response roadmap situation report update 12 November 2014,http://reliefweb.int/node/720276,11/12/14 0:00,Warning,,,,,,ReliefWeb,-11.79192,8.56028
Spain,Spain,Ebola,Humans,2949635,Ebola response roadmap situation report update 12 November 2014,http://reliefweb.int/node/720276,11/12/14 0:00,Warning,,,,,,ReliefWeb,-3.64957,40.22683
United States,United States,Ebola,Humans,2949635,Ebola response roadmap situation report update 12 November 2014,http://reliefweb.int/node/720276,11/12/14 0:00,Warning,,,,,,ReliefWeb,-97.556099,39.96693
Nigeria,Nigeria,Ebola,Humans,2949635,Ebola response roadmap situation report update 12 November 2014,http://reliefweb.int/node/720276,11/12/14 0:00,Warning,,,,,,ReliefWeb,8.10531,9.59396
Senegal,Senegal,Ebola,Humans,2949635,Ebola response roadmap situation report update 12 November 2014,http://reliefweb.int/node/720276,11/12/14 0:00,Warning,,,,,,ReliefWeb,-14.46765,14.36697
Guinea,Guinea,Ebola,Humans,2946259,"UNICEF Guinea: Ebola Situation Report, 29 October 2014",http://reliefweb.int/node/718381,11/11/14 0:00,Breaking,1744,1060,,,,ReliefWeb,-10.94177,10.43821
"NzÃ©rÃ©korÃ© Region, Guinea",Guinea,Ebola,Humans,2946259,"UNICEF Guinea: Ebola Situation Report, 29 October 2014",http://reliefweb.int/node/718381,11/11/14 0:00,Breaking,,,,,,ReliefWeb,-8.833333,7.733333
"Conakry, Conakry, Guinea",Guinea,Ebola,Humans,2946259,"UNICEF Guinea: Ebola Situation Report, 29 October 2014",http://reliefweb.int/node/718381,11/11/14 0:00,Breaking,,,,,,ReliefWeb,-13.67729,9.53795
Sierra Leone,Sierra Leone,Ebola,Humans,2945078,One in 7 women risk dying in childbirth in Ebola-hit countries,http://reliefweb.int/node/717561,11/11/14 0:00,Warning,,,,,,ReliefWeb,-11.79192,8.56028
Guinea,Guinea,Ebola,Humans,2945078,One in 7 women risk dying in childbirth in Ebola-hit countries,http://reliefweb.int/node/717561,11/11/14 0:00,Warning,,,,,,ReliefWeb,-10.94177,10.43821
Liberia,Liberia,Ebola,Humans,2945078,One in 7 women risk dying in childbirth in Ebola-hit countries,http://reliefweb.int/node/717561,11/11/14 0:00,Warning,,,,,,ReliefWeb,-9.30791,6.44809
Sierra Leone,Sierra Leone,Ebola,Humans,2940804,Rural Sierra Leone waits for help as Ebola does its worst,http://reliefweb.int/node/715346,11/9/14 0:00,Breaking,,,,,,ReliefWeb,-11.79192,8.56028
"Port Loko, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2940804,Rural Sierra Leone waits for help as Ebola does its worst,http://reliefweb.int/node/715346,11/9/14 0:00,Breaking,,,,,,ReliefWeb,-12.78333,8.76667
"Kigbal, Northern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2940804,Rural Sierra Leone waits for help as Ebola does its worst,http://reliefweb.int/node/715346,11/9/14 0:00,Breaking,,,,,,ReliefWeb,-13.15833,8.68222
Liberia,Liberia,Ebola,Humans,2938781,"UNICEF - Liberia Ebola Virus Disease: SitRep #59, 5 November 2014",http://reliefweb.int/node/714856,11/8/14 0:00,Breaking,,,,,,ReliefWeb,-9.30791,6.44809
"Grand Kru County, Liberia",Liberia,Ebola,Humans,2938781,"UNICEF - Liberia Ebola Virus Disease: SitRep #59, 5 November 2014",http://reliefweb.int/node/714856,11/8/14 0:00,Breaking,,,,,,ReliefWeb,-8.221298,4.761386
"Grand Bassa County, Liberia",Liberia,Ebola,Humans,2938781,"UNICEF - Liberia Ebola Virus Disease: SitRep #59, 5 November 2014",http://reliefweb.int/node/714856,11/8/14 0:00,Breaking,,,,,,ReliefWeb,-9.75,6.25
"Sinoe County, Liberia",Liberia,Ebola,Humans,2938781,"UNICEF - Liberia Ebola Virus Disease: SitRep #59, 5 November 2014",http://reliefweb.int/node/714856,11/8/14 0:00,Breaking,,,,,,ReliefWeb,-8.66667,5.33333
"Grand Cape Mount County, Liberia",Liberia,Ebola,Humans,2938781,"UNICEF - Liberia Ebola Virus Disease: SitRep #59, 5 November 2014",http://reliefweb.int/node/714856,11/8/14 0:00,Breaking,,,,,,ReliefWeb,-11,7.16667
"Gbarpolu County, Liberia",Liberia,Ebola,Humans,2938781,"UNICEF - Liberia Ebola Virus Disease: SitRep #59, 5 November 2014",http://reliefweb.int/node/714856,11/8/14 0:00,Breaking,,,,,,ReliefWeb,-10.41667,7.16667
"Bomi County, Liberia",Liberia,Ebola,Humans,2938781,"UNICEF - Liberia Ebola Virus Disease: SitRep #59, 5 November 2014",http://reliefweb.int/node/714856,11/8/14 0:00,Breaking,,,,,,ReliefWeb,-10.83333,6.66667
Sierra Leone,Sierra Leone,Ebola,Humans,2937708,"UN Mission for Ebola Emergency Response (UNMEER) External Situation Report, 7 November 2014",http://reliefweb.int/node/714236,11/7/14 0:00,Breaking,,,,,,ReliefWeb,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2937708,"UN Mission for Ebola Emergency Response (UNMEER) External Situation Report, 7 November 2014",http://reliefweb.int/node/714236,11/7/14 0:00,Breaking,,,,,,ReliefWeb,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,2937708,"UN Mission for Ebola Emergency Response (UNMEER) External Situation Report, 7 November 2014",http://reliefweb.int/node/714236,11/7/14 0:00,Breaking,,,,,,ReliefWeb,-10.94177,10.43821
"Grand Kru County, Liberia",Liberia,Ebola,Humans,2937708,"UN Mission for Ebola Emergency Response (UNMEER) External Situation Report, 7 November 2014",http://reliefweb.int/node/714236,11/7/14 0:00,Breaking,,,,,,ReliefWeb,-8.221298,4.761386
"Grand Bassa County, Liberia",Liberia,Ebola,Humans,2937708,"UN Mission for Ebola Emergency Response (UNMEER) External Situation Report, 7 November 2014",http://reliefweb.int/node/714236,11/7/14 0:00,Breaking,,,,,,ReliefWeb,-9.75,6.25
"Grand Cape Mount County, Liberia",Liberia,Ebola,Humans,2937708,"UN Mission for Ebola Emergency Response (UNMEER) External Situation Report, 7 November 2014",http://reliefweb.int/node/714236,11/7/14 0:00,Breaking,,,,,,ReliefWeb,-11,7.16667
"Sinoe County, Liberia",Liberia,Ebola,Humans,2937708,"UN Mission for Ebola Emergency Response (UNMEER) External Situation Report, 7 November 2014",http://reliefweb.int/node/714236,11/7/14 0:00,Breaking,,,,,,ReliefWeb,-8.66667,5.33333
Guinea,Guinea,Ebola,Humans,2937544,Ebola response roadmap situation report update 7 November 2014,http://reliefweb.int/node/714191,11/7/14 0:00,Breaking,1760,1054,,,,ReliefWeb,-10.94177,10.43821
Liberia,Liberia,Ebola,Humans,2937544,Ebola response roadmap situation report update 7 November 2014,http://reliefweb.int/node/714191,11/7/14 0:00,Breaking,6619,2766,,,,ReliefWeb,-9.30791,6.44809
Mali,Mali,Ebola,Humans,2937544,Ebola response roadmap situation report update 7 November 2014,http://reliefweb.int/node/714191,11/7/14 0:00,Breaking,,,1,1,,ReliefWeb,-3.52442,17.350281
Sierra Leone,Sierra Leone,Ebola,Humans,2937544,Ebola response roadmap situation report update 7 November 2014,http://reliefweb.int/node/714191,11/7/14 0:00,Breaking,4862,1130,,,,ReliefWeb,-11.79192,8.56028
Spain,Spain,Ebola,Humans,2937544,Ebola response roadmap situation report update 7 November 2014,http://reliefweb.int/node/714191,11/7/14 0:00,Breaking,,,1,,,ReliefWeb,-3.64957,40.22683
United States,United States,Ebola,Humans,2937544,Ebola response roadmap situation report update 7 November 2014,http://reliefweb.int/node/714191,11/7/14 0:00,Breaking,,,4,1,,ReliefWeb,-97.556099,39.96693
Nigeria,Nigeria,Ebola,Humans,2937544,Ebola response roadmap situation report update 7 November 2014,http://reliefweb.int/node/714191,11/7/14 0:00,Breaking,20,8,,,,ReliefWeb,8.10531,9.59396
Senegal,Senegal,Ebola,Humans,2937544,Ebola response roadmap situation report update 7 November 2014,http://reliefweb.int/node/714191,11/7/14 0:00,Breaking,,,1,,,ReliefWeb,-14.46765,14.36697
DR Congo,DR Congo,Ebola,Humans,2937544,Ebola response roadmap situation report update 7 November 2014,http://reliefweb.int/node/714191,11/7/14 0:00,Breaking,66,49,,,,ReliefWeb,25,-2
Guinea,Guinea,Ebola,Humans,2937347,"Special focus Ebola: How can we estimate the impact of Ebola on food security in Guinea, Liberia and Sierra Leone?",http://reliefweb.int/node/713966,11/7/14 0:00,Warning,,,,,,ReliefWeb,-10.94177,10.43821
