Aruba	Aruba	14	1	-69.98333333333333	12.49166666666666	-70.02800507350071	12.521324067815698	110479.0
Afghanistan	Badakhshan	1	1	70.69166666666666	36.574999999999996	70.54896943852165	37.093529731741526	1146994.0
Afghanistan	Badghis	1	2	63.633333333333326	35.11666666666666	63.662499999999994	35.031320285003	604750.0
Afghanistan	Baghlan	1	3	68.92500000000001	35.19166666666666	68.70231437747967	35.9599812229037	1167217.0
Afghanistan	Balkh	1	4	67.16666666666666	36.34166666666666	67.10821826833256	36.71154886556443	1585418.0
Afghanistan	Bamyan	1	5	67.35	33.64999999999999	67.12893518518518	34.65253571989322	441469.0
Afghanistan	Daykundi	1	6	66.42500000000001	32.408333333333324	66.2897988505747	33.817067093127044	585973.0
Afghanistan	Farah	1	7	62.69166666666666	32.283333333333324	62.120620915032674	32.470008428544666	595942.0
Afghanistan	Faryab	1	8	64.85	34.92499999999999	64.78162163888356	35.92132985872094	1181988.0
Afghanistan	Ghazni	1	9	67.75	32.52499999999999	68.3767535971223	33.3362193655964	1515934.0
Afghanistan	Ghor	1	10	64.49166666666667	32.58333333333333	64.09285714285716	34.23918358714044	800561.0
Afghanistan	Hilmand	1	11	64.43333333333334	31.858333333333327	64.38897465218221	31.70106294677643	1097263.0
Afghanistan	Hirat	1	12	62.32499999999999	32.30833333333333	62.19526351239722	34.34216566497636	2284346.0
Afghanistan	Jawzjan	1	13	65.82499999999999	36.51666666666666	65.95399509803923	36.780264515178295	675492.0
Afghanistan	Kabul	1	14	69.28333333333333	33.883333333333326	69.16668209982396	34.53279081517346	5310342.0
Afghanistan	Kandahar	1	15	65.74166666666667	31.258333333333326	65.70352067322139	31.60796804428361	1552950.0
Afghanistan	Kapisa	1	16	69.61666666666667	34.59166666666666	69.53559626436783	35.0199997987239	543069.0
Afghanistan	Khost	1	17	69.95833333333334	33.26666666666666	69.92538402457757	33.35469879518072	665448.0
Afghanistan	Kunar	1	18	71.03333333333333	34.849999999999994	71.10135135135135	34.90279149428354	547649.0
Afghanistan	Kunduz	1	19	68.76666666666668	36.70833333333333	68.90570340221248	36.77404454331045	1220346.0
Afghanistan	Laghman	1	20	70.19166666666666	34.599999999999994	70.23962008939074	34.71351255997741	531589.0
Afghanistan	Logar	1	21	69.17500000000001	33.74999999999999	68.97967479674796	33.96244323536971	452743.0
Afghanistan	Nangarhar	1	22	70.19999999999999	34.26666666666666	70.42176694329186	34.31485319516407	1825056.0
Afghanistan	Nimroz	1	23	62.08333333333334	31.074999999999996	61.944543650793634	31.040376290376287	204242.0
Afghanistan	Nuristan	1	24	70.625	35.158333333333324	70.81421568627451	35.259664351851846	178473.0
Afghanistan	Paktika	1	25	68.65833333333333	32.133333333333326	69.17718631178707	32.9355371650297	524043.0
Afghanistan	Paktya	1	26	69.46666666666667	33.31666666666666	69.49481481481482	33.66432821118991	707067.0
Afghanistan	Panjshir	1	27	69.67500000000001	35.06666666666666	69.51280952380952	35.30982086861084	173863.0
Afghanistan	Parwan	1	28	68.81666666666666	34.92499999999999	69.15880975715996	35.00551807760141	811737.0
Afghanistan	Samangan	1	29	67.68333333333334	35.56666666666666	67.54666666666665	36.12749929498025	440072.0
Afghanistan	Sari Pul	1	30	66.21666666666667	35.08333333333333	66.34829545454548	36.0279197298428	683129.0
Afghanistan	Takhar	1	31	69.64166666666668	36.19166666666666	69.49130371660857	36.7980940456316	1179804.0
Afghanistan	Uruzgan	1	32	65.99166666666667	31.691666666666663	65.91696683819325	32.73095708174681	445457.0
Afghanistan	Wardak	1	33	68.125	33.59166666666666	68.25689300411523	34.29575493136987	622695.0
Afghanistan	Zabul	1	34	66.90833333333333	31.874999999999993	66.92431129476583	32.45973307291666	394738.0
Angola	Bengo	8	1	13.808333333333337	-9.200000000000003	13.840277777777771	-8.867717889908263	372508.0
Angola	Benguela	8	2	13.974999999999994	-13.091666666666669	13.411311152498968	-12.588043803767846	2084164.0
Angola	Bié	8	3	17.46666666666667	-12.591666666666669	16.93846210125841	-12.327013052872971	1375016.0
Angola	Cabinda	8	4	12.341666666666669	-5.233333333333334	12.197634902106444	-5.564152019757088	698504.0
Angola	Cuando Cubango	8	5	19.724999999999994	-18.375	18.375	-15.554720279720286	514844.0
Angola	Cuanza Norte	8	6	14.875	-9.241666666666674	15.310638661202177	-8.966347168484006	439627.0
Angola	Cuanza Sul	8	7	15.083333333333343	-12.291666666666671	14.63732087227416	-11.020023545240505	1842522.0
Angola	Cunene	8	8	15.383333333333326	-17.025000000000006	15.081199186991881	-16.728124151045904	987917.0
Angola	Huíla	8	9	15.050000000000011	-15.958333333333343	13.507615196349036	-14.901524287151403	2420686.0
Angola	Huambo	8	10	15.633333333333326	-13.075000000000003	15.74434972636999	-12.752008364106459	1948770.0
Angola	Luanda	8	11	13.291666666666657	-9.283333333333346	13.256157801814453	-8.833400838688647	6695103.0
Angola	Lunda Norte	8	12	19.558333333333337	-9.800000000000011	20.736691038620194	-8.425902657423464	838694.0
Angola	Lunda Sul	8	13	20.71666666666667	-11.533333333333346	20.41115883062085	-9.696563589935238	530712.0
Angola	Malanje	8	14	16.26666666666668	-11.00833333333334	16.537474686107714	-9.490027799327649	979840.0
Angola	Moxico	8	15	21.19999999999999	-15.025000000000006	20.491666666666674	-11.911698717948724	744332.0
Angola	Namibe	8	16	12.833333333333343	-15.38333333333334	12.154984036017623	-15.194332253734842	486378.0
Angola	Uíge	8	17	15.366666666666674	-7.2250000000000085	15.191666666666663	-7.130233486943169	1465215.0
