ADM0	ID0	Centroid_Lon	Centroid_Lat	Weighted_centroid_Lon	Weighted_centroid_lat	Pop
Aruba	14	-69.98333333333333	12.49166666666666	-70.02800507350071	12.521324067815698	110479.0
Afghanistan	1	66.43333333333334	31.033333333333324	69.16621653291264	34.53259458128669	3.2697859E7
Angola	8	17.633333333333326	-14.916666666666671	14.935555555555567	-10.400220199647677	2.5000494E7
Anguilla	9	-63.05	18.19999999999999	-63.05261229314421	18.215812182741118	14033.0
Åland	3	19.90833333333333	59.96666666666666	19.943280977312384	60.12338049778383	26259.0
Albania	4	20.0	40.533333333333324	19.793340310675347	41.317304648666585	3013714.0
Andorra	7	1.5999999999999943	42.33333333333333	1.5379011509817246	42.51563132738075	85493.0
United Arab Emirates	241	55.33333333333334	24.424999999999997	55.307723523734325	25.2303902116402	5642548.0
Argentina	12	-63.2	-39.18333333333335	-58.73191233535552	-34.40895137553288	4.3364797E7
Armenia	13	44.349999999999994	39.52499999999999	44.505615593613584	40.19493311958559	3061551.0
American Samoa	6	-170.71666666666667	-14.316666666666677	-170.73071869488535	-14.32324759326113	42370.0
Antarctica	10	0.0	0.0	0.0	0.0	0.0
French Southern Territories	82	0.0	0.0	0.0	0.0	0.0
Antigua and Barbuda	11	-61.8	17.041666666666657	-61.83694303440497	17.114521201460505	88039.0
Australia	15	149.625	-33.83333333333334	151.10992674505417	-33.86902296803272	2.220225E7
Austria	16	14.76666666666668	47.56666666666666	14.121333333333354	47.99360024645155	8675304.0
Azerbaijan	17	47.93333333333334	39.21666666666666	49.854979058347794	40.411542217099445	9662322.0
Burundi	39	29.974999999999994	-3.575000000000003	29.827091767881228	-3.2452188408572624	1.0744389E7
Belgium	23	4.541666666666657	50.099999999999994	4.353995008943514	50.86565703294735	1.132153E7
Benin	25	2.4749999999999943	8.816666666666663	2.201940639269395	7.155345007691068	1.0294241E7
Bonaire, Sint Eustatius and Saba	29	-68.28333333333333	12.208333333333329	-68.27960593134269	12.175396995708155	23984.0
Burkina Faso	38	-1.1916666666666629	11.899999999999991	-1.535334294065109	12.334459958823842	1.8955589E7
Bangladesh	20	90.10833333333335	22.591666666666654	90.39592873012356	23.874197333221048	1.68836604E8
Bulgaria	37	24.39166666666668	41.54166666666666	23.331739560835132	42.687897834861886	7145649.0
Bahrain	19	50.54166666666666	26.02499999999999	50.535746679624225	26.18414883841713	1175011.0
Bahamas	18	-77.43333333333334	25.02499999999999	-77.33164645103325	25.056042331576734	305949.0
Bosnia and Herzegovina	30	17.599999999999994	43.33333333333333	18.64729930191973	44.45943479148027	3857188.0
Saint-Barthélemy	190	-62.825	17.89999999999999	-62.833602150537644	17.90397619947109	6890.0
Belarus	22	27.42500000000001	52.54166666666666	27.68866666666665	53.77132852564102	9586273.0
Belize	24	-88.75833333333334	16.758333333333326	-88.20444676247875	17.48955618302925	300090.0
Bermuda	26	-64.79166666666667	32.24999999999999	-64.77262816584968	32.298986842708466	50260.0
Bolivia	28	-65.90833333333333	-20.908333333333346	-66.15125249074865	-17.423047509033836	1.0727154E7
Brazil	33	-43.26666666666668	-18.325000000000003	-44.30699465666211	-20.069151961225657	2.02121456E8
Barbados	21	-59.54166666666667	13.11666666666666	-59.60567639763403	13.120078091635648	276772.0
Brunei	36	114.72500000000002	4.408333333333331	114.92310618775878	4.899707363946064	424706.0
Bhutan	27	90.75833333333333	26.533333333333324	91.19706523635097	27.231873549883986	727339.0
Bouvet Island	32	0.0	0.0	0.0	0.0	0.0
Botswana	31	26.724999999999994	-24.09166666666667	26.53235294117647	-23.45630787037038	2170403.0
Central African Republic	46	18.96666666666667	2.291666666666657	18.17500000000001	5.067262705028227	5413588.0
Canada	42	-76.28333333333333	47.574999999999996	-73.60260490002815	45.588858924045184	3.4473219E7
Cocos Islands	52	96.81666666666666	-12.150000000000006	96.82916666666665	-12.185737179487177	225.0
Switzerland	223	8.0	44.39999999999999	8.110626712099958	47.166673319978315	8132157.0
Chile	48	-71.94166666666666	-37.80000000000001	-70.64378416718566	-33.53958752543325	1.7287205E7
China	49	108.68333333333334	17.14999999999999	117.28001521216163	31.85826518977352	1.363973572E9
Côte d'Ivoire	57	-5.508333333333326	6.924999999999997	-6.286971710974768	6.508125061041113	2.3146179E7
Cameroon	41	11.691666666666663	3.6499999999999915	10.40749055927671	5.490867788902918	2.3849619E7
Democratic Republic of the Congo	63	25.224999999999994	-5.983333333333334	15.31690481567918	-4.3304867887581935	7.9305117E7
Republic of Congo	185	14.116666666666674	-4.700000000000003	15.286153214822065	-4.246107441022147	4760972.0
Cook Islands	55	-159.79166666666666	-21.241666666666674	-159.7852441613588	-21.211765072247147	7901.0
Colombia	53	-73.36666666666666	3.5083333333333258	-74.00377823231159	5.021329837061941	4.6414933E7
Comoros	54	43.45833333333334	-11.933333333333337	43.47431406888501	-11.872754671488863	699790.0
Cape Verde	43	-23.67500000000001	15.11666666666666	-23.644807121661728	15.114217417589401	484035.0
Costa Rica	56	-84.29166666666667	8.883333333333326	-84.06558282748306	9.965025907681067	4777636.0
Cuba	59	-78.90833333333333	19.24166666666666	-79.27828151986184	22.084009394028186	1.0906296E7
Curaçao	60	-68.93333333333334	12.125	-68.90261796618724	12.136461881827785	133741.0
Christmas Island	50	105.67500000000001	-10.433333333333337	105.67692307692306	-10.423796166432922	1381.0
Cayman Islands	45	-81.19166666666666	19.258333333333326	-81.37676629481513	19.299150935264194	47758.0
Cyprus	61	33.0	33.94166666666666	33.589988633644396	34.95219809487998	833524.0
Czech Republic	62	15.675000000000011	47.449999999999996	16.895117521367524	49.86805003272448	1.0652014E7
Germany	86	10.800000000000011	50.59166666666666	9.470359160613413	51.0025709124567	8.0770175E7
Djibouti	65	42.44999999999999	11.274999999999991	43.11275228255644	11.564273506107156	759266.0
Dominica	67	-61.349999999999994	15.324999999999989	-61.389924973204714	15.348945823325323	60325.0
Denmark	64	9.541666666666657	53.908333333333324	12.483058094446761	55.71201678385059	5447035.0
Dominican Republic	66	-70.16666666666667	17.566666666666663	-69.90372663252768	18.549996745590732	1.0201788E7
Algeria	5	3.166666666666657	27.18333333333333	4.759190761170004	36.07279304612725	3.9475824E7
Ecuador	68	-79.1	-2.875	-79.346	-1.4214514077198714	1.5819714E7
Egypt	69	31.275000000000006	29.033333333333324	31.323777777777764	30.153094647420126	8.8970569E7
Eritrea	72	38.21666666666667	13.766666666666666	38.92547377699427	15.320150866378697	6397461.0
Western Sahara	253	-11.958333333333343	26.608333333333327	-13.171880319305018	27.13090521213092	501647.0
Spain	215	-3.708333333333343	35.783333333333324	-3.6792558271405937	40.41012127959227	4.6428909E7
Estonia	73	25.116666666666674	58.37499999999999	26.363311421528323	59.33928796099708	1254105.0
Ethiopia	74	39.70833333333334	0.8416666666666544	38.75590158542201	9.007284533159961	9.9458763E7
Finland	78	26.041666666666657	61.99999999999999	25.533128654970767	61.175996160409554	5350024.0
Fiji	77	177.93333333333334	-17.958333333333343	177.42320039932747	-17.798082726135277	827706.0
Falkland Islands	75	-58.25	-51.74166666666666	-57.84855769230769	-51.696822222222224	3068.0
France	79	1.875	40.42499999999999	4.095760233918128	47.777706859301034	6.3796508E7
Faroe Islands	76	-7.208333333333343	61.93333333333332	-6.779780361757105	62.03326679087924	42965.0
Micronesia	146	158.23333333333335	6.933333333333323	151.82791438979967	7.351379003558705	76013.0
Gabon	83	10.60833333333332	-1.4000000000000057	9.47535479102271	0.37387862469444144	1701978.0
United Kingdom	242	-2.0333333333333314	50.783333333333324	-1.869298528305933	52.454484740694916	6.3517689E7
Georgia	85	43.849999999999994	40.87499999999999	44.557201257861635	41.84770509633312	4920324.0
Guernsey	95	-2.5916666666666686	49.349999999999994	-2.5445598417408632	49.462840582332944	55477.0
Ghana	87	-1.1583333333333314	7.73333333333332	-1.14166666666668	6.497573607568029	2.5892846E7
Gibraltar	88	-5.349999999999994	36.14166666666666	-5.354133130081294	36.1367686786823	28030.0
Guinea	97	-11.441666666666663	10.391666666666666	-12.0425438596491	10.212561251801517	1.159931E7
Guadeloupe	92	-61.5	15.824999999999989	-61.53100933488915	16.250419409015976	366755.0
Gambia	84	-14.675000000000011	12.25	-16.685920909680192	13.422486886503862	1959443.0
Guinea-Bissau	96	-15.033333333333331	11.591666666666654	-15.32647243107769	12.043387445887447	1627035.0
Equatorial Guinea	71	10.458333333333343	1.2749999999999915	9.772667469973925	1.8628883640476204	721153.0
Greece	89	22.224999999999994	37.70833333333333	23.792951810817243	38.09094196120492	1.0476616E7
Grenada	91	-61.68333333333334	12.091666666666654	-61.63251900108577	12.084469013237054	102836.0
Greenland	90	-51.724999999999994	64.14999999999999	-52.89584024322831	65.42195088300221	42993.0
Guatemala	94	-90.74166666666666	15.199999999999989	-91.17974772026817	14.771955822774686	1.4898297E7
French Guiana	80	-53.974999999999994	4.308333333333323	-52.325798825955886	4.935871383851463	249735.0
Guam	93	144.75	13.399999999999991	144.80105294068295	13.494220916880124	158249.0
Guyana	98	-57.81666666666666	5.891666666666666	-58.154115035109456	6.787835689149205	681762.0
Hong Kong	102	114.13333333333333	22.216666666666654	114.15830945558736	22.346453370343568	7079107.0
Heard Island and McDonald Islands	100	0.0	0.0	0.0	0.0	0.0
Honduras	101	-87.13333333333334	13.649999999999991	-88.21117571059432	14.766230485585666	8712789.0
Croatia	58	16.416666666666657	41.658333333333324	18.685387127266466	45.54214913561026	4289117.0
Haiti	99	-72.33333333333333	18.25	-72.33065875667818	18.583012206372857	9934700.0
Hungary	103	19.366666666666674	45.824999999999996	19.13683394383395	47.448639554392315	9909625.0
Indonesia	106	114.56666666666666	-4.066666666666677	107.19817507841458	-6.491624342904871	2.52853561E8
Isle of Man	110	-4.591666666666669	54.01666666666666	-4.4805826558265665	54.172901494825595	74013.0
India	105	79.93333333333334	4.799999999999997	86.07251702922434	23.66448434314259	1.249490159E9
British Indian Ocean Territory	34	0.0	0.0	0.0	0.0	0.0
Ireland	109	-7.458333333333343	51.908333333333324	-6.296596858638736	53.28839835963794	4801628.0
Iran	107	49.51666666666668	29.608333333333327	51.16365618203454	35.524256701193735	8.1497649E7
Iraq	108	44.125	32.449999999999996	44.39245033112584	33.34936192948989	3.2501158E7
Iceland	104	-21.98333333333332	64.83333333333333	-21.873288479697834	64.13253551555248	311610.0
Israel	111	34.81666666666666	31.758333333333326	34.820169413919416	32.07861311962343	7972948.0
Italy	112	12.199999999999989	40.56666666666666	10.940775638399543	43.725204806662504	6.075706E7
Jamaica	113	-77.25833333333334	17.49166666666666	-76.82299699966663	18.025302848076038	2878793.0
Jersey	115	-2.1333333333333258	49.04166666666666	-2.107170090258336	49.193733109768075	86513.0
Jordan	116	36.150000000000006	30.916666666666657	35.95050692924872	32.00669813543964	8802879.0
Japan	114	138.66666666666669	33.60833333333333	139.47097329224448	35.42829064549778	1.24576397E8
Kazakhstan	117	66.61666666666667	48.133333333333326	82.5716127098321	46.87064130699829	1.8128862E7
Kenya	118	37.40833333333333	-5.4750000000000085	37.12196994899088	-0.47631242397950757	4.5900436E7
Kyrgyzstan	122	73.125	40.04999999999999	74.86041666666668	41.46269755147467	5570699.0
Cambodia	40	104.81666666666666	12.333333333333329	105.0917422129242	11.821311191494033	1.5677779E7
Kiribati	119	173.05	0.99166666666666	173.01241123305357	1.3402066202825154	44833.0
Saint Kitts and Nevis	193	-62.71666666666667	17.299999999999997	-62.72235915492958	17.303951201747992	45727.0
South Korea	213	127.75833333333333	34.48333333333333	128.2021207025411	37.181156913193554	4.8426886E7
Kuwait	121	47.76666666666668	29.066666666666663	47.94311578412143	29.290800576651186	2716763.0
Laos	123	102.23333333333335	17.94999999999999	102.6588178294574	18.01243105807343	6925001.0
Lebanon	125	35.991666666666674	33.349999999999994	35.52203931157362	33.87937327976634	7255658.0
Liberia	127	-9.800000000000011	4.724999999999994	-10.784315004262595	6.366725649967194	4115434.0
Libya	128	13.508333333333326	29.758333333333326	20.824611774374972	32.47678240799993	6497175.0
Saint Lucia	194	-60.96666666666667	13.799999999999997	-60.98784570198481	14.001089119935415	155984.0
Liechtenstein	129	9.51666666666668	47.14999999999999	9.508960905349795	47.164093206064	37993.0
Sri Lanka	217	80.75833333333333	6.958333333333329	80.14194444444445	7.078951150290422	2.1779065E7
Lesotho	126	28.30000000000001	-30.833333333333343	27.5783950617284	-29.333798538639513	1958556.0
Lithuania	130	23.40833333333333	55.36666666666666	24.134876543209884	55.04340330896934	2881592.0
Luxembourg	131	6.158333333333331	49.099999999999994	6.1230034441933014	49.612140665012596	565265.0
Latvia	124	24.28333333333333	53.49999999999999	24.15602549246813	56.93000338500326	1984401.0
Macao	132	113.55833333333334	22.141666666666666	113.54362786740398	22.202182298670436	617137.0
Saint-Martin	191	-63.08333333333333	18.07499999999999	-63.07898404889684	18.06993719924965	30673.0
Morocco	152	-6.158333333333331	31.67499999999999	-7.566940597106793	33.57540437458797	3.3305425E7
Monaco	148	7.416666666666657	43.73333333333333	7.420486851457014	43.73766272965879	18555.0
Moldova	147	28.59166666666667	47.06666666666666	28.860020896656522	47.05034803235339	3544706.0
Madagascar	134	46.79166666666666	-21.64166666666668	47.52549414699672	-19.104704347981723	2.3615799E7
Maldives	137	73.65833333333333	4.375	73.5089472211306	4.178725397560001	130829.0
Mexico	145	-101.70833333333333	16.599999999999994	-98.76348270440252	19.834374740431485	1.21323435E8
Marshall Islands	140	171.03333333333336	7.141666666666666	171.37904761904764	7.097738589211616	17315.0
Macedonia	133	21.85833333333332	41.29166666666666	22.401808886120648	41.90905498671301	2086713.0
Mali	138	-7.091666666666669	7.049999999999997	-6.873062015503876	13.180239466127517	1.6940389E7
Malta	139	14.416666666666657	35.83333333333333	14.4665558567863	35.89435900721944	391998.0
Myanmar	154	96.375	16.516666666666666	96.23910502721742	19.67167729239698	5.5988503E7
Montenegro	150	19.150000000000006	42.099999999999994	19.03666666666669	42.469533092065575	611173.0
Mongolia	149	103.39166666666665	45.11666666666666	106.9100308248299	47.919748072098734	2996440.0
Northern Mariana Islands	168	145.71666666666664	15.099999999999994	145.7060202589808	15.153692360508813	51333.0
Mozambique	153	36.25	-16.208333333333343	37.12242173112338	-16.461590612561736	2.5194406E7
Mauritania	142	-10.099999999999994	14.558333333333323	-14.13762569832403	16.73214772267019	3625307.0
Montserrat	151	-62.2	16.766666666666666	-62.197017045454544	16.783401084010848	5026.0
Martinique	141	-61.03333333333333	14.49166666666666	-61.0556562274309	14.618434510669601	353151.0
Mauritius	143	57.57499999999999	-20.26666666666668	57.46552348878848	-20.23299537113725	1309439.0
Malawi	135	33.79166666666666	-15.483333333333334	34.10972989564149	-14.266882589663936	1.7917459E7
Malaysia	136	102.625	2.166666666666657	102.50943396226415	3.2710847954300846	2.9971876E7
Mayotte	144	45.15833333333333	-12.816666666666677	45.272789644928565	-12.78865349853561	198784.0
Namibia	155	18.316666666666663	-19.26666666666668	16.433333333333337	-18.22700141693234	2215333.0
New Caledonia	159	165.47500000000002	-21.558333333333337	166.4820406278855	-22.21553916581894	250214.0
Niger	162	6.458333333333343	10.908333333333331	5.256933578769747	13.788892087957734	1.8038323E7
Norfolk Island	165	167.95	-29.083333333333343	167.96243718592967	-29.035502675840988	2046.0
Nigeria	163	8.933333333333337	4.291666666666657	5.112395699614893	7.847581596601202	1.91987874E8
Nicaragua	161	-85.575	12.349999999999994	-86.87168670925716	12.423897254704016	5855970.0
Niue	164	-169.90833333333333	-19.066666666666677	-169.91666666666666	-19.055489731437603	1188.0
Netherlands	158	5.658333333333331	49.81666666666666	4.367831624728183	52.07224028260354	1.6889274E7
Norway	169	10.599999999999994	60.81666666666666	10.779055183946497	59.93994713545783	4878675.0
Nepal	157	83.78333333333336	24.291666666666657	84.51039835969539	27.645299698659585	3.1468219E7
Nauru	156	166.93333333333334	-0.5250000000000057	166.91348509595753	-0.522031473533616	7738.0
New Zealand	160	175.80833333333334	-41.05	176.6910740740741	-38.08667816339728	4246476.0
Oman	170	58.10833333333332	22.625	58.3568159767141	23.57091653078176	3213338.0
Pakistan	171	70.58333333333334	24.724999999999994	72.8059649122807	30.972235684275347	2.06905904E8
Panama	174	-81.175	7.558333333333323	-79.71303995117741	8.92840977750923	3556947.0
Pitcairn Islands	180	-130.1	-25.066666666666677	-130.10416666666666	-25.06421568627451	48.0
Peru	178	-75.46666666666667	-11.733333333333334	-77.0241082104424	-11.977583039654064	3.0383307E7
Philippines	179	122.95833333333331	10.48333333333332	123.42368843309612	13.577690878090351	9.7886086E7
Palau	172	134.55833333333334	7.408333333333331	134.48786848072564	7.347169943820219	16813.0
Papua New Guinea	175	145.28333333333336	-7.316666666666677	144.80058139534884	-5.965656201385954	6382493.0
Poland	181	19.224999999999994	50.60833333333333	18.33936170212766	51.68325097453497	3.8540988E7
Puerto Rico	183	-66.39166666666667	17.58333333333333	-66.2046178343949	18.33647132793186	3563247.0
North Korea	166	126.29166666666669	37.91666666666666	125.92699542897327	39.41836006780699	2.4580202E7
Portugal	182	-8.408333333333331	38.45833333333333	-8.838658008658001	39.865440093453195	1.0537972E7
Paraguay	177	-56.24166666666666	-25.47500000000001	-57.4945486371593	-25.355520323764992	6768490.0
Palestina	173	35.26666666666668	31.64166666666666	34.96939440203562	31.553947053429404	4770723.0
French Polynesia	81	-151.05	-16.816666666666677	-149.55668698748383	-17.537702770814278	233639.0
Qatar	184	51.241666666666674	25.08333333333333	51.51710616815231	25.275280691125133	2178657.0
Reunion	186	55.599999999999994	-21.183333333333337	55.686425074499795	-21.00727761818979	823812.0
Romania	187	24.474999999999994	45.79999999999999	25.706991927825243	45.63074774944619	2.1673551E7
Russia	188	54.241666666666674	44.86666666666666	73.40556262189435	54.999877928235065	1.41933288E8
Rwanda	189	30.07499999999999	-3.183333333333337	30.09509895278663	-1.9656297307056718	1.2679279E7
Saudi Arabia	200	45.616666666666674	24.133333333333326	39.61769270447866	24.492962873805453	2.7613143E7
Sudan	218	29.21666666666667	1.433333333333323	32.89661654135338	14.073096681013126	3.6048385E7
Senegal	201	-14.76666666666668	12.541666666666657	-17.44039717794618	14.729740317185886	1.3769839E7
Singapore	205	103.82499999999999	1.3416666666666544	103.85336455508997	1.3458116440013441	5607889.0
South Georgia and the South Sandwich Islands	212	0.0	0.0	0.0	0.0	0.0
Saint Helena	192	-5.708333333333343	-15.966666666666669	-5.71979949874688	-15.940984072810025	7787.0
Svalbard and Jan Mayen	220	15.625	78.20833333333333	15.647165300546447	78.21932282545242	1822.0
Solomon Islands	209	160.85000000000002	-9.150000000000006	160.03024809160308	-9.413474286130537	489414.0
Sierra Leone	204	-11.900000000000006	6.99166666666666	-13.19140860124324	8.463825996485212	5831477.0
El Salvador	70	-88.90833333333333	13.191666666666663	-89.18111458876716	13.719482312045685	6084400.0
San Marino	198	12.449999999999989	43.849999999999994	12.445062764106382	43.94522459659834	31760.0
Somalia	210	46.19999999999999	2.299999999999997	44.412499999999994	3.752619323391727	1.040683E7
Saint Pierre and Miquelon	195	-56.16666666666667	46.80833333333333	-56.17986432825943	46.77902494331065	4061.0
Serbia	202	20.73333333333332	44.21666666666666	20.58478375527426	44.65114508934012	7219706.0
South Sudan	214	31.208333333333343	4.916666666666657	27.996452402816033	7.683873827302307	1.2264189E7
São Tomé and Príncipe	199	6.650000000000006	0.23333333333332007	6.732096409386486	0.33184076834649545	164202.0
Suriname	219	-55.30833333333334	4.041666666666657	-55.20387702559442	5.809567585100197	599541.0
Slovakia	207	19.32499999999999	46.04166666666666	21.214819700967467	48.691358445620345	5443754.0
Slovenia	208	14.625	45.54166666666666	14.63192118776513	46.158308227023795	1957146.0
Sweden	222	13.966666666666669	57.008333333333326	17.54423843700161	59.09471350613914	9562323.0
Swaziland	221	31.441666666666663	-27.708333333333343	31.37717086834735	-26.495966549641793	1436056.0
Sint Maarten	206	-63.075	17.95833333333333	-63.06640056665901	18.039150450305556	38861.0
Seychelles	203	55.44999999999999	-4.683333333333337	55.45253171137449	-4.629899691358034	78287.0
Syria	224	37.616666666666674	34.05833333333333	36.731907308377885	35.16853067728095	1.6946231E7
Turks and Caicos Islands	237	-72.225	21.716666666666654	-72.22349755415794	21.775836072759148	44554.0
Chad	47	18.541666666666657	7.266666666666666	17.218004115226336	11.71808897384004	1.1661717E7
Togo	230	1.0999999999999943	7.541666666666657	0.8008402530644503	7.278167885518229	7172289.0
Thailand	228	102.49166666666667	14.291666666666657	100.90968364197528	14.49675996947596	6.7816259E7
Tajikistan	226	69.11666666666667	38.383333333333326	68.75989170271569	38.54453031745874	8174580.0
Tokelau	231	-171.85833333333332	-9.191666666666677	-172.52085062240664	-8.541009681881064	445.0
Turkmenistan	236	61.07499999999999	35.67499999999999	58.3204732510288	38.018957693183104	5200656.0
Timor-Leste	229	125.75	-10.033333333333346	125.44008307372792	-8.714787648283988	1218837.0
Tonga	232	-175.2	-21.25	-175.20903733669573	-21.136213874588066	92373.0
Trinidad and Tobago	233	-61.25833333333334	10.266666666666666	-61.32746913580246	10.574191744244786	1197670.0
Tunisia	234	9.666666666666657	33.16666666666666	10.549895797647594	35.86733710509014	1.0776762E7
Turkey	235	35.525000000000006	23.591666666666654	34.022951070336404	39.27277947958854	8.2866681E7
Tuvalu	238	178.66666666666669	-7.466666666666669	177.14630738522953	-7.249298088410995	4418.0
Taiwan	225	120.64999999999998	23.791666666666657	120.69493486857408	24.259531447696006	2.3242529E7
Tanzania	227	34.57499999999999	-6.26666666666668	38.60732323232324	-5.087946523541987	5.0809985E7
Uganda	239	32.68333333333334	0.0833333333333286	32.89256143458047	0.7034863638706952	3.7050995E7
Ukraine	240	31.03333333333333	38.05833333333333	24.773413242009127	48.92019303217631	4.4235867E7
United States Minor Outlying Islands	243	-177.375	28.20833333333333	-177.375	28.210833333333326	15.0
Uruguay	245	-55.525000000000006	-33.491666666666674	-56.107199896960324	-34.74951992451993	3211394.0
United States	244	-87.30833333333334	26.733333333333327	-90.33967029643074	38.42849319911651	3.19324025E8
Uzbekistan	246	68.46666666666667	38.11666666666666	71.1101824698599	40.52287906096718	2.9342373E7
Vatican City	248	0.0	0.0	0.0	0.0	0.0
Saint Vincent and the Grenadines	196	-61.20833333333333	13.149999999999991	-61.22825223573848	13.165031311302243	86434.0
Venezuela	249	-66.49166666666666	8.11666666666666	-67.95104262496167	10.17051044894427	2.9072309E7
British Virgin Islands	35	-64.60833333333333	18.308333333333323	-64.61907638223074	18.42978343535522	26016.0
Virgin Islands, U.S.	251	-64.73333333333333	17.69999999999999	-64.73868563685637	17.761828578771514	93789.0
Vietnam	250	106.90833333333336	16.766666666666666	108.3210304054054	15.498519743558333	9.3577621E7
Vanuatu	247	167.28333333333336	-16.066666666666677	167.73645833333336	-16.51888185654009	218557.0
Wallis and Futuna	252	-176.21666666666667	-13.325000000000003	-176.1906862745098	-13.29828548644339	7901.0
Samoa	197	-171.9	-14.091666666666669	-171.7841638308216	-13.834665484527449	171164.0
Akrotiri and Dhekelia	2	33.775000000000006	34.91666666666666	33.77143562401264	34.99328000723065	19126.0
Caspian Sea	44	47.5	44.46666666666666	48.29985733467609	42.02555071721311	422278.0
Clipperton Island	51	0.0	0.0	0.0	0.0	0.0
Kosovo	120	20.94999999999999	41.199999999999996	20.768794326241135	42.55838680877183	1867794.0
Northern Cyprus	167	33.400000000000006	34.36666666666666	33.33866153430577	35.203234988094515	308326.0
Yemen	254	46.89166666666668	13.349999999999994	43.98787369207773	14.675013054185456	2.6599302E7
South Africa	211	27.84166666666667	-32.075	28.686666666666667	-27.469727537649533	5.3344438E7
Zambia	255	28.125	-17.583333333333343	31.674489795918362	-13.842822246630519	1.5076505E7
Zimbabwe	256	29.5	-20.533333333333346	29.97039007092198	-18.322274810566796	1.422313E7
